,Global CMP22 (vent/cor) [W/m^2]
2022-01-20 10:18:00-07:00,459.359
2022-01-20 10:19:00-07:00,460.307
2022-01-20 10:20:00-07:00,461.187
2022-01-20 10:21:00-07:00,466.172
2022-01-20 10:22:00-07:00,466.639
2022-01-20 10:23:00-07:00,468.241
2022-01-20 10:24:00-07:00,466.884
2022-01-20 10:25:00-07:00,468.906
2022-01-20 10:26:00-07:00,470.93
2022-01-20 10:27:00-07:00,466.316
2022-01-20 10:28:00-07:00,471.705
2022-01-20 10:29:00-07:00,475.68
2022-01-20 10:30:00-07:00,472.954
2022-01-20 10:31:00-07:00,476.417
2022-01-20 10:32:00-07:00,485.802
2022-01-20 10:33:00-07:00,487.13
2022-01-20 10:34:00-07:00,490.018
2022-01-20 10:35:00-07:00,493.163
2022-01-20 10:36:00-07:00,496.58
2022-01-20 10:37:00-07:00,492.168
2022-01-20 10:38:00-07:00,494.764
2022-01-20 10:39:00-07:00,501.005
2022-01-20 10:40:00-07:00,499.744
2022-01-20 10:41:00-07:00,500.57
2022-01-20 10:42:00-07:00,502.039
2022-01-20 10:43:00-07:00,500.94
2022-01-20 10:44:00-07:00,502.093
2022-01-20 10:45:00-07:00,496.806
2022-01-20 10:46:00-07:00,479.457
2022-01-20 10:47:00-07:00,503.598
2022-01-20 10:48:00-07:00,508.375
2022-01-20 10:49:00-07:00,510.931
2022-01-20 10:50:00-07:00,469.675
2022-01-20 10:51:00-07:00,507.309
2022-01-20 10:52:00-07:00,514.624
2022-01-20 10:53:00-07:00,517.718
2022-01-20 10:54:00-07:00,518.419
2022-01-20 10:55:00-07:00,519.449
2022-01-20 10:56:00-07:00,520.918
2022-01-20 10:57:00-07:00,520.986
2022-01-20 10:58:00-07:00,521.176
2022-01-20 10:59:00-07:00,519.327
2022-01-20 11:00:00-07:00,523.333
2022-01-20 11:01:00-07:00,521.988
2022-01-20 11:02:00-07:00,524.591
2022-01-20 11:03:00-07:00,527.249
2022-01-20 11:04:00-07:00,530.75
2022-01-20 11:05:00-07:00,532.0
2022-01-20 11:06:00-07:00,531.062
2022-01-20 11:07:00-07:00,533.45
2022-01-20 11:08:00-07:00,533.457
2022-01-20 11:09:00-07:00,534.63
2022-01-20 11:10:00-07:00,528.832
2022-01-20 11:11:00-07:00,529.822
2022-01-20 11:12:00-07:00,535.625
2022-01-20 11:13:00-07:00,536.57
2022-01-20 11:14:00-07:00,539.764
2022-01-20 11:15:00-07:00,538.844
2022-01-20 11:16:00-07:00,536.126
2022-01-20 11:17:00-07:00,536.312
2022-01-20 11:18:00-07:00,540.338
2022-01-20 11:19:00-07:00,543.913
2022-01-20 11:20:00-07:00,546.128
2022-01-20 11:21:00-07:00,541.565
2022-01-20 11:22:00-07:00,545.077
2022-01-20 11:23:00-07:00,546.192
2022-01-20 11:24:00-07:00,546.373
2022-01-20 11:25:00-07:00,548.379
2022-01-20 11:26:00-07:00,548.375
2022-01-20 11:27:00-07:00,549.489
2022-01-20 11:28:00-07:00,550.004
2022-01-20 11:29:00-07:00,550.811
2022-01-20 11:30:00-07:00,550.506
2022-01-20 11:31:00-07:00,550.727
2022-01-20 11:32:00-07:00,552.73
2022-01-20 11:33:00-07:00,554.24
2022-01-20 11:34:00-07:00,553.898
2022-01-20 11:35:00-07:00,555.365
2022-01-20 11:36:00-07:00,555.294
2022-01-20 11:37:00-07:00,555.382
2022-01-20 11:38:00-07:00,556.57
2022-01-20 11:39:00-07:00,556.43
2022-01-20 11:40:00-07:00,557.867
2022-01-20 11:41:00-07:00,557.799
2022-01-20 11:42:00-07:00,556.721
2022-01-20 11:43:00-07:00,557.231
2022-01-20 11:44:00-07:00,558.969
2022-01-20 11:45:00-07:00,559.845
2022-01-20 11:46:00-07:00,559.765
2022-01-20 11:47:00-07:00,559.825
2022-01-20 11:48:00-07:00,560.085
2022-01-20 11:49:00-07:00,560.925
2022-01-20 11:50:00-07:00,559.498
2022-01-20 11:51:00-07:00,559.417
2022-01-20 11:52:00-07:00,561.273
2022-01-20 11:53:00-07:00,562.205
2022-01-20 11:54:00-07:00,560.619
2022-01-20 11:55:00-07:00,559.076
2022-01-20 11:56:00-07:00,558.829
2022-01-20 11:57:00-07:00,561.564
2022-01-20 11:58:00-07:00,562.964
2022-01-20 11:59:00-07:00,563.925
2022-01-20 12:00:00-07:00,564.311
2022-01-20 12:01:00-07:00,564.071
2022-01-20 12:02:00-07:00,563.842
2022-01-20 12:03:00-07:00,564.325
2022-01-20 12:04:00-07:00,564.825
2022-01-20 12:05:00-07:00,564.841
2022-01-20 12:06:00-07:00,564.983
2022-01-20 12:07:00-07:00,564.96
2022-01-20 12:08:00-07:00,566.412
2022-01-20 12:09:00-07:00,566.099
2022-01-20 12:10:00-07:00,565.955
2022-01-20 12:11:00-07:00,566.312
2022-01-20 12:12:00-07:00,564.12
2022-01-20 12:13:00-07:00,564.069
2022-01-20 12:14:00-07:00,563.62
2022-01-20 12:15:00-07:00,563.573
2022-01-20 12:16:00-07:00,563.682
2022-01-20 12:17:00-07:00,564.075
2022-01-20 12:18:00-07:00,563.663
2022-01-20 12:19:00-07:00,563.582
2022-01-20 12:20:00-07:00,564.242
2022-01-20 12:21:00-07:00,565.01
2022-01-20 12:22:00-07:00,564.588
2022-01-20 12:23:00-07:00,564.164
2022-01-20 12:24:00-07:00,563.007
2022-01-20 12:25:00-07:00,562.481
2022-01-20 12:26:00-07:00,562.477
2022-01-20 12:27:00-07:00,562.359
2022-01-20 12:28:00-07:00,562.831
2022-01-20 12:29:00-07:00,561.017
2022-01-20 12:30:00-07:00,559.591
2022-01-20 12:31:00-07:00,558.988
2022-01-20 12:32:00-07:00,558.065
2022-01-20 12:33:00-07:00,557.425
2022-01-20 12:34:00-07:00,558.068
2022-01-20 12:35:00-07:00,556.973
2022-01-20 12:36:00-07:00,554.619
2022-01-20 12:37:00-07:00,554.159
2022-01-20 12:38:00-07:00,555.682
2022-01-20 12:39:00-07:00,555.548
2022-01-20 12:40:00-07:00,557.08
2022-01-20 12:41:00-07:00,557.425
2022-01-20 12:42:00-07:00,556.145
2022-01-20 12:43:00-07:00,554.35
2022-01-20 12:44:00-07:00,553.103
2022-01-20 12:45:00-07:00,551.515
2022-01-20 12:46:00-07:00,549.867
2022-01-20 12:47:00-07:00,549.208
2022-01-20 12:48:00-07:00,550.42
2022-01-20 12:49:00-07:00,549.734
2022-01-20 12:50:00-07:00,549.962
2022-01-20 12:51:00-07:00,548.897
2022-01-20 12:52:00-07:00,547.54
2022-01-20 12:53:00-07:00,546.676
2022-01-20 12:54:00-07:00,544.905
2022-01-20 12:55:00-07:00,545.395
2022-01-20 12:56:00-07:00,544.685
2022-01-20 12:57:00-07:00,544.419
2022-01-20 12:58:00-07:00,543.703
2022-01-20 12:59:00-07:00,541.934
2022-01-20 13:00:00-07:00,541.28
2022-01-20 13:01:00-07:00,539.415
2022-01-20 13:02:00-07:00,538.578
2022-01-20 13:03:00-07:00,537.845
2022-01-20 13:04:00-07:00,537.027
2022-01-20 13:05:00-07:00,534.874
2022-01-20 13:06:00-07:00,533.634
2022-01-20 13:07:00-07:00,533.399
2022-01-20 13:08:00-07:00,532.531
2022-01-20 13:09:00-07:00,531.333
2022-01-20 13:10:00-07:00,528.798
2022-01-20 13:11:00-07:00,528.097
2022-01-20 13:12:00-07:00,527.977
2022-01-20 13:13:00-07:00,527.124
2022-01-20 13:14:00-07:00,526.55
2022-01-20 13:15:00-07:00,524.5
2022-01-20 13:16:00-07:00,524.375
2022-01-20 13:17:00-07:00,523.925
2022-01-20 13:18:00-07:00,522.483
2022-01-20 13:19:00-07:00,520.673
2022-01-20 13:20:00-07:00,520.976
2022-01-20 13:21:00-07:00,519.937
2022-01-20 13:22:00-07:00,517.991
2022-01-20 13:23:00-07:00,516.668
2022-01-20 13:24:00-07:00,514.463
2022-01-20 13:25:00-07:00,512.1
2022-01-20 13:26:00-07:00,510.857
2022-01-20 13:27:00-07:00,509.718
2022-01-20 13:28:00-07:00,509.236
2022-01-20 13:29:00-07:00,508.48
2022-01-20 13:30:00-07:00,506.377
2022-01-20 13:31:00-07:00,503.596
2022-01-20 13:32:00-07:00,502.815
2022-01-20 13:33:00-07:00,502.05
2022-01-20 13:34:00-07:00,501.559
2022-01-20 13:35:00-07:00,500.563
2022-01-20 13:36:00-07:00,498.76
2022-01-20 13:37:00-07:00,496.372
2022-01-20 13:38:00-07:00,494.663
2022-01-20 13:39:00-07:00,493.931
2022-01-20 13:40:00-07:00,494.072
2022-01-20 13:41:00-07:00,493.102
2022-01-20 13:42:00-07:00,490.608
2022-01-20 13:43:00-07:00,487.949
2022-01-20 13:44:00-07:00,486.215
2022-01-20 13:45:00-07:00,484.883
2022-01-20 13:46:00-07:00,483.649
2022-01-20 13:47:00-07:00,481.952
2022-01-20 13:48:00-07:00,481.365
2022-01-20 13:49:00-07:00,479.984
2022-01-20 13:50:00-07:00,478.317
2022-01-20 13:51:00-07:00,475.65
2022-01-20 13:52:00-07:00,474.199
2022-01-20 13:53:00-07:00,472.706
2022-01-20 13:54:00-07:00,471.11
2022-01-20 13:55:00-07:00,468.316
2022-01-20 13:56:00-07:00,465.871
2022-01-20 13:57:00-07:00,465.327
2022-01-20 13:58:00-07:00,464.321
2022-01-20 13:59:00-07:00,462.853
2022-01-20 14:00:00-07:00,461.12
2022-01-20 14:01:00-07:00,458.687
2022-01-20 14:02:00-07:00,457.072
2022-01-20 14:03:00-07:00,455.066
2022-01-20 14:04:00-07:00,453.207
2022-01-20 14:05:00-07:00,451.093
2022-01-20 14:06:00-07:00,448.98
2022-01-20 14:07:00-07:00,445.59
2022-01-20 14:08:00-07:00,442.933
2022-01-20 14:09:00-07:00,442.152
2022-01-20 14:10:00-07:00,439.567
2022-01-20 14:11:00-07:00,439.071
2022-01-20 14:12:00-07:00,438.13
2022-01-20 14:13:00-07:00,436.764
2022-01-20 14:14:00-07:00,434.338
2022-01-20 14:15:00-07:00,431.242
2022-01-20 14:16:00-07:00,429.037
2022-01-20 14:17:00-07:00,428.83
2022-01-20 14:18:00-07:00,426.288
2022-01-20 14:19:00-07:00,423.122
2022-01-20 14:20:00-07:00,421.64
2022-01-20 14:21:00-07:00,419.443
2022-01-20 14:22:00-07:00,416.828
2022-01-20 14:23:00-07:00,414.096
2022-01-20 14:24:00-07:00,412.14
2022-01-20 14:25:00-07:00,410.424
2022-01-20 14:26:00-07:00,408.536
2022-01-20 14:27:00-07:00,405.688
2022-01-20 14:28:00-07:00,403.383
2022-01-20 14:29:00-07:00,401.197
2022-01-20 14:30:00-07:00,399.457
2022-01-20 14:31:00-07:00,397.624
2022-01-20 14:32:00-07:00,395.234
2022-01-20 14:33:00-07:00,392.945
2022-01-20 14:34:00-07:00,390.715
2022-01-20 14:35:00-07:00,388.587
2022-01-20 14:36:00-07:00,385.394
2022-01-20 14:37:00-07:00,382.58
2022-01-20 14:38:00-07:00,380.431
2022-01-20 14:39:00-07:00,377.85
2022-01-20 14:40:00-07:00,375.204
2022-01-20 14:41:00-07:00,372.491
2022-01-20 14:42:00-07:00,369.971
2022-01-20 14:43:00-07:00,367.955
2022-01-20 14:44:00-07:00,365.054
2022-01-20 14:45:00-07:00,361.766
2022-01-20 14:46:00-07:00,359.56
2022-01-20 14:47:00-07:00,357.399
2022-01-20 14:48:00-07:00,354.488
2022-01-20 14:49:00-07:00,352.17
2022-01-20 14:50:00-07:00,349.637
2022-01-20 14:51:00-07:00,347.296
2022-01-20 14:52:00-07:00,344.8
2022-01-20 14:53:00-07:00,341.904
2022-01-20 14:54:00-07:00,339.195
2022-01-20 14:55:00-07:00,337.146
2022-01-20 14:56:00-07:00,334.537
2022-01-20 14:57:00-07:00,331.896
2022-01-20 14:58:00-07:00,329.481
2022-01-20 14:59:00-07:00,326.693
2022-01-20 15:00:00-07:00,324.048
2022-01-20 15:01:00-07:00,321.591
2022-01-20 15:02:00-07:00,318.567
2022-01-20 15:03:00-07:00,315.452
2022-01-20 15:04:00-07:00,312.109
2022-01-20 15:05:00-07:00,308.922
2022-01-20 15:06:00-07:00,305.522
2022-01-20 15:07:00-07:00,303.334
2022-01-20 15:08:00-07:00,301.792
2022-01-20 15:09:00-07:00,299.621
2022-01-20 15:10:00-07:00,296.676
2022-01-20 15:11:00-07:00,294.653
2022-01-20 15:12:00-07:00,292.062
2022-01-20 15:13:00-07:00,287.966
2022-01-20 15:14:00-07:00,285.549
2022-01-20 15:15:00-07:00,282.685
2022-01-20 15:16:00-07:00,280.523
2022-01-20 15:17:00-07:00,277.725
2022-01-20 15:18:00-07:00,274.631
2022-01-20 15:19:00-07:00,271.147
2022-01-20 15:20:00-07:00,267.724
2022-01-20 15:21:00-07:00,264.384
2022-01-20 15:22:00-07:00,261.809
2022-01-20 15:23:00-07:00,259.546
2022-01-20 15:24:00-07:00,257.823
2022-01-20 15:25:00-07:00,255.548
2022-01-20 15:26:00-07:00,252.828
2022-01-20 15:27:00-07:00,249.822
2022-01-20 15:28:00-07:00,246.612
2022-01-20 15:29:00-07:00,243.401
2022-01-20 15:30:00-07:00,240.002
2022-01-20 15:31:00-07:00,238.212
2022-01-20 15:32:00-07:00,236.018
2022-01-20 15:33:00-07:00,233.616
2022-01-20 15:34:00-07:00,225.055
2022-01-20 15:35:00-07:00,201.674
2022-01-20 15:36:00-07:00,166.674
2022-01-20 15:37:00-07:00,150.009
2022-01-20 15:38:00-07:00,182.204
2022-01-20 15:39:00-07:00,187.985
2022-01-20 15:40:00-07:00,199.069
2022-01-20 15:41:00-07:00,191.364
2022-01-20 15:42:00-07:00,168.186
2022-01-20 15:43:00-07:00,203.262
2022-01-20 15:44:00-07:00,194.701
2022-01-20 15:45:00-07:00,205.326
2022-01-20 15:46:00-07:00,178.835
2022-01-20 15:47:00-07:00,151.581
2022-01-20 15:48:00-07:00,157.168
2022-01-20 15:49:00-07:00,184.138
2022-01-20 15:50:00-07:00,186.271
2022-01-20 15:51:00-07:00,175.383
2022-01-20 15:52:00-07:00,174.422
2022-01-20 15:53:00-07:00,182.269
2022-01-20 15:54:00-07:00,182.985
2022-01-20 15:55:00-07:00,179.467
2022-01-20 15:56:00-07:00,174.891
2022-01-20 15:57:00-07:00,169.888
2022-01-20 15:58:00-07:00,164.941
2022-01-20 15:59:00-07:00,159.706
2022-01-20 16:00:00-07:00,154.924
2022-01-20 16:01:00-07:00,151.463
2022-01-20 16:02:00-07:00,147.821
2022-01-20 16:03:00-07:00,144.783
2022-01-20 16:04:00-07:00,142.342
2022-01-20 16:05:00-07:00,138.98
2022-01-20 16:06:00-07:00,135.155
2022-01-20 16:07:00-07:00,131.925
2022-01-20 16:08:00-07:00,129.144
2022-01-20 16:09:00-07:00,125.922
2022-01-20 16:10:00-07:00,123.475
2022-01-20 16:11:00-07:00,120.347
2022-01-20 16:12:00-07:00,112.985
2022-01-20 16:13:00-07:00,108.82
2022-01-20 16:14:00-07:00,109.705
2022-01-20 16:15:00-07:00,108.73
2022-01-20 16:16:00-07:00,106.575
2022-01-20 16:17:00-07:00,104.398
2022-01-20 16:18:00-07:00,101.555
2022-01-20 16:19:00-07:00,98.1553
2022-01-20 16:20:00-07:00,95.1784
2022-01-20 16:21:00-07:00,92.5728
2022-01-20 16:22:00-07:00,90.2331
2022-01-20 16:23:00-07:00,87.7109
2022-01-20 16:24:00-07:00,84.563
2022-01-20 16:25:00-07:00,81.3008
2022-01-20 16:26:00-07:00,78.6421
2022-01-20 16:27:00-07:00,75.4032
2022-01-20 16:28:00-07:00,70.1847
2022-01-20 16:29:00-07:00,70.9315
2022-01-20 16:30:00-07:00,68.1401
2022-01-20 16:31:00-07:00,65.5166
2022-01-20 16:32:00-07:00,62.9387
2022-01-20 16:33:00-07:00,59.7289
2022-01-20 16:34:00-07:00,56.8428
2022-01-20 16:35:00-07:00,54.3798
2022-01-20 16:36:00-07:00,52.2512
2022-01-20 16:37:00-07:00,48.8847
2022-01-20 16:38:00-07:00,42.322
2022-01-20 16:39:00-07:00,33.8714
2022-01-20 16:40:00-07:00,25.4401
2022-01-20 16:41:00-07:00,19.3674
2022-01-20 16:42:00-07:00,17.9093
2022-01-20 16:43:00-07:00,17.1241
2022-01-20 16:44:00-07:00,16.359
2022-01-20 16:45:00-07:00,15.7658
2022-01-20 16:46:00-07:00,15.1534
2022-01-20 16:47:00-07:00,14.3386
2022-01-20 16:48:00-07:00,13.4418
2022-01-20 16:49:00-07:00,12.5923
2022-01-20 16:50:00-07:00,11.8769
2022-01-20 16:51:00-07:00,11.2465
2022-01-20 16:52:00-07:00,10.7185
2022-01-20 16:53:00-07:00,10.1894
2022-01-20 16:54:00-07:00,9.65652
2022-01-20 16:55:00-07:00,9.13175
2022-01-20 16:56:00-07:00,8.61987
2022-01-20 16:57:00-07:00,8.12404
2022-01-20 16:58:00-07:00,7.5984
2022-01-20 16:59:00-07:00,7.09011
2022-01-20 17:00:00-07:00,6.61765
2022-01-20 17:01:00-07:00,6.12415
2022-01-20 17:02:00-07:00,5.60628
2022-01-20 17:03:00-07:00,5.14149
2022-01-20 17:04:00-07:00,4.74743
2022-01-20 17:05:00-07:00,4.38832
2022-01-20 17:06:00-07:00,4.01842
2022-01-20 17:07:00-07:00,3.63534
2022-01-20 17:08:00-07:00,3.26579
2022-01-20 17:09:00-07:00,2.90236
2022-01-20 17:10:00-07:00,2.56787
2022-01-20 17:11:00-07:00,2.25836
2022-01-20 17:12:00-07:00,1.92255
2022-01-20 17:13:00-07:00,1.63348
2022-01-20 17:14:00-07:00,1.3154
2022-01-20 17:15:00-07:00,1.01048
2022-01-20 17:16:00-07:00,0.700836
2022-01-20 17:17:00-07:00,0.442145
2022-01-20 17:18:00-07:00,0.167146
2022-01-20 17:19:00-07:00,-0.10568
2022-01-20 17:20:00-07:00,-0.323562
2022-01-20 17:21:00-07:00,-0.587012
2022-01-20 17:22:00-07:00,-0.736964
2022-01-20 17:23:00-07:00,-0.870736
2022-01-20 17:24:00-07:00,-0.962569
2022-01-20 17:25:00-07:00,-1.06542
2022-01-20 17:26:00-07:00,-1.17599
2022-01-20 17:27:00-07:00,-1.18449
2022-01-20 17:28:00-07:00,-1.20179
2022-01-20 17:29:00-07:00,-1.2478
2022-01-20 17:30:00-07:00,-1.32478
2022-01-20 17:31:00-07:00,-1.36345
2022-01-20 17:32:00-07:00,-1.40627
2022-01-20 17:33:00-07:00,-1.43737
2022-01-20 17:34:00-07:00,-1.44151
2022-01-20 17:35:00-07:00,-1.44959
2022-01-20 17:36:00-07:00,-1.45068
2022-01-20 17:37:00-07:00,-1.46123
2022-01-20 17:38:00-07:00,-1.50731
2022-01-20 17:39:00-07:00,-1.52353
2022-01-20 17:40:00-07:00,-1.55786
2022-01-20 17:41:00-07:00,-1.54315
2022-01-20 17:42:00-07:00,-1.53917
2022-01-20 17:43:00-07:00,-1.52971
2022-01-20 17:44:00-07:00,-1.51959
2022-01-20 17:45:00-07:00,-1.45672
2022-01-20 17:46:00-07:00,-1.40395
2022-01-20 17:47:00-07:00,-1.37043
2022-01-20 17:48:00-07:00,-1.35138
2022-01-20 17:49:00-07:00,-1.37376
2022-01-20 17:50:00-07:00,-1.39694
2022-01-20 17:51:00-07:00,-1.41019
2022-01-20 17:52:00-07:00,-1.45398
2022-01-20 17:53:00-07:00,-1.45373
2022-01-20 17:54:00-07:00,-1.44555
2022-01-20 17:55:00-07:00,-1.45321
2022-01-20 17:56:00-07:00,-1.44058
2022-01-20 17:57:00-07:00,-1.42962
2022-01-20 17:58:00-07:00,-1.40809
2022-01-20 17:59:00-07:00,-1.39286
2022-01-20 18:00:00-07:00,-1.37342
2022-01-20 18:01:00-07:00,-1.37401
2022-01-20 18:02:00-07:00,-1.38092
2022-01-20 18:03:00-07:00,-1.39539
2022-01-20 18:04:00-07:00,-1.39526
2022-01-20 18:05:00-07:00,-1.41935
2022-01-20 18:06:00-07:00,-1.41002
2022-01-20 18:07:00-07:00,-1.41969
2022-01-20 18:08:00-07:00,-1.40324
2022-01-20 18:09:00-07:00,-1.39497
2022-01-20 18:10:00-07:00,-1.39087
2022-01-20 18:11:00-07:00,-1.40868
2022-01-20 18:12:00-07:00,-1.38496
2022-01-20 18:13:00-07:00,-1.39383
2022-01-20 18:14:00-07:00,-1.42819
2022-01-20 18:15:00-07:00,-1.45662
2022-01-20 18:16:00-07:00,-1.49039
2022-01-20 18:17:00-07:00,-1.49942
2022-01-20 18:18:00-07:00,-1.50492
2022-01-20 18:19:00-07:00,-1.50607
2022-01-20 18:20:00-07:00,-1.49322
2022-01-20 18:21:00-07:00,-1.49361
2022-01-20 18:22:00-07:00,-1.48136
2022-01-20 18:23:00-07:00,-1.51212
2022-01-20 18:24:00-07:00,-1.4973
2022-01-20 18:25:00-07:00,-1.50948
2022-01-20 18:26:00-07:00,-1.4802
2022-01-20 18:27:00-07:00,-1.49051
2022-01-20 18:28:00-07:00,-1.46475
2022-01-20 18:29:00-07:00,-1.44821
2022-01-20 18:30:00-07:00,-1.43871
2022-01-20 18:31:00-07:00,-1.52679
2022-01-20 18:32:00-07:00,-1.51362
2022-01-20 18:33:00-07:00,-1.43206
2022-01-20 18:34:00-07:00,-1.44807
2022-01-20 18:35:00-07:00,-1.42874
2022-01-20 18:36:00-07:00,-1.41578
2022-01-20 18:37:00-07:00,-1.40774
2022-01-20 18:38:00-07:00,-1.405
2022-01-20 18:39:00-07:00,-1.45576
2022-01-20 18:40:00-07:00,-1.47944
2022-01-20 18:41:00-07:00,-1.50859
2022-01-20 18:42:00-07:00,-1.55012
2022-01-20 18:43:00-07:00,-1.51065
2022-01-20 18:44:00-07:00,-1.50825
2022-01-20 18:45:00-07:00,-1.46739
2022-01-20 18:46:00-07:00,-1.44942
2022-01-20 18:47:00-07:00,-1.43822
2022-01-20 18:48:00-07:00,-1.44156
2022-01-20 18:49:00-07:00,-1.44599
2022-01-20 18:50:00-07:00,-1.48453
2022-01-20 18:51:00-07:00,-1.46415
2022-01-20 18:52:00-07:00,-1.45071
2022-01-20 18:53:00-07:00,-1.45068
2022-01-20 18:54:00-07:00,-1.4718
2022-01-20 18:55:00-07:00,-1.47982
2022-01-20 18:56:00-07:00,-1.44228
2022-01-20 18:57:00-07:00,-1.42083
2022-01-20 18:58:00-07:00,-1.35115
2022-01-20 18:59:00-07:00,-1.33586
2022-01-20 19:00:00-07:00,-1.35303
2022-01-20 19:01:00-07:00,-1.38459
2022-01-20 19:02:00-07:00,-1.41241
2022-01-20 19:03:00-07:00,-1.42555
2022-01-20 19:04:00-07:00,-1.40405
2022-01-20 19:05:00-07:00,-1.40456
2022-01-20 19:06:00-07:00,-1.35015
2022-01-20 19:07:00-07:00,-1.37884
2022-01-20 19:08:00-07:00,-1.37773
2022-01-20 19:09:00-07:00,-1.35204
2022-01-20 19:10:00-07:00,-1.37164
2022-01-20 19:11:00-07:00,-1.3428
2022-01-20 19:12:00-07:00,-1.29854
2022-01-20 19:13:00-07:00,-1.28806
2022-01-20 19:14:00-07:00,-1.28568
2022-01-20 19:15:00-07:00,-1.35554
2022-01-20 19:16:00-07:00,-1.42276
2022-01-20 19:17:00-07:00,-1.42141
2022-01-20 19:18:00-07:00,-1.44372
2022-01-20 19:19:00-07:00,-1.43128
2022-01-20 19:20:00-07:00,-1.41327
2022-01-20 19:21:00-07:00,-1.42084
2022-01-20 19:22:00-07:00,-1.38033
2022-01-20 19:23:00-07:00,-1.34607
2022-01-20 19:24:00-07:00,-1.3003
2022-01-20 19:25:00-07:00,-1.29679
2022-01-20 19:26:00-07:00,-1.35985
2022-01-20 19:27:00-07:00,-1.43739
2022-01-20 19:28:00-07:00,-1.439
2022-01-20 19:29:00-07:00,-1.42647
2022-01-20 19:30:00-07:00,-1.38322
2022-01-20 19:31:00-07:00,-1.32584
2022-01-20 19:32:00-07:00,-1.32724
2022-01-20 19:33:00-07:00,-1.38039
2022-01-20 19:34:00-07:00,-1.41472
2022-01-20 19:35:00-07:00,-1.46612
2022-01-20 19:36:00-07:00,-1.49814
2022-01-20 19:37:00-07:00,-1.49782
2022-01-20 19:38:00-07:00,-1.5569
2022-01-20 19:39:00-07:00,-1.52073
2022-01-20 19:40:00-07:00,-1.42342
2022-01-20 19:41:00-07:00,-1.34295
2022-01-20 19:42:00-07:00,-1.30779
2022-01-20 19:43:00-07:00,-1.27069
2022-01-20 19:44:00-07:00,-1.21669
2022-01-20 19:45:00-07:00,-1.27223
2022-01-20 19:46:00-07:00,-1.29081
2022-01-20 19:47:00-07:00,-1.2899
2022-01-20 19:48:00-07:00,-1.29369
2022-01-20 19:49:00-07:00,-1.30715
2022-01-20 19:50:00-07:00,-1.34275
2022-01-20 19:51:00-07:00,-1.41205
2022-01-20 19:52:00-07:00,-1.40512
2022-01-20 19:53:00-07:00,-1.37052
2022-01-20 19:54:00-07:00,-1.3719
2022-01-20 19:55:00-07:00,-1.38346
2022-01-20 19:56:00-07:00,-1.3854
2022-01-20 19:57:00-07:00,-1.34085
2022-01-20 19:58:00-07:00,-1.36703
2022-01-20 19:59:00-07:00,-1.4039
2022-01-20 20:00:00-07:00,-1.40578
2022-01-20 20:01:00-07:00,-1.34584
2022-01-20 20:02:00-07:00,-1.34196
2022-01-20 20:03:00-07:00,-1.32228
2022-01-20 20:04:00-07:00,-1.32707
2022-01-20 20:05:00-07:00,-1.30816
2022-01-20 20:06:00-07:00,-1.26588
2022-01-20 20:07:00-07:00,-1.26915
2022-01-20 20:08:00-07:00,-1.2859
2022-01-20 20:09:00-07:00,-1.28684
2022-01-20 20:10:00-07:00,-1.30281
2022-01-20 20:11:00-07:00,-1.30441
2022-01-20 20:12:00-07:00,-1.33989
2022-01-20 20:13:00-07:00,-1.32554
2022-01-20 20:14:00-07:00,-1.31696
2022-01-20 20:15:00-07:00,-1.30383
2022-01-20 20:16:00-07:00,-1.30786
2022-01-20 20:17:00-07:00,-1.3237
2022-01-20 20:18:00-07:00,-1.3521
2022-01-20 20:19:00-07:00,-1.37198
2022-01-20 20:20:00-07:00,-1.32691
2022-01-20 20:21:00-07:00,-1.31002
2022-01-20 20:22:00-07:00,-1.30677
2022-01-20 20:23:00-07:00,-1.30872
2022-01-20 20:24:00-07:00,-1.30566
2022-01-20 20:25:00-07:00,-1.30116
2022-01-20 20:26:00-07:00,-1.31773
2022-01-20 20:27:00-07:00,-1.32894
2022-01-20 20:28:00-07:00,-1.30018
2022-01-20 20:29:00-07:00,-1.29543
2022-01-20 20:30:00-07:00,-1.28734
2022-01-20 20:31:00-07:00,-1.28973
2022-01-20 20:32:00-07:00,-1.31972
2022-01-20 20:33:00-07:00,-1.31767
2022-01-20 20:34:00-07:00,-1.29884
2022-01-20 20:35:00-07:00,-1.28645
2022-01-20 20:36:00-07:00,-1.29041
2022-01-20 20:37:00-07:00,-1.2719
2022-01-20 20:38:00-07:00,-1.23023
2022-01-20 20:39:00-07:00,-1.21366
2022-01-20 20:40:00-07:00,-1.19724
2022-01-20 20:41:00-07:00,-1.20868
2022-01-20 20:42:00-07:00,-1.24687
2022-01-20 20:43:00-07:00,-1.27526
2022-01-20 20:44:00-07:00,-1.29268
2022-01-20 20:45:00-07:00,-1.33328
2022-01-20 20:46:00-07:00,-1.3696
2022-01-20 20:47:00-07:00,-1.40299
2022-01-20 20:48:00-07:00,-1.40559
2022-01-20 20:49:00-07:00,-1.42989
2022-01-20 20:50:00-07:00,-1.42334
2022-01-20 20:51:00-07:00,-1.39851
2022-01-20 20:52:00-07:00,-1.40735
2022-01-20 20:53:00-07:00,-1.40915
2022-01-20 20:54:00-07:00,-1.38257
2022-01-20 20:55:00-07:00,-1.33569
2022-01-20 20:56:00-07:00,-1.32587
2022-01-20 20:57:00-07:00,-1.28049
2022-01-20 20:58:00-07:00,-1.29955
