datetime,Temperature,DHI,DNI,GHI,Wind Speed
2016-03-30 10:30:00+00:00,-4.9,0,0,0,1.7
2016-03-30 11:00:00+00:00,-5.1,0,0,0,1.8
2016-03-30 11:30:00+00:00,-5.2,0,0,0,1.9
2016-03-30 12:00:00+00:00,-5.2,0,0,0,2
2016-03-30 12:30:00+00:00,-4.2,0,0,0,2.4
2016-03-30 13:00:00+00:00,-3.2,14,280,23,2.8
2016-03-30 13:30:00+00:00,-1.2,32,594,109,3.3
2016-03-30 14:00:00+00:00,0.7,45,755,218,3.8
2016-03-30 14:30:00+00:00,2,55,850,331,4
2016-03-30 15:00:00+00:00,3.4,65,910,442,4.1
2016-03-30 15:30:00+00:00,4.2,72,953,548,3.8
2016-03-30 16:00:00+00:00,5,86,890,599,3.5
2016-03-30 16:30:00+00:00,5.5,115,864,671,3.4
2016-03-30 17:00:00+00:00,6.1,110,950,776,3.2
2016-03-30 17:30:00+00:00,6.3,163,842,793,3.2
2016-03-30 18:00:00+00:00,6.5,354,463,716,3.2
2016-03-30 18:30:00+00:00,6.2,341,552,784,3.5
2016-03-30 19:00:00+00:00,5.9,216,794,861,3.8
2016-03-30 19:30:00+00:00,5.1,344,552,790,4.2
2016-03-30 20:00:00+00:00,4.2,359,409,683,4.6
2016-03-30 20:30:00+00:00,3.3,380,297,607,5.1
2016-03-30 21:00:00+00:00,2.5,359,102,433,5.5
2016-03-30 21:30:00+00:00,1.9,323,92,384,5.6
2016-03-30 22:00:00+00:00,1.3,260,48,289,5.7
2016-03-30 22:30:00+00:00,0.8,242,95,293,5.4
2016-03-30 23:00:00+00:00,0.3,131,1,132,5.2
2016-03-30 23:30:00+00:00,0.3,100,0,100,5.2
2016-03-31 00:00:00+00:00,-0.7,93,12,97,4.3
2016-03-31 00:30:00+00:00,-1.3,45,0,45,3.8
2016-03-31 01:00:00+00:00,-1.9,17,0,17,3.3
2016-03-31 01:30:00+00:00,-2.3,0,0,0,2.9
2016-03-31 02:00:00+00:00,-2.6,0,0,0,2.5
2016-03-31 02:30:00+00:00,-2.8,0,0,0,2.1
2016-03-31 03:00:00+00:00,-3,0,0,0,1.7
2016-03-31 03:30:00+00:00,-3.2,0,0,0,1.4
2016-03-31 04:00:00+00:00,-3.5,0,0,0,1.1
2016-03-31 04:30:00+00:00,-4,0,0,0,1.2
2016-03-31 05:00:00+00:00,-4.6,0,0,0,1.2
2016-03-31 05:30:00+00:00,-4.9,0,0,0,1.3
2016-03-31 06:00:00+00:00,-5.2,0,0,0,1.4
2016-03-31 06:30:00+00:00,-5.2,0,0,0,1.5
2016-03-31 07:00:00+00:00,-5.2,0,0,0,1.6
2016-03-31 07:30:00+00:00,-5.1,0,0,0,1.8
2016-03-31 08:00:00+00:00,-4.9,0,0,0,2
2016-03-31 08:30:00+00:00,-4.7,0,0,0,2.2
2016-03-31 09:00:00+00:00,-4.5,0,0,0,2.5
2016-03-31 09:30:00+00:00,-4.2,0,0,0,2.7
2016-03-31 10:00:00+00:00,-3.9,0,0,0,3
2016-03-31 10:30:00+00:00,-3.7,0,0,0,3.1
2016-03-31 11:00:00+00:00,-3.4,0,0,0,3.2
2016-03-31 11:30:00+00:00,-3.3,0,0,0,3.2
2016-03-31 12:00:00+00:00,-3.2,0,0,0,3.2
2016-03-31 12:30:00+00:00,-2.8,0,0,0,3.2
2016-03-31 13:00:00+00:00,-2.4,13,0,13,3.2
2016-03-31 13:30:00+00:00,-1.6,49,59,57,3.1
2016-03-31 14:00:00+00:00,-0.9,82,8,84,3
2016-03-31 14:30:00+00:00,-0.2,130,48,146,3.4
2016-03-31 15:00:00+00:00,0.4,177,64,204,3.7
2016-03-31 15:30:00+00:00,0.6,234,141,305,4.1
2016-03-31 16:00:00+00:00,0.8,196,15,205,4.5
2016-03-31 16:30:00+00:00,1,265,33,287,4.4
2016-03-31 17:00:00+00:00,1.2,125,3,127,4.3
2016-03-31 17:30:00+00:00,1.6,249,17,262,4.1
2016-03-31 18:00:00+00:00,1.9,219,15,231,3.8
2016-03-31 18:30:00+00:00,2.4,358,40,390,3.6
2016-03-31 19:00:00+00:00,2.8,391,58,438,3.4
2016-03-31 19:30:00+00:00,3,371,46,408,3.3
2016-03-31 20:00:00+00:00,3.1,244,17,258,3.2
2016-03-31 20:30:00+00:00,3,291,24,309,3
2016-03-31 21:00:00+00:00,3,173,10,181,2.9
2016-03-31 21:30:00+00:00,2.6,105,0,105,2.8
2016-03-31 22:00:00+00:00,2.3,254,40,278,2.7
2016-03-31 22:30:00+00:00,1.9,68,0,68,2.5
2016-03-31 23:00:00+00:00,1.6,201,112,251,2.3
2016-03-31 23:30:00+00:00,1.6,68,0,68,2.3
2016-04-01 00:00:00+00:00,0.6,95,14,99,1.4
2016-04-01 00:30:00+00:00,-0.4,61,188,92,0.9
2016-04-01 01:00:00+00:00,-1.3,26,341,50,0.4
2016-04-01 01:30:00+00:00,-2,0,0,0,0.5
2016-04-01 02:00:00+00:00,-2.7,0,0,0,0.5
2016-04-01 02:30:00+00:00,-3.5,0,0,0,0.8
2016-04-01 03:00:00+00:00,-4.4,0,0,0,1
2016-04-01 03:30:00+00:00,-4.9,0,0,0,1.1
2016-04-01 04:00:00+00:00,-5.4,0,0,0,1.3
2016-04-01 04:30:00+00:00,-5.7,0,0,0,1.3
2016-04-01 05:00:00+00:00,-6,0,0,0,1.4
2016-04-01 05:30:00+00:00,-6.2,0,0,0,1.5
2016-04-01 06:00:00+00:00,-6.4,0,0,0,1.6
2016-04-01 06:30:00+00:00,-6.6,0,0,0,1.7
2016-04-01 07:00:00+00:00,-6.7,0,0,0,1.8
2016-04-01 07:30:00+00:00,-6.9,0,0,0,2
2016-04-01 08:00:00+00:00,-7,0,0,0,2.2
2016-04-01 08:30:00+00:00,-7.1,0,0,0,2.2
2016-04-01 09:00:00+00:00,-7.2,0,0,0,2.2
2016-04-01 09:30:00+00:00,-7.2,0,0,0,2.1
2016-04-01 10:00:00+00:00,-7.2,0,0,0,2
2016-04-01 10:30:00+00:00,-7.2,0,0,0,2
2016-04-01 11:00:00+00:00,-7.2,0,0,0,1.9
2016-04-01 11:30:00+00:00,-7.2,0,0,0,1.9
2016-04-01 12:00:00+00:00,-7.2,0,0,0,1.9
2016-04-01 12:30:00+00:00,-6.2,0,0,0,2.1
2016-04-01 13:00:00+00:00,-5.1,16,323,30,2.3
2016-04-01 13:30:00+00:00,-2.9,35,609,120,2.2
2016-04-01 14:00:00+00:00,-0.7,48,763,230,2.2
2016-04-01 14:30:00+00:00,0.6,58,854,343,2.5
2016-04-01 15:00:00+00:00,2,66,916,455,2.9
2016-04-01 15:30:00+00:00,2.8,74,958,561,3.2
2016-04-01 16:00:00+00:00,3.5,137,737,568,3.5
2016-04-01 16:30:00+00:00,4.1,85,1003,740,3.7
2016-04-01 17:00:00+00:00,4.7,186,749,718,3.8
2016-04-01 17:30:00+00:00,5.2,373,304,603,3.9
2016-04-01 18:00:00+00:00,5.7,290,627,785,4
2016-04-01 18:30:00+00:00,6.1,146,944,913,4.1
2016-04-01 19:00:00+00:00,6.4,381,435,739,4.1
2016-04-01 19:30:00+00:00,6.6,179,863,884,4
2016-04-01 20:00:00+00:00,6.7,363,455,727,3.9
2016-04-01 20:30:00+00:00,6.8,93,1029,884,3.8
2016-04-01 21:00:00+00:00,6.8,100,1002,828,3.6
2016-04-01 21:30:00+00:00,6.7,96,986,759,3.5
2016-04-01 22:00:00+00:00,6.6,93,959,676,3.3
2016-04-01 22:30:00+00:00,6.3,86,929,582,3.1
2016-04-01 23:00:00+00:00,6,80,882,478,3
2016-04-01 23:30:00+00:00,6,70,823,369,3
2016-04-02 00:00:00+00:00,4.2,52,739,251,1.6
2016-04-02 00:30:00+00:00,2.6,41,602,144,1.3
2016-04-02 01:00:00+00:00,0.9,24,367,51,1
2016-04-02 01:30:00+00:00,0.2,0,0,0,0.9
2016-04-02 02:00:00+00:00,-0.5,0,0,0,0.8
2016-04-02 02:30:00+00:00,-0.9,0,0,0,0.9
2016-04-02 03:00:00+00:00,-1.3,0,0,0,1
2016-04-02 03:30:00+00:00,-1.8,0,0,0,1.2
2016-04-02 04:00:00+00:00,-2.3,0,0,0,1.4
2016-04-02 04:30:00+00:00,-2.7,0,0,0,1.6
2016-04-02 05:00:00+00:00,-3.1,0,0,0,1.9
2016-04-02 05:30:00+00:00,-3.1,0,0,0,2.2
2016-04-02 06:00:00+00:00,-3.1,0,0,0,2.5
2016-04-02 06:30:00+00:00,-2.9,0,0,0,2.9
2016-04-02 07:00:00+00:00,-2.8,0,0,0,3.2
2016-04-02 07:30:00+00:00,-2.8,0,0,0,3.3
2016-04-02 08:00:00+00:00,-2.7,0,0,0,3.4
2016-04-02 08:30:00+00:00,-2.7,0,0,0,3.4
2016-04-02 09:00:00+00:00,-2.6,0,0,0,3.3
2016-04-02 09:30:00+00:00,-2.6,0,0,0,3.2
2016-04-02 10:00:00+00:00,-2.6,0,0,0,3.1
2016-04-02 10:30:00+00:00,-2.6,0,0,0,3
2016-04-02 11:00:00+00:00,-2.7,0,0,0,3
2016-04-02 11:30:00+00:00,-2.7,0,0,0,2.9
2016-04-02 12:00:00+00:00,-2.8,0,0,0,2.8
2016-04-02 12:30:00+00:00,-1.7,0,0,0,3.1
2016-04-02 13:00:00+00:00,-0.6,16,341,33,3.4
2016-04-02 13:30:00+00:00,1.5,32,609,121,3.4
2016-04-02 14:00:00+00:00,3.6,43,756,227,3.4
2016-04-02 14:30:00+00:00,5.5,50,844,336,2.8
2016-04-02 15:00:00+00:00,7.3,56,903,444,2.2
2016-04-02 15:30:00+00:00,8.2,61,945,546,1.8
2016-04-02 16:00:00+00:00,9.1,65,983,645,1.4
2016-04-02 16:30:00+00:00,9.9,68,1005,729,1.1
2016-04-02 17:00:00+00:00,10.7,70,1022,801,0.8
2016-04-02 17:30:00+00:00,11.3,72,1033,859,0.8
2016-04-02 18:00:00+00:00,12,73,1042,901,0.8
2016-04-02 18:30:00+00:00,12.5,74,1040,923,0.9
2016-04-02 19:00:00+00:00,13.1,74,1042,933,1.1
2016-04-02 19:30:00+00:00,13.5,74,1041,928,1.2
2016-04-02 20:00:00+00:00,13.9,73,1037,905,1.3
2016-04-02 20:30:00+00:00,14.1,72,1030,867,1.3
2016-04-02 21:00:00+00:00,14.2,79,1003,811,1.3
2016-04-02 21:30:00+00:00,14.2,76,987,743,1.3
2016-04-02 22:00:00+00:00,14.1,73,965,663,1.3
2016-04-02 22:30:00+00:00,13.7,195,475,451,1.2
2016-04-02 23:00:00+00:00,13.3,63,898,472,1.1
2016-04-02 23:30:00+00:00,13.3,57,842,365,1.1
2016-04-03 00:00:00+00:00,10.9,51,762,259,0.5
2016-04-03 00:30:00+00:00,8.7,40,634,151,0.5
2016-04-03 01:00:00+00:00,6.6,23,414,55,0.4
2016-04-03 01:30:00+00:00,5.6,0,0,0,0.5
2016-04-03 02:00:00+00:00,4.6,0,0,0,0.7
2016-04-03 02:30:00+00:00,3.8,0,0,0,0.8
2016-04-03 03:00:00+00:00,3.1,0,0,0,1
2016-04-03 03:30:00+00:00,2.7,0,0,0,1.3
2016-04-03 04:00:00+00:00,2.4,0,0,0,1.7
2016-04-03 04:30:00+00:00,2,0,0,0,2
2016-04-03 05:00:00+00:00,1.7,0,0,0,2.3
2016-04-03 05:30:00+00:00,1.5,0,0,0,2.6
2016-04-03 06:00:00+00:00,1.4,0,0,0,2.9
2016-04-03 06:30:00+00:00,1.3,0,0,0,3.2
2016-04-03 07:00:00+00:00,1.3,0,0,0,3.6
2016-04-03 07:30:00+00:00,1.3,0,0,0,3.8
2016-04-03 08:00:00+00:00,1.4,0,0,0,4.1
2016-04-03 08:30:00+00:00,1.4,0,0,0,4
2016-04-03 09:00:00+00:00,1.3,0,0,0,3.9
2016-04-03 09:30:00+00:00,1.2,0,0,0,3.7
2016-04-03 10:00:00+00:00,1.1,0,0,0,3.5
2016-04-03 10:30:00+00:00,0.9,0,0,0,3.5
2016-04-03 11:00:00+00:00,0.8,0,0,0,3.4
2016-04-03 11:30:00+00:00,0.7,0,0,0,3.4
2016-04-03 12:00:00+00:00,0.6,0,0,0,3.4
2016-04-03 12:30:00+00:00,1.7,0,0,0,3.7
2016-04-03 13:00:00+00:00,2.8,18,347,36,4.1
2016-04-03 13:30:00+00:00,4.7,35,613,127,4.1
2016-04-03 14:00:00+00:00,6.5,47,757,235,4.1
2016-04-03 14:30:00+00:00,8.4,56,846,347,4.3
2016-04-03 15:00:00+00:00,10.3,63,905,456,4.4
2016-04-03 15:30:00+00:00,11.4,69,947,560,4.3
2016-04-03 16:00:00+00:00,12.5,74,977,655,4.1
2016-04-03 16:30:00+00:00,13.3,78,992,735,3.9
2016-04-03 17:00:00+00:00,14.1,81,1009,807,3.6
2016-04-03 17:30:00+00:00,14.7,84,1022,865,3.4
2016-04-03 18:00:00+00:00,15.3,86,1029,909,3.2
2016-04-03 18:30:00+00:00,15.7,87,1028,931,3.1
2016-04-03 19:00:00+00:00,16.2,88,1029,941,3
2016-04-03 19:30:00+00:00,16.4,88,1028,935,2.9
2016-04-03 20:00:00+00:00,16.7,88,1023,912,2.8
2016-04-03 20:30:00+00:00,16.7,86,1016,874,2.9
2016-04-03 21:00:00+00:00,16.8,84,1002,819,2.9
2016-04-03 21:30:00+00:00,16.6,81,981,748,2.9
2016-04-03 22:00:00+00:00,16.4,78,958,667,2.9
2016-04-03 22:30:00+00:00,15.9,73,929,575,2.9
2016-04-03 23:00:00+00:00,15.4,68,887,475,2.8
2016-04-03 23:30:00+00:00,15.4,61,831,368,2.8
2016-04-04 00:00:00+00:00,12.8,51,745,256,1.6
2016-04-04 00:30:00+00:00,10.5,40,617,150,1.4
2016-04-04 01:00:00+00:00,8.2,24,389,56,1.2
2016-04-04 01:30:00+00:00,7.6,0,0,0,1.1
2016-04-04 02:00:00+00:00,6.9,0,0,0,1.1
2016-04-04 02:30:00+00:00,6.5,0,0,0,1
2016-04-04 03:00:00+00:00,6.1,0,0,0,0.9
2016-04-04 03:30:00+00:00,5.8,0,0,0,0.8
2016-04-04 04:00:00+00:00,5.5,0,0,0,0.8
2016-04-04 04:30:00+00:00,5.2,0,0,0,0.7
2016-04-04 05:00:00+00:00,5,0,0,0,0.7
2016-04-04 05:30:00+00:00,4.7,0,0,0,0.8
2016-04-04 06:00:00+00:00,4.5,0,0,0,0.8
2016-04-04 06:30:00+00:00,4.2,0,0,0,0.8
2016-04-04 07:00:00+00:00,3.9,0,0,0,0.9
2016-04-04 07:30:00+00:00,3.7,0,0,0,0.9
2016-04-04 08:00:00+00:00,3.4,0,0,0,0.9
2016-04-04 08:30:00+00:00,3.1,0,0,0,1
2016-04-04 09:00:00+00:00,2.8,0,0,0,1.1
2016-04-04 09:30:00+00:00,2.6,0,0,0,1.2
2016-04-04 10:00:00+00:00,2.3,0,0,0,1.3
2016-04-04 10:30:00+00:00,2.1,0,0,0,1.4
2016-04-04 11:00:00+00:00,1.9,0,0,0,1.4
2016-04-04 11:30:00+00:00,1.8,0,0,0,1.5
2016-04-04 12:00:00+00:00,1.8,0,0,0,1.6
2016-04-04 12:30:00+00:00,3.3,0,0,0,1.8
2016-04-04 13:00:00+00:00,4.8,19,6,20,2
2016-04-04 13:30:00+00:00,7.3,55,191,85,2.5
2016-04-04 14:00:00+00:00,9.8,85,349,174,2.9
2016-04-04 14:30:00+00:00,11.7,57,808,338,2.5
2016-04-04 15:00:00+00:00,13.5,62,875,446,2.1
2016-04-04 15:30:00+00:00,14.4,67,918,547,1.9
2016-04-04 16:00:00+00:00,15.3,71,949,640,1.8
2016-04-04 16:30:00+00:00,15.9,75,972,723,1.6
2016-04-04 17:00:00+00:00,16.4,78,989,794,1.5
2016-04-04 17:30:00+00:00,16.9,396,217,563,1.4
2016-04-04 18:00:00+00:00,17.4,390,69,446,1.3
2016-04-04 18:30:00+00:00,17.7,433,223,616,1.2
2016-04-04 19:00:00+00:00,18.1,235,16,248,1.2
2016-04-04 19:30:00+00:00,18.3,303,22,322,1.2
2016-04-04 20:00:00+00:00,18.4,418,111,507,1.2
2016-04-04 20:30:00+00:00,18.5,87,988,857,1.2
2016-04-04 21:00:00+00:00,18.6,286,558,697,1.2
2016-04-04 21:30:00+00:00,18.4,341,137,434,1.2
2016-04-04 22:00:00+00:00,18.2,299,209,428,1.1
2016-04-04 22:30:00+00:00,17.7,189,504,462,1.1
2016-04-04 23:00:00+00:00,17.2,170,436,371,1.1
2016-04-04 23:30:00+00:00,17.2,134,394,280,1.1
2016-04-05 00:00:00+00:00,14.4,112,101,140,0.5
2016-04-05 00:30:00+00:00,12.7,66,32,72,0.4
2016-04-05 01:00:00+00:00,11,28,30,30,0.3
2016-04-05 01:30:00+00:00,10.4,0,0,0,0.4
2016-04-05 02:00:00+00:00,9.8,0,0,0,0.5
2016-04-05 02:30:00+00:00,9.2,0,0,0,0.7
2016-04-05 03:00:00+00:00,8.6,0,0,0,0.9
2016-04-05 03:30:00+00:00,8.1,0,0,0,1.1
2016-04-05 04:00:00+00:00,7.6,0,0,0,1.2
2016-04-05 04:30:00+00:00,7.3,0,0,0,1.3
2016-04-05 05:00:00+00:00,6.9,0,0,0,1.5
2016-04-05 05:30:00+00:00,6.7,0,0,0,1.6
2016-04-05 06:00:00+00:00,6.4,0,0,0,1.7
2016-04-05 06:30:00+00:00,6.3,0,0,0,1.8
2016-04-05 07:00:00+00:00,6.1,0,0,0,1.9
2016-04-05 07:30:00+00:00,5.9,0,0,0,2
2016-04-05 08:00:00+00:00,5.6,0,0,0,2.1
2016-04-05 08:30:00+00:00,5.3,0,0,0,2.2
2016-04-05 09:00:00+00:00,4.9,0,0,0,2.3
2016-04-05 09:30:00+00:00,4.8,0,0,0,2.3
2016-04-05 10:00:00+00:00,4.7,0,0,0,2.4
2016-04-05 10:30:00+00:00,4.7,0,0,0,2.4
2016-04-05 11:00:00+00:00,4.6,0,0,0,2.4
2016-04-05 11:30:00+00:00,4.5,0,0,0,2.5
2016-04-05 12:00:00+00:00,4.4,0,0,0,2.5
2016-04-05 12:30:00+00:00,5.7,0,0,0,2.8
2016-04-05 13:00:00+00:00,7,22,275,39,3.1
2016-04-05 13:30:00+00:00,8.8,42,528,127,3.4
2016-04-05 14:00:00+00:00,10.7,57,659,228,3.7
2016-04-05 14:30:00+00:00,11.9,68,755,335,3.7
2016-04-05 15:00:00+00:00,13.1,77,820,441,3.7
2016-04-05 15:30:00+00:00,13.7,84,867,542,3.7
2016-04-05 16:00:00+00:00,14.3,88,907,635,3.7
2016-04-05 16:30:00+00:00,14.6,93,932,718,4
2016-04-05 17:00:00+00:00,14.9,97,950,788,4.3
2016-04-05 17:30:00+00:00,14.9,99,969,849,4.7
2016-04-05 18:00:00+00:00,15,95,988,893,5
2016-04-05 18:30:00+00:00,15.1,284,677,844,5
2016-04-05 19:00:00+00:00,15.1,383,502,803,5
2016-04-05 19:30:00+00:00,14.8,263,18,277,4.9
2016-04-05 20:00:00+00:00,14.5,391,62,441,4.8
2016-04-05 20:30:00+00:00,12.7,355,393,663,5.6
2016-04-05 21:00:00+00:00,10.9,325,406,625,6.3
2016-04-05 21:30:00+00:00,8.9,341,223,494,6.9
2016-04-05 22:00:00+00:00,6.8,293,274,463,7.5
2016-04-05 22:30:00+00:00,6.4,234,51,262,7.3
2016-04-05 23:00:00+00:00,6.1,70,828,454,7.2
2016-04-05 23:30:00+00:00,6.1,66,820,374,7.2
2016-04-06 00:00:00+00:00,5.3,53,779,273,6.6
2016-04-06 00:30:00+00:00,4.3,39,579,145,6
2016-04-06 01:00:00+00:00,3.3,25,445,64,5.4
2016-04-06 01:30:00+00:00,2.7,0,0,0,5.2
2016-04-06 02:00:00+00:00,2.1,0,0,0,4.9
2016-04-06 02:30:00+00:00,2,0,0,0,4.7
2016-04-06 03:00:00+00:00,1.9,0,0,0,4.5
2016-04-06 03:30:00+00:00,1.6,0,0,0,4.2
2016-04-06 04:00:00+00:00,1.3,0,0,0,3.9
2016-04-06 04:30:00+00:00,1,0,0,0,3.6
2016-04-06 05:00:00+00:00,0.7,0,0,0,3.4
2016-04-06 05:30:00+00:00,0.4,0,0,0,3.1
2016-04-06 06:00:00+00:00,0,0,0,0,2.8
2016-04-06 06:30:00+00:00,-0.2,0,0,0,2.7
2016-04-06 07:00:00+00:00,-0.5,0,0,0,2.6
2016-04-06 07:30:00+00:00,-0.7,0,0,0,2.5
2016-04-06 08:00:00+00:00,-1,0,0,0,2.4
2016-04-06 08:30:00+00:00,-1.1,0,0,0,2.4
2016-04-06 09:00:00+00:00,-1.3,0,0,0,2.3
2016-04-06 09:30:00+00:00,-1.3,0,0,0,2.3
2016-04-06 10:00:00+00:00,-1.2,0,0,0,2.3
2016-04-06 10:30:00+00:00,-1.1,0,0,0,2.3
2016-04-06 11:00:00+00:00,-1.1,0,0,0,2.3
2016-04-06 11:30:00+00:00,-0.9,0,0,0,2.4
2016-04-06 12:00:00+00:00,-0.8,0,0,0,2.4
2016-04-06 12:30:00+00:00,0.5,0,0,0,2.7
2016-04-06 13:00:00+00:00,1.8,23,153,33,2.9
2016-04-06 13:30:00+00:00,3.7,61,143,84,3.7
2016-04-06 14:00:00+00:00,5.6,93,316,176,4.5
2016-04-06 14:30:00+00:00,7.1,55,851,359,5.3
2016-04-06 15:00:00+00:00,8.7,60,911,468,6.2
2016-04-06 15:30:00+00:00,10,71,909,555,6.2
2016-04-06 16:00:00+00:00,11.4,95,882,631,6.3
2016-04-06 16:30:00+00:00,12.5,72,993,742,6.1
2016-04-06 17:00:00+00:00,13.7,77,1005,812,6
2016-04-06 17:30:00+00:00,14.6,79,1017,869,5.9
2016-04-06 18:00:00+00:00,15.6,82,1022,911,5.7
2016-04-06 18:30:00+00:00,16.2,83,1027,937,5.7
2016-04-06 19:00:00+00:00,16.8,84,1028,947,5.6
2016-04-06 19:30:00+00:00,17.1,83,1027,940,5.4
2016-04-06 20:00:00+00:00,17.4,83,1016,913,5.3
2016-04-06 20:30:00+00:00,17.5,82,1009,874,5.2
2016-04-06 21:00:00+00:00,17.5,81,995,820,5.1
2016-04-06 21:30:00+00:00,17.3,78,979,752,5.2
2016-04-06 22:00:00+00:00,17,74,959,672,5.2
2016-04-06 22:30:00+00:00,16.4,70,931,581,5.3
2016-04-06 23:00:00+00:00,15.8,66,889,481,5.4
2016-04-06 23:30:00+00:00,15.8,66,737,345,5.4
2016-04-07 00:00:00+00:00,13.6,105,289,188,4.6
2016-04-07 00:30:00+00:00,11.9,64,272,115,4.1
2016-04-07 01:00:00+00:00,10.2,30,177,46,3.5
2016-04-07 01:30:00+00:00,9.5,0,0,0,3.8
2016-04-07 02:00:00+00:00,8.9,0,0,0,4
2016-04-07 02:30:00+00:00,8.7,0,0,0,4.2
2016-04-07 03:00:00+00:00,8.4,0,0,0,4.3
2016-04-07 03:30:00+00:00,8.1,0,0,0,4.2
2016-04-07 04:00:00+00:00,7.8,0,0,0,4
2016-04-07 04:30:00+00:00,7.4,0,0,0,3.7
2016-04-07 05:00:00+00:00,6.9,0,0,0,3.5
2016-04-07 05:30:00+00:00,6.5,0,0,0,3.3
2016-04-07 06:00:00+00:00,6.1,0,0,0,3.2
2016-04-07 06:30:00+00:00,5.7,0,0,0,3.2
2016-04-07 07:00:00+00:00,5.4,0,0,0,3.1
2016-04-07 07:30:00+00:00,5.1,0,0,0,3.1
2016-04-07 08:00:00+00:00,4.8,0,0,0,3.1
2016-04-07 08:30:00+00:00,4.4,0,0,0,3
2016-04-07 09:00:00+00:00,4.1,0,0,0,2.9
2016-04-07 09:30:00+00:00,3.6,0,0,0,2.8
2016-04-07 10:00:00+00:00,3.2,0,0,0,2.6
2016-04-07 10:30:00+00:00,2.9,0,0,0,2.5
2016-04-07 11:00:00+00:00,2.5,0,0,0,2.3
2016-04-07 11:30:00+00:00,2.2,0,0,0,2.1
2016-04-07 12:00:00+00:00,1.9,0,0,0,1.9
2016-04-07 12:30:00+00:00,3.2,0,0,0,2
2016-04-07 13:00:00+00:00,4.5,25,72,30,2.1
2016-04-07 13:30:00+00:00,6.3,50,381,115,2
2016-04-07 14:00:00+00:00,8.2,78,464,202,1.9
2016-04-07 14:30:00+00:00,9.5,65,792,352,2.2
2016-04-07 15:00:00+00:00,10.8,72,853,459,2.5
2016-04-07 15:30:00+00:00,11.7,78,898,560,2.6
2016-04-07 16:00:00+00:00,12.6,83,931,653,2.6
2016-04-07 16:30:00+00:00,13.5,87,955,736,2.6
2016-04-07 17:00:00+00:00,14.3,89,975,807,2.6
2016-04-07 17:30:00+00:00,15,91,988,863,2.6
2016-04-07 18:00:00+00:00,15.7,91,1001,906,2.6
2016-04-07 18:30:00+00:00,16.2,92,1001,928,2.6
2016-04-07 19:00:00+00:00,16.7,93,1001,937,2.7
2016-04-07 19:30:00+00:00,16.9,93,1000,931,2.8
2016-04-07 20:00:00+00:00,17.2,93,993,907,2.9
2016-04-07 20:30:00+00:00,17.2,92,985,869,3
2016-04-07 21:00:00+00:00,17.2,86,975,813,3.1
2016-04-07 21:30:00+00:00,16.9,83,958,746,3.2
2016-04-07 22:00:00+00:00,16.6,80,934,666,3.2
2016-04-07 22:30:00+00:00,16,76,904,575,3.1
2016-04-07 23:00:00+00:00,15.4,70,864,477,3
2016-04-07 23:30:00+00:00,15.4,63,808,372,3
2016-04-08 00:00:00+00:00,13,54,730,265,2.4
2016-04-08 00:30:00+00:00,10.8,43,606,159,1.9
2016-04-08 01:00:00+00:00,8.6,27,396,64,1.4
2016-04-08 01:30:00+00:00,7.8,0,0,0,1.3
2016-04-08 02:00:00+00:00,7,0,0,0,1.3
2016-04-08 02:30:00+00:00,6.5,0,0,0,1.2
2016-04-08 03:00:00+00:00,6,0,0,0,1.1
2016-04-08 03:30:00+00:00,5.6,0,0,0,1
2016-04-08 04:00:00+00:00,5.3,0,0,0,0.8
2016-04-08 04:30:00+00:00,5,0,0,0,0.7
2016-04-08 05:00:00+00:00,4.7,0,0,0,0.6
2016-04-08 05:30:00+00:00,4.5,0,0,0,0.6
2016-04-08 06:00:00+00:00,4.3,0,0,0,0.7
2016-04-08 06:30:00+00:00,4.2,0,0,0,0.7
2016-04-08 07:00:00+00:00,4.2,0,0,0,0.7
2016-04-08 07:30:00+00:00,4,0,0,0,0.7
2016-04-08 08:00:00+00:00,3.9,0,0,0,0.8
2016-04-08 08:30:00+00:00,3.7,0,0,0,0.8
2016-04-08 09:00:00+00:00,3.5,0,0,0,0.8
2016-04-08 09:30:00+00:00,3.3,0,0,0,0.9
2016-04-08 10:00:00+00:00,3.1,0,0,0,0.9
2016-04-08 10:30:00+00:00,3.1,0,0,0,0.9
2016-04-08 11:00:00+00:00,3.1,0,0,0,1
2016-04-08 11:30:00+00:00,3,0,0,0,1
2016-04-08 12:00:00+00:00,3,0,0,0,1
2016-04-08 12:30:00+00:00,4.1,0,0,0,0.9
2016-04-08 13:00:00+00:00,5.1,26,123,36,0.9
2016-04-08 13:30:00+00:00,7,59,273,107,1
2016-04-08 14:00:00+00:00,8.8,89,390,195,1.1
2016-04-08 14:30:00+00:00,10.2,72,693,327,1.6
2016-04-08 15:00:00+00:00,11.6,115,634,405,2.1
2016-04-08 15:30:00+00:00,12.4,215,415,440,2.4
2016-04-08 16:00:00+00:00,13.2,199,597,567,2.7
2016-04-08 16:30:00+00:00,13.8,228,616,650,2.7
2016-04-08 17:00:00+00:00,14.5,263,611,716,2.8
2016-04-08 17:30:00+00:00,15.1,222,743,805,2.7
2016-04-08 18:00:00+00:00,15.6,317,601,809,2.6
2016-04-08 18:30:00+00:00,16.1,317,625,842,2.6
2016-04-08 19:00:00+00:00,16.5,329,614,848,2.5
2016-04-08 19:30:00+00:00,16.7,387,496,804,2.5
