,Ambient Temperature,Barometric Pressure,Diffuse Horizontal,Direct Normal,Global Horizontal,Global Normal,Plane of array,Relative Humidity,UV-A,UV-B,Wind Direction,Wind Speed
1/1/2022 15:00,-10.57321,814.9926,106.2147,15.48841,72.17625,394.5857,309.9795,95.1693,10.23783,0.07697049,38.28222,1.055058
1/1/2022 15:05,-10.5562,815.4415,125.9394,27.80853,78.85866,569.8087,448.4312,95.28836,10.97069,0.07697047,34.08762,0.6083214
1/1/2022 15:10,-10.48816,815.564,106.9724,24.6404,64.15604,486.7375,378.6582,95.30537,9.897306,0.06907607,118.3469,0.1805954
1/1/2022 15:15,-10.42013,815.4823,124.4215,38.01655,67.49738,665.8556,506.5725,95.3564,10.18601,0.06578673,88.95412,0.1615854
1/1/2022 15:20,-10.26704,815.4823,114.1794,33.08846,58.80955,607.4468,448.429,95.37341,9.194057,0.05855019,50.83537,0.5132712
1/1/2022 15:25,-10.14797,815.3191,128.5941,40.48055,63.48758,739.1899,529.8293,94.96517,8.964576,0.05328725,12.86971,0.1520803
1/1/2022 15:30,-10.04591,815.4007,125.18,38.01651,60.14611,715.1774,499.304,94.82909,8.098469,0.04654411,56.56084,1.273673
1/1/2022 15:35,-10.53919,815.564,90.28136,23.58432,46.7803,476.3523,328.1452,93.55337,6.625347,0.0381563,-0.9693825,1.311693
1/1/2022 15:40,-11.13453,815.1558,69.03869,14.7842,38.76083,330.9805,224.5778,93.14513,5.625993,0.03157763,350.9478,1.387733
1/1/2022 15:45,-11.45772,815.6456,105.0765,27.10466,50.7906,606.8041,397.9213,93.65543,5.555668,0.02828829,351.7438,0.8174319
1/1/2022 15:50,-11.37267,815.1558,106.9733,30.62477,48.11745,658.0749,424.4498,94.21675,4.989367,0.02483449,-0.9081476,0.6083214
1/1/2022 15:55,-11.35566,815.1966,105.0774,31.68104,44.10799,678.8476,422.2726,94.38684,4.367548,0.02105175,339.1907,1.178623
1/1/2022 16:00,-11.32164,815.809,94.07861,28.16155,37.4258,621.7501,372.8583,94.45488,3.775337,0.01776242,334.9042,0.1615854
1/1/2022 16:05,-11.08301,815.4877,83.45897,25.34604,30.74341,568.5459,326.7136,94.67762,3.227598,0.01447333,143.6394,0.2851555
1/1/2022 16:10,-10.79402,815.7715,72.83829,21.1221,25.39721,512.7393,281.2915,95.01723,2.709389,0.01184174,62.10328,0.3992153
1/1/2022 16:15,-10.9978,815.8977,38.69638,6.3368,8.020385,205.1012,112.3016,94.32092,2.220837,0.009868231,340.6374,1.882037
1/1/2022 16:20,-11.96567,815.9986,12.89906,1.408207,6.015413,27.90992,21.80658,93.15291,1.832302,0.007895066,118.265,0.08555233
1/1/2022 16:25,-12.52581,815.9311,10.62286,0.7041103,4.010315,20.77038,15.26476,93.53133,1.465907,0.005921564,48.14733,0.3897558
1/1/2022 16:30,-12.91466,815.8369,8.346618,0.7041176,2.673571,14.27978,10.90351,93.55672,1.140252,0.004935079,47.96799,0.1996489
1/1/2022 16:35,-13.35571,816.0156,6.449701,0,1.336794,10.38536,7.269054,93.54427,0.8515285,0.003948255,334.9937,0.171136
1/1/2022 16:40,-13.74609,815.9861,4.552749,0.3520625,1.3368,6.490879,5.088358,93.49658,0.5923889,0.003619364,340.5492,1.036361
1/1/2022 16:45,-14.06947,816.5159,3.793964,2.112379,0,3.894534,2.180728,93.53028,0.3961587,0.002961288,277.3653,0.1616337
1/1/2022 16:50,-14.10298,816.2363,2.276382,0.7041273,-0.668402,-0.64909,0.3634554,94.00858,0.2369595,0.00230327,269.0096,1.378668
1/1/2022 16:55,-14.20481,816.1171,1.517589,-0.352064,-1.336805,-1.298181,-0.7269113,94.00953,0.125886,0.002303293,273.1471,1.38819
1/1/2022 17:00,-14.18769,816.2816,0.7587948,0.3520641,-1.336805,-1.298182,-1.453823,94.19707,0.06664578,0.00213878,282.8571,0.8367203
1/1/2022 17:05,-14.17059,816.2827,0.3793975,0.3520642,-1.336806,-1.298182,-2.180735,94.38454,0.02962045,0.001809743,327.9115,1.160003
1/1/2022 17:10,-14.28965,816.2424,0,0.3520688,-1.336823,-1.298199,-2.180764,94.02738,0.01481025,0.001809746,270.1786,1.264595
1/1/2022 17:15,-14.56188,816.3242,0.379407,1.408292,-1.336839,-1.298214,-2.90772,93.61908,0.00740513,0.001645225,299.5816,1.140989
1/1/2022 17:20,-14.80009,816.8145,0.379414,1.408318,-1.336864,-1.298238,-2.907773,93.29583,0.003702567,0.001645226,289.9646,1.730501
1/1/2022 17:25,-15.1574,816.5696,0.3794388,0.704205,-1.336951,-1.298323,-2.180973,92.71734,0.007405136,0.001809749,294.1301,0.836726
1/1/2022 17:30,-15.27651,816.0795,0.3794575,1.408479,-1.337017,-1.298387,-2.908107,92.81943,0.003702568,0.001645227,323.5328,0.5895115
1/1/2022 17:35,-15.17442,816.2429,0.3794813,1.408568,-2.674202,-1.298468,-2.908289,93.43198,0.007405136,0.001645227,286.9019,0.7036105
1/1/2022 17:40,-14.91799,816.6664,0.3794982,2.112945,-2.674321,-1.298526,-2.908418,94.03202,0.003702745,0.001809836,323.4258,0.2757524
1/1/2022 17:45,-14.93424,816.8394,0.3795061,2.11299,-2.674377,-1.298553,-2.908479,93.76263,0.003702858,0.001809891,240.3971,0.5990666
1/1/2022 17:50,-15.18822,816.7331,0.3795142,1.40869,-2.005826,-1.298581,-2.181406,93.29094,0.007406095,0.00164544,263.1383,0.9129101
1/1/2022 17:55,-15.23759,816.632,0.3795192,1.056531,-1.337235,-1.298598,-2.181435,93.28024,0,0.001974661,289.8689,0.5991379
1/1/2022 18:00,-15.15122,816.9343,0.3795214,1.408716,-2.005864,-1.298606,-2.181447,93.64247,0.00740698,0.0018102,285.5337,1.141274
1/1/2022 18:05,-15.40541,817.3162,0.3795235,0,-1.33725,-1.298613,-2.181459,92.82968,0.003703656,0.001810281,315.0192,2.387272
1/1/2022 18:10,-15.67718,817.2417,0.3795322,0.7043782,-1.33728,-0.6493213,-1.454339,92.4063,0.003703741,0.001810323,255.804,0.7418783
1/1/2022 18:15,-15.35357,816.8359,0.379542,2.11319,-1.337315,-1.298676,-1.817971,93.56452,0.003703773,0.001810338,347.444,0.1616928
1/1/2022 18:20,-15.38743,816.8792,0.3795571,2.113274,-1.337368,-1.298728,-1.454435,93.39502,0.003703801,0.001974929,275.6004,1.27453
1/1/2022 18:25,-15.64265,816.9213,0.379569,0.7044466,-1.33741,-1.298769,-2.181721,92.62942,0.00740763,0.001974937,330.6276,2.282748
1/1/2022 18:30,-15.52347,817.0443,0.379579,1.056698,-1.337445,-1.298803,-1.454519,93.14019,0.00370382,0.00197494,283.9967,2.453958
1/1/2022 18:35,-15.35322,817.4124,0.3795979,0.7045003,-1.337512,-0.6494339,-1.454592,93.42967,0.00740765,0.001810364,331.8847,1.055774
1/1/2022 18:40,-15.33618,816.7589,0.3796164,1.409069,-1.337577,-0.6494654,-1.454662,93.32761,0.007407655,0.001810365,262.9794,1.826205
1/1/2022 18:45,-14.96171,816.759,0.3796263,1.409106,-1.337612,-0.6494823,-1.4547,94.04252,0.003703828,0.001810365,282.6493,2.739308
1/1/2022 18:50,-14.84256,816.7183,0.3796372,1.409146,-1.33765,-0.6495009,-1.091056,93.92339,0.003703829,0.001974944,312.2766,2.140085
1/1/2022 18:55,-14.60311,816.7325,0.3796442,2.113759,-1.337675,-0.6495129,-1.454769,94.3702,0.007407992,0.001975033,282.6927,2.739432
1/1/2022 19:00,-13.85254,817.3647,0.3796486,2.113783,-2.006536,-0.6495204,-0.7273927,95.61866,0.003704223,0.001810558,306.5799,0.6087999
1/1/2022 19:05,-13.29017,816.7592,0.3796504,2.466092,-2.006546,-0.6495237,-0.7273963,96.11455,0.003704308,0.0019752,327.6382,2.197438
1/1/2022 19:10,-12.88106,816.929,0.3796523,2.113804,-2.675407,-0.6495268,-0.7273999,96.0654,0.007408765,0.001975239,247.5443,0.8181102
1/1/2022 19:15,-12.91483,817.3817,0.3796534,1.409206,-2.675415,-0.6495286,-1.091103,95.64079,0.003704421,0.00197526,286.7395,1.588672
1/1/2022 19:20,-12.72746,817.3013,0.3796538,1.409208,-2.675418,-0.6495295,-1.454806,95.70927,0,0.001810662,208.3551,1.151078
1/1/2022 19:25,-12.79546,816.9754,0.3796568,1.409219,-2.006579,-0.6495345,-1.091113,95.28398,0.003704448,0.001975274,307.9469,0.7229938
1/1/2022 19:30,-12.55708,816.8942,0,1.40923,-2.675459,-0.6495395,-1.454828,95.86296,0.007408908,0.001810671,261.5225,1.265241
1/1/2022 19:35,-12.82945,817.5482,0.3796663,1.409254,-2.675506,-0.6495508,-1.454853,95.04586,0.003704456,0.001810672,243.4124,0.8276395
1/1/2022 19:40,-12.89753,817.4667,0.379669,1.056948,-2.675525,-1.299111,-2.182296,94.90972,0.007408917,0.00197528,241.8497,2.720747
1/1/2022 19:45,-12.09738,816.8947,0.3796731,2.113919,-3.344442,-0.6495624,-1.454879,96.83348,0.003704459,0.001646067,272.8304,3.053707
1/1/2022 19:50,-11.6032,817.554,0,2.818568,-3.344452,0,-0.7274419,97.19266,0.007409046,0.001810705,278.443,3.386724
1/1/2022 19:55,-11.53533,817.4287,0,1.409295,-2.675584,0,-0.7274479,96.30659,0.003704492,0.00181069,299.4622,3.072761
1/1/2022 20:00,-11.68836,817.7168,0,0.7046677,-1.33783,-0.6495882,-1.091203,95.49006,0.003704517,0.001810702,278.3812,2.169022
1/1/2022 20:05,-11.70516,817.4742,0.3796926,0.704676,-2.006768,-0.6495958,-1.454954,94.99712,0.007409094,0.001646106,292.4492,5.175252
1/1/2022 20:10,-11.46617,817.8491,0.3796935,0.7046777,-2.006773,-0.6495973,-1.091218,94.79497,0.003704631,0.001810758,232.024,2.035899
1/1/2022 20:15,-11.07475,817.8066,0,1.409351,-2.006767,-0.6495953,-1.091215,94.40288,0.007409221,0.001646134,264.3836,3.167994
1/1/2022 20:20,-10.76793,817.8105,0.3796939,1.409357,-2.006775,-0.6495979,-1.091219,93.45067,0.003704658,0.00181077,283.9692,2.71138
1/1/2022 20:25,-10.46225,817.5572,0.3796974,1.40937,-2.675725,-0.649604,-0.7274863,91.89901,0.003704561,0.001646112,258.8028,3.948048
1/1/2022 20:30,-10.30942,817.4713,0.3796892,0.7046697,-2.006751,-0.64959,-1.454941,89.66758,0.007409025,0.0018107,156.2034,0.1426986
1/1/2022 20:35,-10.08825,817.5105,0.3796822,0.7046567,-2.006713,-0.649578,-1.454914,80.71234,0.007408987,0.001810691,257.3885,3.034709
1/1/2022 20:40,-10.1902,817.962,0,0.7046443,-1.337785,-0.6495666,-1.454889,75.1629,0.007409037,0.001646093,267.3188,1.731413
1/1/2022 20:45,-10.12233,817.5103,0.3796715,0.3523184,-2.006657,-0.6495597,-1.818592,75.00912,0.00370449,0.001646081,281.2903,3.814787
1/1/2022 20:50,-9.628717,817.4684,0.3796681,0.3523152,-2.675518,-0.6495538,-1.45486,67.19476,0.003704479,0.001646076,272.8319,3.605487
1/1/2022 20:55,-9.288305,817.9579,0.3796636,0.7046221,-2.675487,-0.6495461,-1.454843,63.38118,0.007408941,0.001646072,256.1304,3.852819
1/1/2022 21:00,-9.288345,817.3855,0,0.352308,-2.675464,-0.6495405,-1.45483,62.59798,0,0.00164607,275.742,5.869596
1/1/2022 21:05,-8.811682,817.9574,0,0.7046132,-2.675453,-0.6495379,-1.454825,62.12127,0,0.001810676,289.7153,3.224947
1/1/2022 21:10,-9.067059,817.9573,0.3796571,0.3523051,-2.006581,-0.6495351,-1.818523,62.1553,0.003704462,0.001646068,289.6845,4.728017
1/1/2022 21:15,-9.016941,817.9474,0,0.3523042,-1.337717,-0.6495335,-2.182222,63.03861,0.003704348,0.001646018,264.3954,2.149897
1/1/2022 21:20,-9.153536,817.6165,0.3796555,0.3523036,-2.006572,-0.6495324,-2.182219,61.98233,0.007408599,0.001645996,248.9177,5.346135
1/1/2022 21:25,-8.694904,817.8922,0.3796553,0.3523034,-2.675428,-0.649532,-1.454811,61.38454,0.003704181,0.001645943,269.7457,5.659873
1/1/2022 21:30,-8.389956,818.1635,0.3796551,0.3523032,-2.675427,-0.6495317,-1.454811,57.61982,0.00370401,0.001645867,277.0867,6.078137
1/1/2022 21:35,-8.356661,817.87,0.379655,0.3523031,-2.675426,-0.6495315,-1.45481,57.80569,0.003703922,0.001645828,278.4589,4.41344
1/1/2022 21:40,-8.271835,818.0714,0.3796549,0.3523031,-2.675426,-0.6495314,-1.45481,55.94983,0.003703889,0.001645813,270.0307,4.508517
1/1/2022 21:45,-8.25506,817.9873,0.3796524,0.3523006,-2.675408,-0.649527,-2.1822,53.34512,0.00740772,0.001645801,268.7724,4.18509
1/1/2022 21:50,-8.204121,817.5366,0.379638,0.3522873,-2.675306,-0.6495023,-2.182117,53.65129,0.00740769,0.001645794,250.3883,2.149606
1/1/2022 21:55,-8.119062,818.2306,0.3796277,0.3522778,-2.675234,-0.6494847,-2.182058,52.91929,0.00370384,0.001645792,270.0884,5.640328
1/1/2022 22:00,-8.102083,817.74,0.3796188,0.3522696,-2.675171,-0.6494696,-2.182007,51.79582,0.00740767,0.00164579,268.8932,5.069631
1/1/2022 22:05,-7.982956,817.7398,0.3796108,0.3522621,-2.675115,-0.6494558,-2.181961,48.73195,0.003703833,0.001645789,275.6641,2.729799
1/1/2022 22:10,-7.982964,818.3525,0,0.3522576,-2.675081,-0.6494476,-2.181933,45.54896,0.003703832,0.001645788,271.3746,4.403822
1/1/2022 22:15,-7.965946,818.1073,-0.3796003,0.3522524,-2.675041,-0.6494379,-2.181901,39.11491,0,0.001645788,285.5601,5.193274
1/1/2022 22:20,-7.863819,818.5975,0,0.3522488,-2.675014,-0.6494313,-2.181879,33.82129,0.003703831,0.001645788,271.5584,3.414625
1/1/2022 22:25,-7.625523,817.9847,-0.3795947,0.3522472,-2.675002,-0.6494284,-2.181869,32.27235,0.007407661,0.001645788,244.8111,4.051895
1/1/2022 22:30,-7.778713,818.2299,0,0.3522418,-2.67496,-0.6494183,-2.181835,31.0298,0,0.001645788,272.8145,7.323848
1/1/2022 22:35,-7.625523,818.6384,0.3795867,0.3522397,-2.006208,-0.6494145,-2.181823,33.7532,0,0.001645788,275.8171,4.175545
1/1/2022 22:40,-7.659565,818.6384,0,0.3522374,-2.674927,-0.6494103,-2.181808,30.60427,0.007407661,0.001645788,339.0239,2.834424
1/1/2022 22:45,-7.251053,818.6384,0,0.7044589,-2.674867,-0.6493956,-2.181759,27.09788,0.003703831,0.001645788,268.7703,7.190687
1/1/2022 22:50,-7.165947,817.9847,0.3795616,0.3522165,-1.337384,-0.6493717,-2.181678,29.49788,0,0.001645788,286.9388,1.940344
1/1/2022 22:55,-7.455311,818.6384,0.3795532,-0.3522086,-2.006032,-0.6493573,-1.45442,31.31916,0.003703831,0.001645788,279.7082,4.755745
1/1/2022 23:00,-7.182968,818.6384,0.3795433,0.3521995,-1.337319,-0.6493403,-0.727191,29.12341,0.003703831,0.001645788,277.1039,5.193274
1/1/2022 23:05,-7.21701,818.5975,0,0.3521933,-2.005944,-0.649329,-0.7271783,30.2298,0,0.001645788,249.1005,2.729798
1/1/2022 23:10,-7.21701,818.3932,0.3795336,0.3521905,-2.674571,-0.6493238,-1.454345,27.8298,0,0.001645788,326.1558,1.712068
1/1/2022 23:15,-7.251053,818.6384,0,0,-2.005912,-0.6493185,-1.454333,30.92767,0.003703831,0.001810367,268.8315,9.140543
1/1/2022 23:20,-7.012756,818.2299,0.3795287,0.3521859,-1.337268,-0.6493154,-0.7271631,33.02129,0,0.001645788,261.7235,3.081723
1/1/2022 23:25,-6.910629,818.6384,0.3795279,0.3521852,-2.674531,-0.649314,-1.454323,29.03831,0.007407661,0.001645788,326.2784,1.635977
1/1/2022 23:30,-6.673351,818.2201,0.3795272,0.3521845,-2.674525,-0.6493128,-1.09074,29.22465,0.003703717,0.001645737,286.8993,3.424032
1/1/2022 23:35,-6.555099,818.2524,0.3795268,0.3521841,-1.337261,-0.6493121,-0.7271594,29.10472,0.003703619,0.001645693,263.1177,5.088356
1/1/2022 23:40,-6.588936,818.0911,0.3795266,0.3521839,-2.674521,-0.6493117,-1.454318,29.36021,0.003703641,0.001645703,258.9527,7.570759
1/1/2022 23:45,-6.47123,818.5675,0.3795265,0.3521838,-2.67452,-0.6493115,-1.454318,26.84003,0.003703482,0.001645633,275.6072,5.839506
1/1/2022 23:50,-6.421059,818.1099,0.3795264,0.3521838,-2.67452,-0.6493114,-1.090738,28.30298,0.003703384,0.001645589,254.6459,5.962987
1/1/2022 23:55,,,,,,,,,,,,
1/2/2022 0:00,-6.405254,818.3842,0.3795264,0.3521837,-2.67452,-0.6493114,-1.454317,28.16581,0.007406501,0.00164553,275.8656,4.412641
1/2/2022 0:05,-6.235752,818.582,0.3795264,0.3521837,-2.67452,-0.6493114,-0.7271586,28.33542,0.007406351,0.001645497,264.3727,7.198925
1/2/2022 0:10,-6.286495,818.5033,0.3795264,0.3521837,-2.67452,-0.6493114,-1.454317,27.92724,0,0.001645512,258.7387,4.840538
1/2/2022 0:15,-5.929142,818.0536,0.3795264,0.3521837,-2.67452,-0.6493114,-1.454317,27.21244,0.003703206,0.00164551,289.6779,5.173379
1/2/2022 0:20,-5.760616,818.3241,0.3795264,0.7043675,-2.67452,-0.6493114,-0.7271586,25.9348,0,0.00164543,284.0582,5.068524
1/2/2022 0:25,-5.692982,817.7483,0.3795264,0.3521837,-2.67452,-0.6493114,-1.454317,26.90446,0,0.00164541,286.842,1.930389
1/2/2022 0:30,-5.796448,817.7765,0.3795264,0.3521837,-2.67452,-0.6493114,-1.454317,27.68616,0,0.001645344,280,3.337633
1/2/2022 0:35,-5.507511,818.3859,0.3795264,0.3521837,-2.67452,-0.6493114,-1.454317,25.38865,0.003702795,0.00180986,258.7402,3.185458
1/2/2022 0:40,-5.354919,817.8499,0.3795264,0.7043675,-2.67452,-0.6493114,-0.7271586,25.83066,0,0.001645301,257.5721,3.936593
1/2/2022 0:45,-5.47459,818.2939,0.3795264,0.3521837,-2.67452,-0.6493114,-0.7271586,25.57501,0.003702676,0.001645274,272.9129,3.841444
1/2/2022 0:50,-5.441044,818.1262,0.3795264,0.3521837,-2.67452,-0.6493114,-1.454317,26.96994,0.003702624,0.001645251,272.8785,5.743069
1/2/2022 0:55,-5.407261,818.2056,0.3795264,0.3521837,-2.67452,-0.6493114,-1.454317,27.56529,0.003702597,0.00164524,257.4706,3.850871
1/2/2022 1:00,-5.254215,817.8779,0.3795264,0.3521837,-2.67452,-0.6493114,-0.7271586,26.35711,0,0.001645235,265.9538,6.218426
1/2/2022 1:05,-5.237282,818.3264,0.3795264,0.3521837,-2.67452,-0.6493114,-1.454317,27.63321,0.003702578,0.001645231,296.7036,2.633792
1/2/2022 1:10,-5.169262,817.9585,0.3795264,0.3521837,-2.67452,-0.6493114,-0.7271586,26.76539,0,0.001645229,282.6757,4.735116
1/2/2022 1:15,-5.254349,818.2443,0,0.3521837,-2.67452,-0.6493114,-1.090738,27.7693,0.003702573,0.001645229,284.0845,4.183635
1/2/2022 1:20,-5.101227,817.7133,0,0.3521837,-2.67452,-0.6493114,-1.090738,28.63707,0,0.001645228,263.0736,2.386572
1/2/2022 1:25,-4.845997,817.7949,0.3795264,0.3521837,-2.67452,-0.6493114,-0.7271586,27.92242,0.003702571,0.001645228,291.3125,5.952168
1/2/2022 1:30,-5.152275,818.3258,0.3795264,0.3521837,-2.67452,-0.6493114,-1.454317,28.38184,0.003702571,0.001645228,298.1732,4.516421
1/2/2022 1:35,-4.777935,818.1625,0.3795238,0.3521813,-2.674501,-0.649307,-0.7271537,28.85827,0,0.001645228,261.6954,3.061658
1/2/2022 1:40,-4.454639,817.8358,-0.3795094,0.704336,-2.6744,-0.6492823,-0.7271261,27.75227,0.003702571,0.001645228,251.8026,4.506913
1/2/2022 1:45,-4.199409,817.9174,-0.379499,0.7043167,-2.005745,-0.6492646,-0.7271062,27.54808,0.003702571,0.001645228,275.7842,4.402322
1/2/2022 1:50,-3.944176,818.0808,0.3794926,0.7043048,-2.674282,-0.6492536,-0.7270939,27.44599,0.003702571,0.001645228,282.7673,6.76037
1/2/2022 1:55,-4.199409,818.53,0.3794821,0.3521426,-2.674207,-0.6492355,-0.7270737,29.31769,0,0.001645228,294.0997,5.0679
1/2/2022 2:00,-3.927158,818.53,-0.3794719,0.7042664,-2.674136,-0.6492183,-0.7270543,27.6842,0,0.001645228,289.7811,5.086917
1/2/2022 2:05,-3.910145,818.0399,0.3794593,0.3521215,-2.674047,-0.6491967,-0.7270302,29.16455,0.003702571,0.001645228,285.5545,4.183632
1/2/2022 2:10,-3.603867,818.53,0,0.7042074,-2.673912,-0.6491638,-0.7269933,26.95254,0.003702571,0.001645228,275.7536,7.121684
1/2/2022 2:15,-3.569836,818.6934,0.379425,0.3520896,-2.673805,-0.6491379,-0.7269643,28.29676,0,0.001645228,282.798,3.394447
1/2/2022 2:20,-3.24654,818.1216,-0.3794175,0.7041655,-2.005315,-0.6491252,-0.72695,28.80723,0.003702571,0.001645228,293.9465,3.613137
1/2/2022 2:25,-3.025337,818.1216,-0.3794097,0.7041509,-2.005273,-0.6491117,-0.726935,27.83734,0,0.001645228,296.7949,4.497405
1/2/2022 2:30,-2.787121,818.4075,-0.3794048,0.7041419,-2.005247,-0.6491033,-0.7269257,28.02451,0.007405141,0.001645228,284.0844,4.735111
1/2/2022 2:35,-2.685028,818.3258,0.3794026,0.3520689,-2.673648,-0.6490996,-0.7269215,28.09258,0.003702571,0.001645228,270.3018,5.115442
1/2/2022 2:40,-2.855183,818.4891,0.3794005,0.352067,-2.673633,-0.6490961,-0.7269175,30.27056,0.003702571,0.001645228,278.6326,3.080675
1/2/2022 2:45,-2.582935,818.6525,-0.3793993,0.7041317,-2.673625,-0.649094,-0.7269152,29.45381,0,0.001645228,286.9634,3.280348
1/2/2022 2:50,-2.702045,818.6934,0.3793988,0.3520654,-2.673621,-0.6490932,-1.453828,29.69203,0,0.001645228,325.1563,1.616403
1/2/2022 2:55,-2.702045,818.53,0,0.3520649,-2.673617,-0.6490923,-1.453827,29.2156,0,0.001645228,232.262,1.939684
1/2/2022 3:00,-3.467743,818.4891,0.379398,-0.3520647,-2.673615,-1.298184,-2.180738,31.80195,0,0.001645228,289.873,0.6085284
1/2/2022 3:05,-3.73999,818.6116,0.3793979,-0.3520646,-3.342018,-1.298183,-2.180738,30.47474,0.003702571,0.001645228,289.9343,2.281981
1/2/2022 3:10,-2.412781,817.9583,0,1.408258,-2.673614,-0.6490915,-0.7269124,26.16982,0,0.001645228,240.6234,5.885611
1/2/2022 3:15,-2.582935,818.4891,0.3793978,0.7041289,-2.673614,-0.6490914,-0.7269123,26.71432,0.007405141,0.001645228,281.481,4.74462
1/2/2022 3:20,-2.650997,818.0808,0.3793978,0.3520645,-2.673614,-0.6490914,-1.090369,28.41587,0,0.001645228,277.2543,1.730503
1/2/2022 3:25,-2.412781,818.6525,0,0.7041289,-2.00521,-0.6490914,-0.7269123,27.48002,0,0.001645228,291.4657,5.105933
1/2/2022 3:30,-2.736713,818.647,-0.3793978,0.3520645,-2.00521,-0.6490914,-0.7269123,29.69152,0,0.0016452,291.3994,5.105846
1/2/2022 3:35,-3.366055,818.3223,0.3793978,-0.7041289,-2.673614,-1.298183,-1.453825,31.97175,0,0.00164521,268.8899,4.649486
1/2/2022 3:40,-2.940475,818.2014,0.3793978,0.3520645,-2.673614,-1.298183,-1.453825,32.057,0.007405099,0.001645218,277.1302,2.500657
1/2/2022 3:45,-2.395885,818.4882,0.3793978,0.7041289,-2.673614,-0.6490914,-0.7269123,30.18538,0.003702559,0.001645223,270.2397,5.201
1/2/2022 3:50,-2.00449,818.856,-0.3793978,1.408258,-2.00521,-0.6490914,-0.7269123,28.75612,0.003702563,0.001645224,287.0853,4.858708
1/2/2022 3:55,-1.783253,818.6521,-0.3793978,0.7041289,-2.673614,-0.6490914,-0.7269123,28.80719,0.003702566,0.001645226,287.1161,5.857078
1/2/2022 4:00,-1.88533,818.9789,0.3793978,0.3520645,-2.673614,-0.6490914,-0.7269123,30.79801,0,0.001645227,274.6201,5.029864
1/2/2022 4:05,-1.698158,818.7339,0,0.3520645,-2.00521,-0.6490914,-0.7269123,31.12131,0,0.001645227,301.0826,5.80954
1/2/2022 4:10,-1.630096,818.7748,0.3793978,0.3520645,-2.00521,-0.6490914,-0.7269123,31.95507,0,0.001645227,268.9846,5.381669
1/2/2022 4:15,-1.681145,818.7748,0.3793978,0.3520645,-2.673614,-1.298183,-0.7269123,33.0951,0,0.001645227,273.1194,4.972815
1/2/2022 4:20,-1.425911,818.6115,0,0.3520645,-2.673614,-0.6490914,-0.7269123,32.41449,0,0.001645227,247.8208,3.860349
1/2/2022 4:25,-1.596066,818.6931,0.3793978,0.3520645,-2.00521,-0.6490914,-0.7269123,35.74952,0,0.001645227,269.0152,5.999705
1/2/2022 4:30,-1.8009,818.7285,0.3793978,-0.3520645,-2.00521,-0.6490914,-1.090369,35.97011,0,0.001645199,259.0568,6.95992
1/2/2022 4:35,-2.040367,819.3713,0.3793978,-0.3520645,-2.00521,-0.6490914,-1.453825,39.03155,0,0.001645144,292.7677,14.13806
1/2/2022 4:40,-2.364754,819.2394,0.3793978,-0.3520645,-2.00521,-0.6490914,-1.453825,40.06826,0,0.001645096,266.0843,6.63623
1/2/2022 4:45,-2.382378,818.8668,0.3793978,-0.3520645,-2.00521,-1.298183,-1.453825,38.34922,0,0.001645069,275.88,9.554875
1/2/2022 4:50,-2.334255,819.1687,0.3793978,0,-2.00521,-0.6490914,-1.453825,38.53338,0,0.001644942,265.9981,5.979652
1/2/2022 4:55,-2.24979,819.6128,0.3793978,0.3520645,-2.00521,-1.298183,-1.453825,37.8693,0.003701868,0.001644916,285.6532,5.409171
1/2/2022 5:00,-2.31979,819.7188,0.3793978,0.3520645,-2.673614,-0.6490914,-1.453825,39.0071,0,0.00164483,273.0534,4.201634
1/2/2022 5:05,-2.251484,819.3535,0,0.3520645,-2.00521,-0.6490914,-1.453825,37.47633,0.003701702,0.001644842,275.7805,10.87489
1/2/2022 5:10,-2.252922,819.6679,0.3793978,0.3520645,-1.336807,-0.6490914,-1.090369,38.29142,0,0.001644779,284.2516,10.36117
1/2/2022 5:15,-2.1852,819.8285,0.3793978,0.3520645,-1.336807,-0.6490914,-1.090369,39.14163,0,0.001644765,280.2074,6.416268
1/2/2022 5:20,-2.118248,819.8192,0.3793911,0.3520582,-2.005175,-0.64908,-1.090349,39.2936,0,0.001644718,267.5233,11.33983
1/2/2022 5:25,-1.829491,819.8975,0,0.70411,-2.005157,-0.649074,-0.7268928,35.87416,0,0.0016447,261.7948,5.360936
1/2/2022 5:30,-2.067993,819.9761,0.3793854,0.352053,-1.336763,-0.6490703,-1.090333,38.59539,0.003701348,0.001644684,268.9262,3.849571
1/2/2022 5:35,-2.187248,820.0153,0.3793811,0,-2.005122,-0.6490628,-1.453761,36.6731,0,0.001644676,251.9627,7.65158
1/2/2022 5:40,-2.289371,819.9739,0.3793777,-0.3520457,-2.005104,-0.649057,-1.453747,36.605,0.003701322,0.001644673,263.3214,5.398869
1/2/2022 5:45,-2.153355,819.6876,0.3793777,0.3520457,-2.005104,-0.649057,-1.453747,38.49302,0,0.00164467,250.4616,5.53193
1/2/2022 5:50,-2.068336,819.9731,0,0.3520415,-1.33672,-0.6490492,-1.090297,39.00328,0,0.001644669,274.4655,7.204811
1/2/2022 5:55,-2.068348,819.8097,0.3793728,0.3520412,-2.005078,-0.6490486,-1.453729,37.28528,0,0.001644669,248.7774,3.74498
1/2/2022 6:00,-1.898266,820.1771,0.3793704,0.352039,-2.005065,-0.6490445,-1.09029,38.3909,0.003701312,0.001644668,280.1296,5.997669
