measured_on,Year,Month,Day,Hour,Minute,dhi_clear,temp_air,dni_clear,ghi_clear,ghi
2016-07-15 16:15:00-07:00,2016.0,7.0,15.0,15.75,30.0,107.75,27.25,761.5,540.75,477.75
2016-07-15 16:30:00-07:00,2016.0,7.0,15.0,16.0,30.0,103.0,27.0,745.0,495.0,411.0
2016-07-15 16:45:00-07:00,2016.0,7.0,15.0,16.25,30.0,98.0,26.5,713.0,445.5,370.0
2016-07-15 17:00:00-07:00,2016.0,7.0,15.0,16.5,30.0,93.0,26.0,681.0,396.0,329.0
2016-07-15 17:15:00-07:00,2016.0,7.0,15.0,16.75,30.0,88.0,25.5,649.0,346.5,288.0
2016-07-15 17:30:00-07:00,2016.0,7.0,15.0,17.0,30.0,83.0,25.0,617.0,297.0,247.0
2016-07-15 17:45:00-07:00,2016.0,7.0,15.0,17.25,30.0,74.75,24.25,557.5,250.25,208.25
2016-07-15 18:00:00-07:00,2016.0,7.0,15.0,17.5,30.0,66.5,23.5,498.0,203.5,169.5
2016-07-15 18:15:00-07:00,2016.0,7.0,15.0,17.75,30.0,58.25,22.75,438.5,156.75,130.75
2016-07-15 18:30:00-07:00,2016.0,7.0,15.0,18.0,30.0,50.0,22.0,379.0,110.0,92.0
2016-07-15 18:45:00-07:00,2016.0,7.0,15.0,18.25,30.0,37.5,21.25,284.25,82.5,69.0
2016-07-15 19:00:00-07:00,2016.0,7.0,15.0,18.5,30.0,25.0,20.5,189.5,55.0,46.0
2016-07-15 19:15:00-07:00,2016.0,7.0,15.0,18.75,30.0,12.5,19.75,94.75,27.5,23.0
2016-07-15 19:30:00-07:00,2016.0,7.0,15.0,19.0,30.0,0.0,19.0,0.0,0.0,0.0
2016-07-15 19:45:00-07:00,2016.0,7.0,15.0,19.25,30.0,0.0,18.5,0.0,0.0,0.0
2016-07-15 20:00:00-07:00,2016.0,7.0,15.0,19.5,30.0,0.0,18.0,0.0,0.0,0.0
2016-07-15 20:15:00-07:00,2016.0,7.0,15.0,19.75,30.0,0.0,17.5,0.0,0.0,0.0
2016-07-15 20:30:00-07:00,2016.0,7.0,15.0,20.0,30.0,0.0,17.0,0.0,0.0,0.0
2016-07-15 20:45:00-07:00,2016.0,7.0,15.0,20.25,30.0,0.0,16.75,0.0,0.0,0.0
2016-07-15 21:00:00-07:00,2016.0,7.0,15.0,20.5,30.0,0.0,16.5,0.0,0.0,0.0
2016-07-15 21:15:00-07:00,2016.0,7.0,15.0,20.75,30.0,0.0,16.25,0.0,0.0,0.0
2016-07-15 21:30:00-07:00,2016.0,7.0,15.0,21.0,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-15 21:45:00-07:00,2016.0,7.0,15.0,21.25,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-15 22:00:00-07:00,2016.0,7.0,15.0,21.5,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-15 22:15:00-07:00,2016.0,7.0,15.0,21.75,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-15 22:30:00-07:00,2016.0,7.0,15.0,22.0,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-15 22:45:00-07:00,2016.0,7.0,15.0,22.25,30.0,0.0,15.75,0.0,0.0,0.0
2016-07-15 23:00:00-07:00,2016.0,7.0,15.0,22.5,30.0,0.0,15.5,0.0,0.0,0.0
2016-07-15 23:15:00-07:00,2016.0,7.0,15.0,22.75,30.0,0.0,15.25,0.0,0.0,0.0
2016-07-15 23:30:00-07:00,2016.0,7.0,15.0,23.0,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-15 23:45:00-07:00,2016.0,7.0,15.25,17.25,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-16 00:00:00-07:00,2016.0,7.0,15.5,11.5,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-16 00:15:00-07:00,2016.0,7.0,15.75,5.75,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-16 00:30:00-07:00,2016.0,7.0,16.0,0.0,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-16 00:45:00-07:00,2016.0,7.0,16.0,0.25,30.0,0.0,14.75,0.0,0.0,0.0
2016-07-16 01:00:00-07:00,2016.0,7.0,16.0,0.5,30.0,0.0,14.5,0.0,0.0,0.0
2016-07-16 01:15:00-07:00,2016.0,7.0,16.0,0.75,30.0,0.0,14.25,0.0,0.0,0.0
2016-07-16 01:30:00-07:00,2016.0,7.0,16.0,1.0,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-16 01:45:00-07:00,2016.0,7.0,16.0,1.25,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-16 02:00:00-07:00,2016.0,7.0,16.0,1.5,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-16 02:15:00-07:00,2016.0,7.0,16.0,1.75,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-16 02:30:00-07:00,2016.0,7.0,16.0,2.0,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-16 02:45:00-07:00,2016.0,7.0,16.0,2.25,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-16 03:00:00-07:00,2016.0,7.0,16.0,2.5,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-16 03:15:00-07:00,2016.0,7.0,16.0,2.75,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-16 03:30:00-07:00,2016.0,7.0,16.0,3.0,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-16 03:45:00-07:00,2016.0,7.0,16.0,3.25,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-16 04:00:00-07:00,2016.0,7.0,16.0,3.5,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-16 04:15:00-07:00,2016.0,7.0,16.0,3.75,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-16 04:30:00-07:00,2016.0,7.0,16.0,4.0,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-16 04:45:00-07:00,2016.0,7.0,16.0,4.25,30.0,9.5,14.5,80.75,18.75,18.75
2016-07-16 05:00:00-07:00,2016.0,7.0,16.0,4.5,30.0,19.0,15.0,161.5,37.5,37.5
2016-07-16 05:15:00-07:00,2016.0,7.0,16.0,4.75,30.0,28.5,15.5,242.25,56.25,56.25
2016-07-16 05:30:00-07:00,2016.0,7.0,16.0,5.0,30.0,38.0,16.0,323.0,75.0,75.0
2016-07-16 05:45:00-07:00,2016.0,7.0,16.0,5.25,30.0,46.0,17.0,397.5,121.0,121.0
2016-07-16 06:00:00-07:00,2016.0,7.0,16.0,5.5,30.0,54.0,18.0,472.0,167.0,167.0
2016-07-16 06:15:00-07:00,2016.0,7.0,16.0,5.75,30.0,62.0,19.0,546.5,213.0,213.0
2016-07-16 06:30:00-07:00,2016.0,7.0,16.0,6.0,30.0,70.0,20.0,621.0,259.0,259.0
2016-07-16 06:45:00-07:00,2016.0,7.0,16.0,6.25,30.0,74.25,21.25,658.5,309.75,298.5
2016-07-16 07:00:00-07:00,2016.0,7.0,16.0,6.5,30.0,78.5,22.5,696.0,360.5,338.0
2016-07-16 07:15:00-07:00,2016.0,7.0,16.0,6.75,30.0,82.75,23.75,733.5,411.25,377.5
2016-07-16 07:30:00-07:00,2016.0,7.0,16.0,7.0,30.0,87.0,25.0,771.0,462.0,417.0
2016-07-16 07:45:00-07:00,2016.0,7.0,16.0,7.25,30.0,89.75,25.75,791.75,510.0,476.25
2016-07-16 08:00:00-07:00,2016.0,7.0,16.0,7.5,30.0,92.5,26.5,812.5,558.0,535.5
2016-07-16 08:15:00-07:00,2016.0,7.0,16.0,7.75,30.0,95.25,27.25,833.25,606.0,594.75
2016-07-16 08:30:00-07:00,2016.0,7.0,16.0,8.0,30.0,98.0,28.0,854.0,654.0,654.0
2016-07-16 08:45:00-07:00,2016.0,7.0,16.0,8.25,30.0,100.0,28.75,866.0,694.5,571.25
2016-07-16 09:00:00-07:00,2016.0,7.0,16.0,8.5,30.0,102.0,29.5,878.0,735.0,488.5
2016-07-16 09:15:00-07:00,2016.0,7.0,16.0,8.75,30.0,104.0,30.25,890.0,775.5,405.75
2016-07-16 09:30:00-07:00,2016.0,7.0,16.0,9.0,30.0,106.0,31.0,902.0,816.0,323.0
2016-07-16 09:45:00-07:00,2016.0,7.0,16.0,9.25,30.0,107.5,31.25,908.5,845.5,475.75
2016-07-16 10:00:00-07:00,2016.0,7.0,16.0,9.5,30.0,109.0,31.5,915.0,875.0,628.5
2016-07-16 10:15:00-07:00,2016.0,7.0,16.0,9.75,30.0,110.5,31.75,921.5,904.5,781.25
2016-07-16 10:30:00-07:00,2016.0,7.0,16.0,10.0,30.0,112.0,32.0,928.0,934.0,934.0
2016-07-16 10:45:00-07:00,2016.0,7.0,16.0,10.25,30.0,111.5,32.25,933.25,950.75,824.75
2016-07-16 11:00:00-07:00,2016.0,7.0,16.0,10.5,30.0,111.0,32.5,938.5,967.5,715.5
2016-07-16 11:15:00-07:00,2016.0,7.0,16.0,10.75,30.0,110.5,32.75,943.75,984.25,606.25
2016-07-16 11:30:00-07:00,2016.0,7.0,16.0,11.0,30.0,110.0,33.0,949.0,1001.0,497.0
2016-07-16 11:45:00-07:00,2016.0,7.0,16.0,11.25,30.0,110.75,33.0,948.25,1002.25,437.25
2016-07-16 12:00:00-07:00,2016.0,7.0,16.0,11.5,30.0,111.5,33.0,947.5,1003.5,377.5
2016-07-16 12:15:00-07:00,2016.0,7.0,16.0,11.75,30.0,112.25,33.0,946.75,1004.75,317.75
2016-07-16 12:30:00-07:00,2016.0,7.0,16.0,12.0,30.0,113.0,33.0,946.0,1006.0,258.0
2016-07-16 12:45:00-07:00,2016.0,7.0,16.0,12.25,30.0,113.0,33.0,942.25,992.75,258.25
2016-07-16 13:00:00-07:00,2016.0,7.0,16.0,12.5,30.0,113.0,33.0,938.5,979.5,258.5
2016-07-16 13:15:00-07:00,2016.0,7.0,16.0,12.75,30.0,113.0,33.0,934.75,966.25,258.75
2016-07-16 13:30:00-07:00,2016.0,7.0,16.0,13.0,30.0,113.0,33.0,931.0,953.0,259.0
2016-07-16 13:45:00-07:00,2016.0,7.0,16.0,13.25,30.0,112.5,33.0,924.0,926.0,308.5
2016-07-16 14:00:00-07:00,2016.0,7.0,16.0,13.5,30.0,112.0,33.0,917.0,899.0,358.0
2016-07-16 14:15:00-07:00,2016.0,7.0,16.0,13.75,30.0,111.5,33.0,910.0,872.0,407.5
2016-07-16 14:30:00-07:00,2016.0,7.0,16.0,14.0,30.0,111.0,33.0,903.0,845.0,457.0
2016-07-16 14:45:00-07:00,2016.0,7.0,16.0,14.25,30.0,110.0,32.75,890.5,806.5,350.5
2016-07-16 15:00:00-07:00,2016.0,7.0,16.0,14.5,30.0,109.0,32.5,878.0,768.0,244.0
2016-07-16 15:15:00-07:00,2016.0,7.0,16.0,14.75,30.0,108.0,32.25,865.5,729.5,137.5
2016-07-16 15:30:00-07:00,2016.0,7.0,16.0,15.0,30.0,107.0,32.0,853.0,691.0,31.0
2016-07-16 15:45:00-07:00,2016.0,7.0,16.0,15.25,30.0,104.5,31.75,832.75,644.0,53.25
2016-07-16 16:00:00-07:00,2016.0,7.0,16.0,15.5,30.0,102.0,31.5,812.5,597.0,75.5
2016-07-16 16:15:00-07:00,2016.0,7.0,16.0,15.75,30.0,99.5,31.25,792.25,550.0,97.75
2016-07-16 16:30:00-07:00,2016.0,7.0,16.0,16.0,30.0,97.0,31.0,772.0,503.0,120.0
2016-07-16 16:45:00-07:00,2016.0,7.0,16.0,16.25,30.0,93.0,30.25,737.75,452.25,104.0
2016-07-16 17:00:00-07:00,2016.0,7.0,16.0,16.5,30.0,89.0,29.5,703.5,401.5,88.0
2016-07-16 17:15:00-07:00,2016.0,7.0,16.0,16.75,30.0,85.0,28.75,669.25,350.75,72.0
2016-07-16 17:30:00-07:00,2016.0,7.0,16.0,17.0,30.0,81.0,28.0,635.0,300.0,56.0
2016-07-16 17:45:00-07:00,2016.0,7.0,16.0,17.25,30.0,72.75,27.0,575.5,252.75,47.0
2016-07-16 18:00:00-07:00,2016.0,7.0,16.0,17.5,30.0,64.5,26.0,516.0,205.5,38.0
2016-07-16 18:15:00-07:00,2016.0,7.0,16.0,17.75,30.0,56.25,25.0,456.5,158.25,29.0
2016-07-16 18:30:00-07:00,2016.0,7.0,16.0,18.0,30.0,48.0,24.0,397.0,111.0,20.0
2016-07-16 18:45:00-07:00,2016.0,7.0,16.0,18.25,30.0,36.0,23.5,297.75,83.25,15.0
2016-07-16 19:00:00-07:00,2016.0,7.0,16.0,18.5,30.0,24.0,23.0,198.5,55.5,10.0
2016-07-16 19:15:00-07:00,2016.0,7.0,16.0,18.75,30.0,12.0,22.5,99.25,27.75,5.0
2016-07-16 19:30:00-07:00,2016.0,7.0,16.0,19.0,30.0,0.0,22.0,0.0,0.0,0.0
2016-07-16 19:45:00-07:00,2016.0,7.0,16.0,19.25,30.0,0.0,21.75,0.0,0.0,0.0
2016-07-16 20:00:00-07:00,2016.0,7.0,16.0,19.5,30.0,0.0,21.5,0.0,0.0,0.0
2016-07-16 20:15:00-07:00,2016.0,7.0,16.0,19.75,30.0,0.0,21.25,0.0,0.0,0.0
2016-07-16 20:30:00-07:00,2016.0,7.0,16.0,20.0,30.0,0.0,21.0,0.0,0.0,0.0
2016-07-16 20:45:00-07:00,2016.0,7.0,16.0,20.25,30.0,0.0,21.0,0.0,0.0,0.0
2016-07-16 21:00:00-07:00,2016.0,7.0,16.0,20.5,30.0,0.0,21.0,0.0,0.0,0.0
2016-07-16 21:15:00-07:00,2016.0,7.0,16.0,20.75,30.0,0.0,21.0,0.0,0.0,0.0
2016-07-16 21:30:00-07:00,2016.0,7.0,16.0,21.0,30.0,0.0,21.0,0.0,0.0,0.0
2016-07-16 21:45:00-07:00,2016.0,7.0,16.0,21.25,30.0,0.0,20.75,0.0,0.0,0.0
2016-07-16 22:00:00-07:00,2016.0,7.0,16.0,21.5,30.0,0.0,20.5,0.0,0.0,0.0
2016-07-16 22:15:00-07:00,2016.0,7.0,16.0,21.75,30.0,0.0,20.25,0.0,0.0,0.0
2016-07-16 22:30:00-07:00,2016.0,7.0,16.0,22.0,30.0,0.0,20.0,0.0,0.0,0.0
2016-07-16 22:45:00-07:00,2016.0,7.0,16.0,22.25,30.0,0.0,20.0,0.0,0.0,0.0
2016-07-16 23:00:00-07:00,2016.0,7.0,16.0,22.5,30.0,0.0,20.0,0.0,0.0,0.0
2016-07-16 23:15:00-07:00,2016.0,7.0,16.0,22.75,30.0,0.0,20.0,0.0,0.0,0.0
2016-07-16 23:30:00-07:00,2016.0,7.0,16.0,23.0,30.0,0.0,20.0,0.0,0.0,0.0
2016-07-16 23:45:00-07:00,2016.0,7.0,16.25,17.25,30.0,0.0,20.0,0.0,0.0,0.0
2016-07-17 00:00:00-07:00,2016.0,7.0,16.5,11.5,30.0,0.0,20.0,0.0,0.0,0.0
2016-07-17 00:15:00-07:00,2016.0,7.0,16.75,5.75,30.0,0.0,20.0,0.0,0.0,0.0
2016-07-17 00:30:00-07:00,2016.0,7.0,17.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0
2016-07-17 00:45:00-07:00,2016.0,7.0,17.0,0.25,30.0,0.0,19.75,0.0,0.0,0.0
2016-07-17 01:00:00-07:00,2016.0,7.0,17.0,0.5,30.0,0.0,19.5,0.0,0.0,0.0
2016-07-17 01:15:00-07:00,2016.0,7.0,17.0,0.75,30.0,0.0,19.25,0.0,0.0,0.0
2016-07-17 01:30:00-07:00,2016.0,7.0,17.0,1.0,30.0,0.0,19.0,0.0,0.0,0.0
2016-07-17 01:45:00-07:00,2016.0,7.0,17.0,1.25,30.0,0.0,18.75,0.0,0.0,0.0
2016-07-17 02:00:00-07:00,2016.0,7.0,17.0,1.5,30.0,0.0,18.5,0.0,0.0,0.0
2016-07-17 02:15:00-07:00,2016.0,7.0,17.0,1.75,30.0,0.0,18.25,0.0,0.0,0.0
2016-07-17 02:30:00-07:00,2016.0,7.0,17.0,2.0,30.0,0.0,18.0,0.0,0.0,0.0
2016-07-17 02:45:00-07:00,2016.0,7.0,17.0,2.25,30.0,0.0,17.75,0.0,0.0,0.0
2016-07-17 03:00:00-07:00,2016.0,7.0,17.0,2.5,30.0,0.0,17.5,0.0,0.0,0.0
2016-07-17 03:15:00-07:00,2016.0,7.0,17.0,2.75,30.0,0.0,17.25,0.0,0.0,0.0
2016-07-17 03:30:00-07:00,2016.0,7.0,17.0,3.0,30.0,0.0,17.0,0.0,0.0,0.0
2016-07-17 03:45:00-07:00,2016.0,7.0,17.0,3.25,30.0,0.0,17.0,0.0,0.0,0.0
2016-07-17 04:00:00-07:00,2016.0,7.0,17.0,3.5,30.0,0.0,17.0,0.0,0.0,0.0
2016-07-17 04:15:00-07:00,2016.0,7.0,17.0,3.75,30.0,0.0,17.0,0.0,0.0,0.0
2016-07-17 04:30:00-07:00,2016.0,7.0,17.0,4.0,30.0,0.0,17.0,0.0,0.0,0.0
2016-07-17 04:45:00-07:00,2016.0,7.0,17.0,4.25,30.0,9.75,17.25,65.5,17.25,17.25
2016-07-17 05:00:00-07:00,2016.0,7.0,17.0,4.5,30.0,19.5,17.5,131.0,34.5,34.5
2016-07-17 05:15:00-07:00,2016.0,7.0,17.0,4.75,30.0,29.25,17.75,196.5,51.75,51.75
2016-07-17 05:30:00-07:00,2016.0,7.0,17.0,5.0,30.0,39.0,18.0,262.0,69.0,69.0
2016-07-17 05:45:00-07:00,2016.0,7.0,17.0,5.25,30.0,48.5,18.5,337.75,113.5,113.5
2016-07-17 06:00:00-07:00,2016.0,7.0,17.0,5.5,30.0,58.0,19.0,413.5,158.0,158.0
2016-07-17 06:15:00-07:00,2016.0,7.0,17.0,5.75,30.0,67.5,19.5,489.25,202.5,202.5
2016-07-17 06:30:00-07:00,2016.0,7.0,17.0,6.0,30.0,77.0,20.0,565.0,247.0,247.0
2016-07-17 06:45:00-07:00,2016.0,7.0,17.0,6.25,30.0,81.75,20.75,605.5,297.25,297.25
2016-07-17 07:00:00-07:00,2016.0,7.0,17.0,6.5,30.0,86.5,21.5,646.0,347.5,347.5
2016-07-17 07:15:00-07:00,2016.0,7.0,17.0,6.75,30.0,91.25,22.25,686.5,397.75,397.75
2016-07-17 07:30:00-07:00,2016.0,7.0,17.0,7.0,30.0,96.0,23.0,727.0,448.0,448.0
2016-07-17 07:45:00-07:00,2016.0,7.0,17.0,7.25,30.0,98.75,23.75,750.25,496.0,496.0
2016-07-17 08:00:00-07:00,2016.0,7.0,17.0,7.5,30.0,101.5,24.5,773.5,544.0,544.0
2016-07-17 08:15:00-07:00,2016.0,7.0,17.0,7.75,30.0,104.25,25.25,796.75,592.0,592.0
2016-07-17 08:30:00-07:00,2016.0,7.0,17.0,8.0,30.0,107.0,26.0,820.0,640.0,640.0
2016-07-17 08:45:00-07:00,2016.0,7.0,17.0,8.25,30.0,109.0,26.75,833.5,680.5,680.5
2016-07-17 09:00:00-07:00,2016.0,7.0,17.0,8.5,30.0,111.0,27.5,847.0,721.0,721.0
2016-07-17 09:15:00-07:00,2016.0,7.0,17.0,8.75,30.0,113.0,28.25,860.5,761.5,761.5
2016-07-17 09:30:00-07:00,2016.0,7.0,17.0,9.0,30.0,115.0,29.0,874.0,802.0,802.0
2016-07-17 09:45:00-07:00,2016.0,7.0,17.0,9.25,30.0,116.75,29.25,880.5,831.0,831.0
2016-07-17 10:00:00-07:00,2016.0,7.0,17.0,9.5,30.0,118.5,29.5,887.0,860.0,860.0
2016-07-17 10:15:00-07:00,2016.0,7.0,17.0,9.75,30.0,120.25,29.75,893.5,889.0,889.0
2016-07-17 10:30:00-07:00,2016.0,7.0,17.0,10.0,30.0,122.0,30.0,900.0,918.0,918.0
2016-07-17 10:45:00-07:00,2016.0,7.0,17.0,10.25,30.0,119.75,30.25,908.0,935.25,935.25
2016-07-17 11:00:00-07:00,2016.0,7.0,17.0,10.5,30.0,117.5,30.5,916.0,952.5,952.5
2016-07-17 11:15:00-07:00,2016.0,7.0,17.0,10.75,30.0,115.25,30.75,924.0,969.75,969.75
2016-07-17 11:30:00-07:00,2016.0,7.0,17.0,11.0,30.0,113.0,31.0,932.0,987.0,987.0
2016-07-17 11:45:00-07:00,2016.0,7.0,17.0,11.25,30.0,116.25,31.25,927.25,987.25,973.25
2016-07-17 12:00:00-07:00,2016.0,7.0,17.0,11.5,30.0,119.5,31.5,922.5,987.5,959.5
2016-07-17 12:15:00-07:00,2016.0,7.0,17.0,11.75,30.0,122.75,31.75,917.75,987.75,945.75
2016-07-17 12:30:00-07:00,2016.0,7.0,17.0,12.0,30.0,126.0,32.0,913.0,988.0,932.0
2016-07-17 12:45:00-07:00,2016.0,7.0,17.0,12.25,30.0,127.75,32.25,906.25,973.75,742.0
2016-07-17 13:00:00-07:00,2016.0,7.0,17.0,12.5,30.0,129.5,32.5,899.5,959.5,552.0
2016-07-17 13:15:00-07:00,2016.0,7.0,17.0,12.75,30.0,131.25,32.75,892.75,945.25,362.0
2016-07-17 13:30:00-07:00,2016.0,7.0,17.0,13.0,30.0,133.0,33.0,886.0,931.0,172.0
2016-07-17 13:45:00-07:00,2016.0,7.0,17.0,13.25,30.0,133.0,32.75,877.0,904.0,153.0
2016-07-17 14:00:00-07:00,2016.0,7.0,17.0,13.5,30.0,133.0,32.5,868.0,877.0,134.0
2016-07-17 14:15:00-07:00,2016.0,7.0,17.0,13.75,30.0,133.0,32.25,859.0,850.0,115.0
2016-07-17 14:30:00-07:00,2016.0,7.0,17.0,14.0,30.0,133.0,32.0,850.0,823.0,96.0
2016-07-17 14:45:00-07:00,2016.0,7.0,17.0,14.25,30.0,131.0,31.75,837.0,784.75,193.25
2016-07-17 15:00:00-07:00,2016.0,7.0,17.0,14.5,30.0,129.0,31.5,824.0,746.5,290.5
2016-07-17 15:15:00-07:00,2016.0,7.0,17.0,14.75,30.0,127.0,31.25,811.0,708.25,387.75
2016-07-17 15:30:00-07:00,2016.0,7.0,17.0,15.0,30.0,125.0,31.0,798.0,670.0,485.0
2016-07-17 15:45:00-07:00,2016.0,7.0,17.0,15.25,30.0,121.0,30.75,778.75,624.25,450.5
2016-07-17 16:00:00-07:00,2016.0,7.0,17.0,15.5,30.0,117.0,30.5,759.5,578.5,416.0
2016-07-17 16:15:00-07:00,2016.0,7.0,17.0,15.75,30.0,113.0,30.25,740.25,532.75,381.5
2016-07-17 16:30:00-07:00,2016.0,7.0,17.0,16.0,30.0,109.0,30.0,721.0,487.0,347.0
2016-07-17 16:45:00-07:00,2016.0,7.0,17.0,16.25,30.0,103.5,29.5,687.0,437.5,332.5
2016-07-17 17:00:00-07:00,2016.0,7.0,17.0,16.5,30.0,98.0,29.0,653.0,388.0,318.0
2016-07-17 17:15:00-07:00,2016.0,7.0,17.0,16.75,30.0,92.5,28.5,619.0,338.5,303.5
2016-07-17 17:30:00-07:00,2016.0,7.0,17.0,17.0,30.0,87.0,28.0,585.0,289.0,289.0
2016-07-17 17:45:00-07:00,2016.0,7.0,17.0,17.25,30.0,77.5,27.25,529.0,243.0,243.0
2016-07-17 18:00:00-07:00,2016.0,7.0,17.0,17.5,30.0,68.0,26.5,473.0,197.0,197.0
2016-07-17 18:15:00-07:00,2016.0,7.0,17.0,17.75,30.0,58.5,25.75,417.0,151.0,151.0
2016-07-17 18:30:00-07:00,2016.0,7.0,17.0,18.0,30.0,49.0,25.0,361.0,105.0,105.0
2016-07-17 18:45:00-07:00,2016.0,7.0,17.0,18.25,30.0,36.75,24.25,270.75,78.75,78.75
2016-07-17 19:00:00-07:00,2016.0,7.0,17.0,18.5,30.0,24.5,23.5,180.5,52.5,52.5
2016-07-17 19:15:00-07:00,2016.0,7.0,17.0,18.75,30.0,12.25,22.75,90.25,26.25,26.25
2016-07-17 19:30:00-07:00,2016.0,7.0,17.0,19.0,30.0,0.0,22.0,0.0,0.0,0.0
2016-07-17 19:45:00-07:00,2016.0,7.0,17.0,19.25,30.0,0.0,21.5,0.0,0.0,0.0
2016-07-17 20:00:00-07:00,2016.0,7.0,17.0,19.5,30.0,0.0,21.0,0.0,0.0,0.0
2016-07-17 20:15:00-07:00,2016.0,7.0,17.0,19.75,30.0,0.0,20.5,0.0,0.0,0.0
2016-07-17 20:30:00-07:00,2016.0,7.0,17.0,20.0,30.0,0.0,20.0,0.0,0.0,0.0
2016-07-17 20:45:00-07:00,2016.0,7.0,17.0,20.25,30.0,0.0,19.75,0.0,0.0,0.0
2016-07-17 21:00:00-07:00,2016.0,7.0,17.0,20.5,30.0,0.0,19.5,0.0,0.0,0.0
2016-07-17 21:15:00-07:00,2016.0,7.0,17.0,20.75,30.0,0.0,19.25,0.0,0.0,0.0
2016-07-17 21:30:00-07:00,2016.0,7.0,17.0,21.0,30.0,0.0,19.0,0.0,0.0,0.0
2016-07-17 21:45:00-07:00,2016.0,7.0,17.0,21.25,30.0,0.0,18.75,0.0,0.0,0.0
2016-07-17 22:00:00-07:00,2016.0,7.0,17.0,21.5,30.0,0.0,18.5,0.0,0.0,0.0
2016-07-17 22:15:00-07:00,2016.0,7.0,17.0,21.75,30.0,0.0,18.25,0.0,0.0,0.0
2016-07-17 22:30:00-07:00,2016.0,7.0,17.0,22.0,30.0,0.0,18.0,0.0,0.0,0.0
2016-07-17 22:45:00-07:00,2016.0,7.0,17.0,22.25,30.0,0.0,17.75,0.0,0.0,0.0
2016-07-17 23:00:00-07:00,2016.0,7.0,17.0,22.5,30.0,0.0,17.5,0.0,0.0,0.0
2016-07-17 23:15:00-07:00,2016.0,7.0,17.0,22.75,30.0,0.0,17.25,0.0,0.0,0.0
2016-07-17 23:30:00-07:00,2016.0,7.0,17.0,23.0,30.0,0.0,17.0,0.0,0.0,0.0
2016-07-17 23:45:00-07:00,2016.0,7.0,17.25,17.25,30.0,0.0,16.75,0.0,0.0,0.0
2016-07-18 00:00:00-07:00,2016.0,7.0,17.5,11.5,30.0,0.0,16.5,0.0,0.0,0.0
2016-07-18 00:15:00-07:00,2016.0,7.0,17.75,5.75,30.0,0.0,16.25,0.0,0.0,0.0
2016-07-18 00:30:00-07:00,2016.0,7.0,18.0,0.0,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-18 00:45:00-07:00,2016.0,7.0,18.0,0.25,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-18 01:00:00-07:00,2016.0,7.0,18.0,0.5,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-18 01:15:00-07:00,2016.0,7.0,18.0,0.75,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-18 01:30:00-07:00,2016.0,7.0,18.0,1.0,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-18 01:45:00-07:00,2016.0,7.0,18.0,1.25,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-18 02:00:00-07:00,2016.0,7.0,18.0,1.5,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-18 02:15:00-07:00,2016.0,7.0,18.0,1.75,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-18 02:30:00-07:00,2016.0,7.0,18.0,2.0,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-18 02:45:00-07:00,2016.0,7.0,18.0,2.25,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-18 03:00:00-07:00,2016.0,7.0,18.0,2.5,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-18 03:15:00-07:00,2016.0,7.0,18.0,2.75,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-18 03:30:00-07:00,2016.0,7.0,18.0,3.0,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-18 03:45:00-07:00,2016.0,7.0,18.0,3.25,30.0,0.0,16.25,0.0,0.0,0.0
2016-07-18 04:00:00-07:00,2016.0,7.0,18.0,3.5,30.0,0.0,16.5,0.0,0.0,0.0
