measured_on,Year,Month,Day,Hour,Minute,dhi_clear,temp_air,dni_clear,ghi_clear,ghi
2016-07-01 00:00:00-07:00,2016.0,6.5,15.5,11.5,30.0,0.0,14.5,0.0,0.0,0.0
2016-07-01 00:15:00-07:00,2016.0,6.75,8.25,5.75,30.0,0.0,14.25,0.0,0.0,0.0
2016-07-01 00:30:00-07:00,2016.0,7.0,1.0,0.0,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 00:45:00-07:00,2016.0,7.0,1.0,0.25,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 01:00:00-07:00,2016.0,7.0,1.0,0.5,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 01:15:00-07:00,2016.0,7.0,1.0,0.75,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 01:30:00-07:00,2016.0,7.0,1.0,1.0,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 01:45:00-07:00,2016.0,7.0,1.0,1.25,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 02:00:00-07:00,2016.0,7.0,1.0,1.5,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 02:15:00-07:00,2016.0,7.0,1.0,1.75,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 02:30:00-07:00,2016.0,7.0,1.0,2.0,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 02:45:00-07:00,2016.0,7.0,1.0,2.25,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 03:00:00-07:00,2016.0,7.0,1.0,2.5,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 03:15:00-07:00,2016.0,7.0,1.0,2.75,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 03:30:00-07:00,2016.0,7.0,1.0,3.0,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 03:45:00-07:00,2016.0,7.0,1.0,3.25,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 04:00:00-07:00,2016.0,7.0,1.0,3.5,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 04:15:00-07:00,2016.0,7.0,1.0,3.75,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 04:30:00-07:00,2016.0,7.0,1.0,4.0,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-01 04:45:00-07:00,2016.0,7.0,1.0,4.25,30.0,8.75,14.25,112.0,24.75,9.0
2016-07-01 05:00:00-07:00,2016.0,7.0,1.0,4.5,30.0,17.5,14.5,224.0,49.5,18.0
2016-07-01 05:15:00-07:00,2016.0,7.0,1.0,4.75,30.0,26.25,14.75,336.0,74.25,27.0
2016-07-01 05:30:00-07:00,2016.0,7.0,1.0,5.0,30.0,35.0,15.0,448.0,99.0,36.0
2016-07-01 05:45:00-07:00,2016.0,7.0,1.0,5.25,30.0,40.0,15.5,508.25,144.5,52.5
2016-07-01 06:00:00-07:00,2016.0,7.0,1.0,5.5,30.0,45.0,16.0,568.5,190.0,69.0
2016-07-01 06:15:00-07:00,2016.0,7.0,1.0,5.75,30.0,50.0,16.5,628.75,235.5,85.5
2016-07-01 06:30:00-07:00,2016.0,7.0,1.0,6.0,30.0,55.0,17.0,689.0,281.0,102.0
2016-07-01 06:45:00-07:00,2016.0,7.0,1.0,6.25,30.0,58.25,17.75,718.0,330.0,139.0
2016-07-01 07:00:00-07:00,2016.0,7.0,1.0,6.5,30.0,61.5,18.5,747.0,379.0,176.0
2016-07-01 07:15:00-07:00,2016.0,7.0,1.0,6.75,30.0,64.75,19.25,776.0,428.0,213.0
2016-07-01 07:30:00-07:00,2016.0,7.0,1.0,7.0,30.0,68.0,20.0,805.0,477.0,250.0
2016-07-01 07:45:00-07:00,2016.0,7.0,1.0,7.25,30.0,70.75,20.5,820.25,522.5,257.25
2016-07-01 08:00:00-07:00,2016.0,7.0,1.0,7.5,30.0,73.5,21.0,835.5,568.0,264.5
2016-07-01 08:15:00-07:00,2016.0,7.0,1.0,7.75,30.0,76.25,21.5,850.75,613.5,271.75
2016-07-01 08:30:00-07:00,2016.0,7.0,1.0,8.0,30.0,79.0,22.0,866.0,659.0,279.0
2016-07-01 08:45:00-07:00,2016.0,7.0,1.0,8.25,30.0,81.25,22.25,875.0,697.25,312.75
2016-07-01 09:00:00-07:00,2016.0,7.0,1.0,8.5,30.0,83.5,22.5,884.0,735.5,346.5
2016-07-01 09:15:00-07:00,2016.0,7.0,1.0,8.75,30.0,85.75,22.75,893.0,773.75,380.25
2016-07-01 09:30:00-07:00,2016.0,7.0,1.0,9.0,30.0,88.0,23.0,902.0,812.0,414.0
2016-07-01 09:45:00-07:00,2016.0,7.0,1.0,9.25,30.0,90.25,23.25,906.0,839.5,492.0
2016-07-01 10:00:00-07:00,2016.0,7.0,1.0,9.5,30.0,92.5,23.5,910.0,867.0,570.0
2016-07-01 10:15:00-07:00,2016.0,7.0,1.0,9.75,30.0,94.75,23.75,914.0,894.5,648.0
2016-07-01 10:30:00-07:00,2016.0,7.0,1.0,10.0,30.0,97.0,24.0,918.0,922.0,726.0
2016-07-01 10:45:00-07:00,2016.0,7.0,1.0,10.25,30.0,99.75,24.0,917.75,936.25,740.5
2016-07-01 11:00:00-07:00,2016.0,7.0,1.0,10.5,30.0,102.5,24.0,917.5,950.5,755.0
2016-07-01 11:15:00-07:00,2016.0,7.0,1.0,10.75,30.0,105.25,24.0,917.25,964.75,769.5
2016-07-01 11:30:00-07:00,2016.0,7.0,1.0,11.0,30.0,108.0,24.0,917.0,979.0,784.0
2016-07-01 11:45:00-07:00,2016.0,7.0,1.0,11.25,30.0,110.25,24.0,914.0,979.25,611.0
2016-07-01 12:00:00-07:00,2016.0,7.0,1.0,11.5,30.0,112.5,24.0,911.0,979.5,438.0
2016-07-01 12:15:00-07:00,2016.0,7.0,1.0,11.75,30.0,114.75,24.0,908.0,979.75,265.0
2016-07-01 12:30:00-07:00,2016.0,7.0,1.0,12.0,30.0,117.0,24.0,905.0,980.0,92.0
2016-07-01 12:45:00-07:00,2016.0,7.0,1.0,12.25,30.0,118.75,23.75,898.5,966.0,247.75
2016-07-01 13:00:00-07:00,2016.0,7.0,1.0,12.5,30.0,120.5,23.5,892.0,952.0,403.5
2016-07-01 13:15:00-07:00,2016.0,7.0,1.0,12.75,30.0,122.25,23.25,885.5,938.0,559.25
2016-07-01 13:30:00-07:00,2016.0,7.0,1.0,13.0,30.0,124.0,23.0,879.0,924.0,715.0
2016-07-01 13:45:00-07:00,2016.0,7.0,1.0,13.25,30.0,124.5,22.75,869.5,897.25,657.75
2016-07-01 14:00:00-07:00,2016.0,7.0,1.0,13.5,30.0,125.0,22.5,860.0,870.5,600.5
2016-07-01 14:15:00-07:00,2016.0,7.0,1.0,13.75,30.0,125.5,22.25,850.5,843.75,543.25
2016-07-01 14:30:00-07:00,2016.0,7.0,1.0,14.0,30.0,126.0,22.0,841.0,817.0,486.0
2016-07-01 14:45:00-07:00,2016.0,7.0,1.0,14.25,30.0,122.75,21.75,832.0,780.5,496.25
2016-07-01 15:00:00-07:00,2016.0,7.0,1.0,14.5,30.0,119.5,21.5,823.0,744.0,506.5
2016-07-01 15:15:00-07:00,2016.0,7.0,1.0,14.75,30.0,116.25,21.25,814.0,707.5,516.75
2016-07-01 15:30:00-07:00,2016.0,7.0,1.0,15.0,30.0,113.0,21.0,805.0,671.0,527.0
2016-07-01 15:45:00-07:00,2016.0,7.0,1.0,15.25,30.0,108.75,20.75,789.75,626.75,506.0
2016-07-01 16:00:00-07:00,2016.0,7.0,1.0,15.5,30.0,104.5,20.5,774.5,582.5,485.0
2016-07-01 16:15:00-07:00,2016.0,7.0,1.0,15.75,30.0,100.25,20.25,759.25,538.25,464.0
2016-07-01 16:30:00-07:00,2016.0,7.0,1.0,16.0,30.0,96.0,20.0,744.0,494.0,443.0
2016-07-01 16:45:00-07:00,2016.0,7.0,1.0,16.25,30.0,92.0,19.75,711.75,445.5,372.25
2016-07-01 17:00:00-07:00,2016.0,7.0,1.0,16.5,30.0,88.0,19.5,679.5,397.0,301.5
2016-07-01 17:15:00-07:00,2016.0,7.0,1.0,16.75,30.0,84.0,19.25,647.25,348.5,230.75
2016-07-01 17:30:00-07:00,2016.0,7.0,1.0,17.0,30.0,80.0,19.0,615.0,300.0,160.0
2016-07-01 17:45:00-07:00,2016.0,7.0,1.0,17.25,30.0,73.0,18.75,554.75,254.25,135.5
2016-07-01 18:00:00-07:00,2016.0,7.0,1.0,17.5,30.0,66.0,18.5,494.5,208.5,111.0
2016-07-01 18:15:00-07:00,2016.0,7.0,1.0,17.75,30.0,59.0,18.25,434.25,162.75,86.5
2016-07-01 18:30:00-07:00,2016.0,7.0,1.0,18.0,30.0,52.0,18.0,374.0,117.0,62.0
2016-07-01 18:45:00-07:00,2016.0,7.0,1.0,18.25,30.0,39.0,17.75,280.5,87.75,46.5
2016-07-01 19:00:00-07:00,2016.0,7.0,1.0,18.5,30.0,26.0,17.5,187.0,58.5,31.0
2016-07-01 19:15:00-07:00,2016.0,7.0,1.0,18.75,30.0,13.0,17.25,93.5,29.25,15.5
2016-07-01 19:30:00-07:00,2016.0,7.0,1.0,19.0,30.0,0.0,17.0,0.0,0.0,0.0
2016-07-01 19:45:00-07:00,2016.0,7.0,1.0,19.25,30.0,0.0,16.75,0.0,0.0,0.0
2016-07-01 20:00:00-07:00,2016.0,7.0,1.0,19.5,30.0,0.0,16.5,0.0,0.0,0.0
2016-07-01 20:15:00-07:00,2016.0,7.0,1.0,19.75,30.0,0.0,16.25,0.0,0.0,0.0
2016-07-01 20:30:00-07:00,2016.0,7.0,1.0,20.0,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-01 20:45:00-07:00,2016.0,7.0,1.0,20.25,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-01 21:00:00-07:00,2016.0,7.0,1.0,20.5,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-01 21:15:00-07:00,2016.0,7.0,1.0,20.75,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-01 21:30:00-07:00,2016.0,7.0,1.0,21.0,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-01 21:45:00-07:00,2016.0,7.0,1.0,21.25,30.0,0.0,15.75,0.0,0.0,0.0
2016-07-01 22:00:00-07:00,2016.0,7.0,1.0,21.5,30.0,0.0,15.5,0.0,0.0,0.0
2016-07-01 22:15:00-07:00,2016.0,7.0,1.0,21.75,30.0,0.0,15.25,0.0,0.0,0.0
2016-07-01 22:30:00-07:00,2016.0,7.0,1.0,22.0,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-01 22:45:00-07:00,2016.0,7.0,1.0,22.25,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-01 23:00:00-07:00,2016.0,7.0,1.0,22.5,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-01 23:15:00-07:00,2016.0,7.0,1.0,22.75,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-01 23:30:00-07:00,2016.0,7.0,1.0,23.0,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-01 23:45:00-07:00,2016.0,7.0,1.25,17.25,30.0,0.0,14.75,0.0,0.0,0.0
2016-07-02 00:00:00-07:00,2016.0,7.0,1.5,11.5,30.0,0.0,14.5,0.0,0.0,0.0
2016-07-02 00:15:00-07:00,2016.0,7.0,1.75,5.75,30.0,0.0,14.25,0.0,0.0,0.0
2016-07-02 00:30:00-07:00,2016.0,7.0,2.0,0.0,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-02 00:45:00-07:00,2016.0,7.0,2.0,0.25,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-02 01:00:00-07:00,2016.0,7.0,2.0,0.5,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-02 01:15:00-07:00,2016.0,7.0,2.0,0.75,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-02 01:30:00-07:00,2016.0,7.0,2.0,1.0,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-02 01:45:00-07:00,2016.0,7.0,2.0,1.25,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-02 02:00:00-07:00,2016.0,7.0,2.0,1.5,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-02 02:15:00-07:00,2016.0,7.0,2.0,1.75,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-02 02:30:00-07:00,2016.0,7.0,2.0,2.0,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-02 02:45:00-07:00,2016.0,7.0,2.0,2.25,30.0,0.0,13.75,0.0,0.0,0.0
2016-07-02 03:00:00-07:00,2016.0,7.0,2.0,2.5,30.0,0.0,13.5,0.0,0.0,0.0
2016-07-02 03:15:00-07:00,2016.0,7.0,2.0,2.75,30.0,0.0,13.25,0.0,0.0,0.0
2016-07-02 03:30:00-07:00,2016.0,7.0,2.0,3.0,30.0,0.0,13.0,0.0,0.0,0.0
2016-07-02 03:45:00-07:00,2016.0,7.0,2.0,3.25,30.0,0.0,13.0,0.0,0.0,0.0
2016-07-02 04:00:00-07:00,2016.0,7.0,2.0,3.5,30.0,0.0,13.0,0.0,0.0,0.0
2016-07-02 04:15:00-07:00,2016.0,7.0,2.0,3.75,30.0,0.0,13.0,0.0,0.0,0.0
2016-07-02 04:30:00-07:00,2016.0,7.0,2.0,4.0,30.0,0.0,13.0,0.0,0.0,0.0
2016-07-02 04:45:00-07:00,2016.0,7.0,2.0,4.25,30.0,10.75,13.5,87.75,23.25,2.5
2016-07-02 05:00:00-07:00,2016.0,7.0,2.0,4.5,30.0,21.5,14.0,175.5,46.5,5.0
2016-07-02 05:15:00-07:00,2016.0,7.0,2.0,4.75,30.0,32.25,14.5,263.25,69.75,7.5
2016-07-02 05:30:00-07:00,2016.0,7.0,2.0,5.0,30.0,43.0,15.0,351.0,93.0,10.0
2016-07-02 05:45:00-07:00,2016.0,7.0,2.0,5.25,30.0,50.75,15.75,414.5,137.75,14.75
2016-07-02 06:00:00-07:00,2016.0,7.0,2.0,5.5,30.0,58.5,16.5,478.0,182.5,19.5
2016-07-02 06:15:00-07:00,2016.0,7.0,2.0,5.75,30.0,66.25,17.25,541.5,227.25,24.25
2016-07-02 06:30:00-07:00,2016.0,7.0,2.0,6.0,30.0,74.0,18.0,605.0,272.0,29.0
2016-07-02 06:45:00-07:00,2016.0,7.0,2.0,6.25,30.0,78.5,18.5,639.25,321.0,90.75
2016-07-02 07:00:00-07:00,2016.0,7.0,2.0,6.5,30.0,83.0,19.0,673.5,370.0,152.5
2016-07-02 07:15:00-07:00,2016.0,7.0,2.0,6.75,30.0,87.5,19.5,707.75,419.0,214.25
2016-07-02 07:30:00-07:00,2016.0,7.0,2.0,7.0,30.0,92.0,20.0,742.0,468.0,276.0
2016-07-02 07:45:00-07:00,2016.0,7.0,2.0,7.25,30.0,95.5,20.25,760.25,513.75,328.0
2016-07-02 08:00:00-07:00,2016.0,7.0,2.0,7.5,30.0,99.0,20.5,778.5,559.5,380.0
2016-07-02 08:15:00-07:00,2016.0,7.0,2.0,7.75,30.0,102.5,20.75,796.75,605.25,432.0
2016-07-02 08:30:00-07:00,2016.0,7.0,2.0,8.0,30.0,106.0,21.0,815.0,651.0,484.0
2016-07-02 08:45:00-07:00,2016.0,7.0,2.0,8.25,30.0,108.75,21.25,825.25,689.25,539.25
2016-07-02 09:00:00-07:00,2016.0,7.0,2.0,8.5,30.0,111.5,21.5,835.5,727.5,594.5
2016-07-02 09:15:00-07:00,2016.0,7.0,2.0,8.75,30.0,114.25,21.75,845.75,765.75,649.75
2016-07-02 09:30:00-07:00,2016.0,7.0,2.0,9.0,30.0,117.0,22.0,856.0,804.0,705.0
2016-07-02 09:45:00-07:00,2016.0,7.0,2.0,9.25,30.0,118.5,22.25,862.75,832.0,725.25
2016-07-02 10:00:00-07:00,2016.0,7.0,2.0,9.5,30.0,120.0,22.5,869.5,860.0,745.5
2016-07-02 10:15:00-07:00,2016.0,7.0,2.0,9.75,30.0,121.5,22.75,876.25,888.0,765.75
2016-07-02 10:30:00-07:00,2016.0,7.0,2.0,10.0,30.0,123.0,23.0,883.0,916.0,786.0
2016-07-02 10:45:00-07:00,2016.0,7.0,2.0,10.25,30.0,125.5,23.0,883.5,930.5,696.0
2016-07-02 11:00:00-07:00,2016.0,7.0,2.0,10.5,30.0,128.0,23.0,884.0,945.0,606.0
2016-07-02 11:15:00-07:00,2016.0,7.0,2.0,10.75,30.0,130.5,23.0,884.5,959.5,516.0
2016-07-02 11:30:00-07:00,2016.0,7.0,2.0,11.0,30.0,133.0,23.0,885.0,974.0,426.0
2016-07-02 11:45:00-07:00,2016.0,7.0,2.0,11.25,30.0,132.5,23.0,886.0,975.25,338.75
2016-07-02 12:00:00-07:00,2016.0,7.0,2.0,11.5,30.0,132.0,23.0,887.0,976.5,251.5
2016-07-02 12:15:00-07:00,2016.0,7.0,2.0,11.75,30.0,131.5,23.0,888.0,977.75,164.25
2016-07-02 12:30:00-07:00,2016.0,7.0,2.0,12.0,30.0,131.0,23.0,889.0,979.0,77.0
2016-07-02 12:45:00-07:00,2016.0,7.0,2.0,12.25,30.0,129.25,23.0,887.5,966.25,266.5
2016-07-02 13:00:00-07:00,2016.0,7.0,2.0,12.5,30.0,127.5,23.0,886.0,953.5,456.0
2016-07-02 13:15:00-07:00,2016.0,7.0,2.0,12.75,30.0,125.75,23.0,884.5,940.75,645.5
2016-07-02 13:30:00-07:00,2016.0,7.0,2.0,13.0,30.0,124.0,23.0,883.0,928.0,835.0
2016-07-02 13:45:00-07:00,2016.0,7.0,2.0,13.25,30.0,124.0,22.75,874.5,901.25,658.75
2016-07-02 14:00:00-07:00,2016.0,7.0,2.0,13.5,30.0,124.0,22.5,866.0,874.5,482.5
2016-07-02 14:15:00-07:00,2016.0,7.0,2.0,13.75,30.0,124.0,22.25,857.5,847.75,306.25
2016-07-02 14:30:00-07:00,2016.0,7.0,2.0,14.0,30.0,124.0,22.0,849.0,821.0,130.0
2016-07-02 14:45:00-07:00,2016.0,7.0,2.0,14.25,30.0,121.75,22.0,838.0,784.0,133.0
2016-07-02 15:00:00-07:00,2016.0,7.0,2.0,14.5,30.0,119.5,22.0,827.0,747.0,136.0
2016-07-02 15:15:00-07:00,2016.0,7.0,2.0,14.75,30.0,117.25,22.0,816.0,710.0,139.0
2016-07-02 15:30:00-07:00,2016.0,7.0,2.0,15.0,30.0,115.0,22.0,805.0,673.0,142.0
2016-07-02 15:45:00-07:00,2016.0,7.0,2.0,15.25,30.0,111.5,21.75,787.75,628.25,168.0
2016-07-02 16:00:00-07:00,2016.0,7.0,2.0,15.5,30.0,108.0,21.5,770.5,583.5,194.0
2016-07-02 16:15:00-07:00,2016.0,7.0,2.0,15.75,30.0,104.5,21.25,753.25,538.75,220.0
2016-07-02 16:30:00-07:00,2016.0,7.0,2.0,16.0,30.0,101.0,21.0,736.0,494.0,246.0
2016-07-02 16:45:00-07:00,2016.0,7.0,2.0,16.25,30.0,96.25,20.75,705.0,445.75,186.0
2016-07-02 17:00:00-07:00,2016.0,7.0,2.0,16.5,30.0,91.5,20.5,674.0,397.5,126.0
2016-07-02 17:15:00-07:00,2016.0,7.0,2.0,16.75,30.0,86.75,20.25,643.0,349.25,66.0
2016-07-02 17:30:00-07:00,2016.0,7.0,2.0,17.0,30.0,82.0,20.0,612.0,301.0,6.0
2016-07-02 17:45:00-07:00,2016.0,7.0,2.0,17.25,30.0,74.5,19.75,554.5,255.25,5.0
2016-07-02 18:00:00-07:00,2016.0,7.0,2.0,17.5,30.0,67.0,19.5,497.0,209.5,4.0
2016-07-02 18:15:00-07:00,2016.0,7.0,2.0,17.75,30.0,59.5,19.25,439.5,163.75,3.0
2016-07-02 18:30:00-07:00,2016.0,7.0,2.0,18.0,30.0,52.0,19.0,382.0,118.0,2.0
2016-07-02 18:45:00-07:00,2016.0,7.0,2.0,18.25,30.0,39.0,18.5,286.5,88.5,1.5
2016-07-02 19:00:00-07:00,2016.0,7.0,2.0,18.5,30.0,26.0,18.0,191.0,59.0,1.0
2016-07-02 19:15:00-07:00,2016.0,7.0,2.0,18.75,30.0,13.0,17.5,95.5,29.5,0.5
2016-07-02 19:30:00-07:00,2016.0,7.0,2.0,19.0,30.0,0.0,17.0,0.0,0.0,0.0
2016-07-02 19:45:00-07:00,2016.0,7.0,2.0,19.25,30.0,0.0,16.75,0.0,0.0,0.0
2016-07-02 20:00:00-07:00,2016.0,7.0,2.0,19.5,30.0,0.0,16.5,0.0,0.0,0.0
2016-07-02 20:15:00-07:00,2016.0,7.0,2.0,19.75,30.0,0.0,16.25,0.0,0.0,0.0
2016-07-02 20:30:00-07:00,2016.0,7.0,2.0,20.0,30.0,0.0,16.0,0.0,0.0,0.0
2016-07-02 20:45:00-07:00,2016.0,7.0,2.0,20.25,30.0,0.0,15.75,0.0,0.0,0.0
2016-07-02 21:00:00-07:00,2016.0,7.0,2.0,20.5,30.0,0.0,15.5,0.0,0.0,0.0
2016-07-02 21:15:00-07:00,2016.0,7.0,2.0,20.75,30.0,0.0,15.25,0.0,0.0,0.0
2016-07-02 21:30:00-07:00,2016.0,7.0,2.0,21.0,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-02 21:45:00-07:00,2016.0,7.0,2.0,21.25,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-02 22:00:00-07:00,2016.0,7.0,2.0,21.5,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-02 22:15:00-07:00,2016.0,7.0,2.0,21.75,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-02 22:30:00-07:00,2016.0,7.0,2.0,22.0,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-02 22:45:00-07:00,2016.0,7.0,2.0,22.25,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-02 23:00:00-07:00,2016.0,7.0,2.0,22.5,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-02 23:15:00-07:00,2016.0,7.0,2.0,22.75,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-02 23:30:00-07:00,2016.0,7.0,2.0,23.0,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-02 23:45:00-07:00,2016.0,7.0,2.25,17.25,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-03 00:00:00-07:00,2016.0,7.0,2.5,11.5,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-03 00:15:00-07:00,2016.0,7.0,2.75,5.75,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-03 00:30:00-07:00,2016.0,7.0,3.0,0.0,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-03 00:45:00-07:00,2016.0,7.0,3.0,0.25,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-03 01:00:00-07:00,2016.0,7.0,3.0,0.5,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-03 01:15:00-07:00,2016.0,7.0,3.0,0.75,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-03 01:30:00-07:00,2016.0,7.0,3.0,1.0,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-03 01:45:00-07:00,2016.0,7.0,3.0,1.25,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-03 02:00:00-07:00,2016.0,7.0,3.0,1.5,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-03 02:15:00-07:00,2016.0,7.0,3.0,1.75,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-03 02:30:00-07:00,2016.0,7.0,3.0,2.0,30.0,0.0,15.0,0.0,0.0,0.0
2016-07-03 02:45:00-07:00,2016.0,7.0,3.0,2.25,30.0,0.0,14.75,0.0,0.0,0.0
2016-07-03 03:00:00-07:00,2016.0,7.0,3.0,2.5,30.0,0.0,14.5,0.0,0.0,0.0
2016-07-03 03:15:00-07:00,2016.0,7.0,3.0,2.75,30.0,0.0,14.25,0.0,0.0,0.0
2016-07-03 03:30:00-07:00,2016.0,7.0,3.0,3.0,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-03 03:45:00-07:00,2016.0,7.0,3.0,3.25,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-03 04:00:00-07:00,2016.0,7.0,3.0,3.5,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-03 04:15:00-07:00,2016.0,7.0,3.0,3.75,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-03 04:30:00-07:00,2016.0,7.0,3.0,4.0,30.0,0.0,14.0,0.0,0.0,0.0
2016-07-03 04:45:00-07:00,2016.0,7.0,3.0,4.25,30.0,9.25,14.5,110.25,24.75,24.5
2016-07-03 05:00:00-07:00,2016.0,7.0,3.0,4.5,30.0,18.5,15.0,220.5,49.5,49.0
2016-07-03 05:15:00-07:00,2016.0,7.0,3.0,4.75,30.0,27.75,15.5,330.75,74.25,73.5
2016-07-03 05:30:00-07:00,2016.0,7.0,3.0,5.0,30.0,37.0,16.0,441.0,99.0,98.0
2016-07-03 05:45:00-07:00,2016.0,7.0,3.0,5.25,30.0,42.5,17.0,504.25,145.5,144.0
2016-07-03 06:00:00-07:00,2016.0,7.0,3.0,5.5,30.0,48.0,18.0,567.5,192.0,190.0
2016-07-03 06:15:00-07:00,2016.0,7.0,3.0,5.75,30.0,53.5,19.0,630.75,238.5,236.0
2016-07-03 06:30:00-07:00,2016.0,7.0,3.0,6.0,30.0,59.0,20.0,694.0,285.0,282.0
2016-07-03 06:45:00-07:00,2016.0,7.0,3.0,6.25,30.0,62.25,20.75,724.25,334.75,312.75
2016-07-03 07:00:00-07:00,2016.0,7.0,3.0,6.5,30.0,65.5,21.5,754.5,384.5,343.5
2016-07-03 07:15:00-07:00,2016.0,7.0,3.0,6.75,30.0,68.75,22.25,784.75,434.25,374.25
2016-07-03 07:30:00-07:00,2016.0,7.0,3.0,7.0,30.0,72.0,23.0,815.0,484.0,405.0
2016-07-03 07:45:00-07:00,2016.0,7.0,3.0,7.25,30.0,74.5,23.5,831.5,530.5,468.25
2016-07-03 08:00:00-07:00,2016.0,7.0,3.0,7.5,30.0,77.0,24.0,848.0,577.0,531.5
2016-07-03 08:15:00-07:00,2016.0,7.0,3.0,7.75,30.0,79.5,24.5,864.5,623.5,594.75
2016-07-03 08:30:00-07:00,2016.0,7.0,3.0,8.0,30.0,82.0,25.0,881.0,670.0,658.0
2016-07-03 08:45:00-07:00,2016.0,7.0,3.0,8.25,30.0,84.0,25.25,890.25,709.0,693.25
2016-07-03 09:00:00-07:00,2016.0,7.0,3.0,8.5,30.0,86.0,25.5,899.5,748.0,728.5
2016-07-03 09:15:00-07:00,2016.0,7.0,3.0,8.75,30.0,88.0,25.75,908.75,787.0,763.75
2016-07-03 09:30:00-07:00,2016.0,7.0,3.0,9.0,30.0,90.0,26.0,918.0,826.0,799.0
2016-07-03 09:45:00-07:00,2016.0,7.0,3.0,9.25,30.0,92.0,26.25,922.75,854.25,814.5
2016-07-03 10:00:00-07:00,2016.0,7.0,3.0,9.5,30.0,94.0,26.5,927.5,882.5,830.0
2016-07-03 10:15:00-07:00,2016.0,7.0,3.0,9.75,30.0,96.0,26.75,932.25,910.75,845.5
2016-07-03 10:30:00-07:00,2016.0,7.0,3.0,10.0,30.0,98.0,27.0,937.0,939.0,861.0
2016-07-03 10:45:00-07:00,2016.0,7.0,3.0,10.25,30.0,99.75,27.25,938.5,954.0,821.25
2016-07-03 11:00:00-07:00,2016.0,7.0,3.0,10.5,30.0,101.5,27.5,940.0,969.0,781.5
2016-07-03 11:15:00-07:00,2016.0,7.0,3.0,10.75,30.0,103.25,27.75,941.5,984.0,741.75
2016-07-03 11:30:00-07:00,2016.0,7.0,3.0,11.0,30.0,105.0,28.0,943.0,999.0,702.0
2016-07-03 11:45:00-07:00,2016.0,7.0,3.0,11.25,30.0,106.5,28.25,940.75,999.5,732.75
