,Year,Month,Day,Hour,Minute,temp_air,ghi,ghi_clear,dni_clear,dhi_clear
2011-01-01 00:00:00-07:00,2011,1,1,0,0,-15.9,0.0,0.0,0.0,0.0
2011-01-01 00:30:00-07:00,2011,1,1,0,30,-16.0,0.0,0.0,0.0,0.0
2011-01-01 01:00:00-07:00,2011,1,1,1,0,-16.0,0.0,0.0,0.0,0.0
2011-01-01 01:30:00-07:00,2011,1,1,1,30,-16.0,0.0,0.0,0.0,0.0
2011-01-01 02:00:00-07:00,2011,1,1,2,0,-16.0,0.0,0.0,0.0,0.0
2011-01-01 02:30:00-07:00,2011,1,1,2,30,-15.9,0.0,0.0,0.0,0.0
2011-01-01 03:00:00-07:00,2011,1,1,3,0,-15.8,0.0,0.0,0.0,0.0
2011-01-01 03:30:00-07:00,2011,1,1,3,30,-15.8,0.0,0.0,0.0,0.0
2011-01-01 04:00:00-07:00,2011,1,1,4,0,-15.8,0.0,0.0,0.0,0.0
2011-01-01 04:30:00-07:00,2011,1,1,4,30,-15.7,0.0,0.0,0.0,0.0
2011-01-01 05:00:00-07:00,2011,1,1,5,0,-15.7,0.0,0.0,0.0,0.0
2011-01-01 05:30:00-07:00,2011,1,1,5,30,-15.7,0.0,0.0,0.0,0.0
2011-01-01 06:00:00-07:00,2011,1,1,6,0,-15.6,0.0,0.0,0.0,0.0
2011-01-01 06:30:00-07:00,2011,1,1,6,30,-15.5,0.0,0.0,0.0,0.0
2011-01-01 07:00:00-07:00,2011,1,1,7,0,-15.5,0.0,0.0,0.0,0.0
2011-01-01 07:30:00-07:00,2011,1,1,7,30,-14.6,0.0,0.0,0.0,0.0
2011-01-01 08:00:00-07:00,2011,1,1,8,0,-13.7,20.0,83.0,598.0,26.0
2011-01-01 08:30:00-07:00,2011,1,1,8,30,-12.6,7.0,168.0,757.0,37.0
2011-01-01 09:00:00-07:00,2011,1,1,9,0,-11.6,31.0,252.0,850.0,46.0
2011-01-01 09:30:00-07:00,2011,1,1,9,30,-10.7,73.0,330.0,910.0,52.0
2011-01-01 10:00:00-07:00,2011,1,1,10,0,-9.8,234.0,397.0,950.0,57.0
2011-01-01 10:30:00-07:00,2011,1,1,10,30,-9.3,286.0,452.0,977.0,61.0
2011-01-01 11:00:00-07:00,2011,1,1,11,0,-8.700000000000001,82.0,493.0,993.0,65.0
2011-01-01 11:30:00-07:00,2011,1,1,11,30,-8.6,440.0,519.0,1003.0,67.0
2011-01-01 12:00:00-07:00,2011,1,1,12,0,-8.4,404.0,529.0,1007.0,67.0
2011-01-01 12:30:00-07:00,2011,1,1,12,30,-8.4,386.0,524.0,1005.0,67.0
2011-01-01 13:00:00-07:00,2011,1,1,13,0,-8.5,141.0,502.0,997.0,65.0
2011-01-01 13:30:00-07:00,2011,1,1,13,30,-8.700000000000001,131.0,465.0,981.0,63.0
2011-01-01 14:00:00-07:00,2011,1,1,14,0,-8.8,192.0,415.0,963.0,58.0
2011-01-01 14:30:00-07:00,2011,1,1,14,30,-9.1,234.0,351.0,927.0,53.0
2011-01-01 15:00:00-07:00,2011,1,1,15,0,-9.4,209.0,276.0,875.0,47.0
2011-01-01 15:30:00-07:00,2011,1,1,15,30,-10.1,161.0,193.0,794.0,39.0
2011-01-01 16:00:00-07:00,2011,1,1,16,0,-10.7,66.0,107.0,664.0,29.0
2011-01-01 16:30:00-07:00,2011,1,1,16,30,-10.7,18.0,31.0,416.0,15.0
2011-01-01 17:00:00-07:00,2011,1,1,17,0,-11.9,0.0,0.0,0.0,0.0
2011-01-01 17:30:00-07:00,2011,1,1,17,30,-12.1,0.0,0.0,0.0,0.0
2011-01-01 18:00:00-07:00,2011,1,1,18,0,-12.4,0.0,0.0,0.0,0.0
2011-01-01 18:30:00-07:00,2011,1,1,18,30,-12.6,0.0,0.0,0.0,0.0
2011-01-01 19:00:00-07:00,2011,1,1,19,0,-12.8,0.0,0.0,0.0,0.0
2011-01-01 19:30:00-07:00,2011,1,1,19,30,-12.9,0.0,0.0,0.0,0.0
2011-01-01 20:00:00-07:00,2011,1,1,20,0,-13.0,0.0,0.0,0.0,0.0
2011-01-01 20:30:00-07:00,2011,1,1,20,30,-13.0,0.0,0.0,0.0,0.0
2011-01-01 21:00:00-07:00,2011,1,1,21,0,-13.1,0.0,0.0,0.0,0.0
2011-01-01 21:30:00-07:00,2011,1,1,21,30,-13.1,0.0,0.0,0.0,0.0
2011-01-01 22:00:00-07:00,2011,1,1,22,0,-13.0,0.0,0.0,0.0,0.0
2011-01-01 22:30:00-07:00,2011,1,1,22,30,-12.9,0.0,0.0,0.0,0.0
2011-01-01 23:00:00-07:00,2011,1,1,23,0,-12.7,0.0,0.0,0.0,0.0
2011-01-01 23:30:00-07:00,2011,1,1,23,30,-12.4,0.0,0.0,0.0,0.0
2011-01-02 00:00:00-07:00,2011,1,2,0,0,-12.2,0.0,0.0,0.0,0.0
2011-01-02 00:30:00-07:00,2011,1,2,0,30,-11.9,0.0,0.0,0.0,0.0
2011-01-02 01:00:00-07:00,2011,1,2,1,0,-11.6,0.0,0.0,0.0,0.0
2011-01-02 01:30:00-07:00,2011,1,2,1,30,-11.4,0.0,0.0,0.0,0.0
2011-01-02 02:00:00-07:00,2011,1,2,2,0,-11.1,0.0,0.0,0.0,0.0
2011-01-02 02:30:00-07:00,2011,1,2,2,30,-10.9,0.0,0.0,0.0,0.0
2011-01-02 03:00:00-07:00,2011,1,2,3,0,-10.7,0.0,0.0,0.0,0.0
2011-01-02 03:30:00-07:00,2011,1,2,3,30,-10.3,0.0,0.0,0.0,0.0
2011-01-02 04:00:00-07:00,2011,1,2,4,0,-10.0,0.0,0.0,0.0,0.0
2011-01-02 04:30:00-07:00,2011,1,2,4,30,-9.8,0.0,0.0,0.0,0.0
2011-01-02 05:00:00-07:00,2011,1,2,5,0,-9.5,0.0,0.0,0.0,0.0
2011-01-02 05:30:00-07:00,2011,1,2,5,30,-9.3,0.0,0.0,0.0,0.0
2011-01-02 06:00:00-07:00,2011,1,2,6,0,-9.1,0.0,0.0,0.0,0.0
2011-01-02 06:30:00-07:00,2011,1,2,6,30,-8.8,0.0,0.0,0.0,0.0
2011-01-02 07:00:00-07:00,2011,1,2,7,0,-8.6,0.0,0.0,0.0,0.0
2011-01-02 07:30:00-07:00,2011,1,2,7,30,-7.9,0.0,0.0,0.0,0.0
2011-01-02 08:00:00-07:00,2011,1,2,8,0,-7.1000000000000005,23.0,84.0,626.0,24.0
2011-01-02 08:30:00-07:00,2011,1,2,8,30,-5.800000000000001,86.0,169.0,781.0,34.0
2011-01-02 09:00:00-07:00,2011,1,2,9,0,-4.5,133.0,253.0,873.0,41.0
2011-01-02 09:30:00-07:00,2011,1,2,9,30,-3.1,176.0,330.0,930.0,47.0
2011-01-02 10:00:00-07:00,2011,1,2,10,0,-1.7000000000000002,237.0,398.0,967.0,52.0
2011-01-02 10:30:00-07:00,2011,1,2,10,30,-0.7000000000000001,257.0,453.0,993.0,55.0
2011-01-02 11:00:00-07:00,2011,1,2,11,0,0.3,254.0,494.0,1010.0,58.0
2011-01-02 11:30:00-07:00,2011,1,2,11,30,0.8,400.0,520.0,1020.0,59.0
2011-01-02 12:00:00-07:00,2011,1,2,12,0,1.4,379.0,530.0,1025.0,59.0
2011-01-02 12:30:00-07:00,2011,1,2,12,30,1.6,525.0,525.0,1023.0,58.0
2011-01-02 13:00:00-07:00,2011,1,2,13,0,1.7000000000000002,504.0,504.0,1016.0,57.0
2011-01-02 13:30:00-07:00,2011,1,2,13,30,1.5,460.0,460.0,985.0,55.0
2011-01-02 14:00:00-07:00,2011,1,2,14,0,1.3,410.0,410.0,965.0,50.0
2011-01-02 14:30:00-07:00,2011,1,2,14,30,0.5,347.0,347.0,931.0,46.0
2011-01-02 15:00:00-07:00,2011,1,2,15,0,-0.3,274.0,274.0,876.0,43.0
2011-01-02 15:30:00-07:00,2011,1,2,15,30,-1.8,193.0,193.0,797.0,37.0
2011-01-02 16:00:00-07:00,2011,1,2,16,0,-3.3000000000000003,80.0,108.0,659.0,29.0
2011-01-02 16:30:00-07:00,2011,1,2,16,30,-3.3000000000000003,21.0,32.0,418.0,15.0
2011-01-02 17:00:00-07:00,2011,1,2,17,0,-4.6000000000000005,0.0,0.0,0.0,0.0
2011-01-02 17:30:00-07:00,2011,1,2,17,30,-4.800000000000001,0.0,0.0,0.0,0.0
2011-01-02 18:00:00-07:00,2011,1,2,18,0,-5.0,0.0,0.0,0.0,0.0
2011-01-02 18:30:00-07:00,2011,1,2,18,30,-5.300000000000001,0.0,0.0,0.0,0.0
2011-01-02 19:00:00-07:00,2011,1,2,19,0,-5.6000000000000005,0.0,0.0,0.0,0.0
2011-01-02 19:30:00-07:00,2011,1,2,19,30,-5.800000000000001,0.0,0.0,0.0,0.0
2011-01-02 20:00:00-07:00,2011,1,2,20,0,-6.1000000000000005,0.0,0.0,0.0,0.0
2011-01-02 20:30:00-07:00,2011,1,2,20,30,-6.2,0.0,0.0,0.0,0.0
2011-01-02 21:00:00-07:00,2011,1,2,21,0,-6.4,0.0,0.0,0.0,0.0
2011-01-02 21:30:00-07:00,2011,1,2,21,30,-6.5,0.0,0.0,0.0,0.0
2011-01-02 22:00:00-07:00,2011,1,2,22,0,-6.7,0.0,0.0,0.0,0.0
2011-01-02 22:30:00-07:00,2011,1,2,22,30,-6.800000000000001,0.0,0.0,0.0,0.0
2011-01-02 23:00:00-07:00,2011,1,2,23,0,-6.9,0.0,0.0,0.0,0.0
2011-01-02 23:30:00-07:00,2011,1,2,23,30,-7.0,0.0,0.0,0.0,0.0
2011-01-03 00:00:00-07:00,2011,1,3,0,0,-7.0,0.0,0.0,0.0,0.0
2011-01-03 00:30:00-07:00,2011,1,3,0,30,-7.0,0.0,0.0,0.0,0.0
2011-01-03 01:00:00-07:00,2011,1,3,1,0,-7.0,0.0,0.0,0.0,0.0
2011-01-03 01:30:00-07:00,2011,1,3,1,30,-6.9,0.0,0.0,0.0,0.0
2011-01-03 02:00:00-07:00,2011,1,3,2,0,-6.9,0.0,0.0,0.0,0.0
2011-01-03 02:30:00-07:00,2011,1,3,2,30,-7.0,0.0,0.0,0.0,0.0
2011-01-03 03:00:00-07:00,2011,1,3,3,0,-7.1000000000000005,0.0,0.0,0.0,0.0
2011-01-03 03:30:00-07:00,2011,1,3,3,30,-7.2,0.0,0.0,0.0,0.0
2011-01-03 04:00:00-07:00,2011,1,3,4,0,-7.300000000000001,0.0,0.0,0.0,0.0
2011-01-03 04:30:00-07:00,2011,1,3,4,30,-7.4,0.0,0.0,0.0,0.0
2011-01-03 05:00:00-07:00,2011,1,3,5,0,-7.4,0.0,0.0,0.0,0.0
2011-01-03 05:30:00-07:00,2011,1,3,5,30,-7.7,0.0,0.0,0.0,0.0
2011-01-03 06:00:00-07:00,2011,1,3,6,0,-8.0,0.0,0.0,0.0,0.0
2011-01-03 06:30:00-07:00,2011,1,3,6,30,-8.1,0.0,0.0,0.0,0.0
2011-01-03 07:00:00-07:00,2011,1,3,7,0,-8.200000000000001,0.0,0.0,0.0,0.0
2011-01-03 07:30:00-07:00,2011,1,3,7,30,-7.0,0.0,0.0,0.0,0.0
2011-01-03 08:00:00-07:00,2011,1,3,8,0,-5.800000000000001,82.0,82.0,611.0,24.0
2011-01-03 08:30:00-07:00,2011,1,3,8,30,-4.5,166.0,166.0,766.0,34.0
2011-01-03 09:00:00-07:00,2011,1,3,9,0,-3.2,249.0,249.0,854.0,42.0
2011-01-03 09:30:00-07:00,2011,1,3,9,30,-2.1,326.0,326.0,913.0,48.0
2011-01-03 10:00:00-07:00,2011,1,3,10,0,-1.0,393.0,393.0,950.0,53.0
2011-01-03 10:30:00-07:00,2011,1,3,10,30,-0.4,448.0,448.0,976.0,56.0
2011-01-03 11:00:00-07:00,2011,1,3,11,0,0.3,489.0,489.0,995.0,58.0
2011-01-03 11:30:00-07:00,2011,1,3,11,30,0.7000000000000001,515.0,515.0,1005.0,59.0
2011-01-03 12:00:00-07:00,2011,1,3,12,0,1.0,520.0,520.0,996.0,61.0
2011-01-03 12:30:00-07:00,2011,1,3,12,30,1.1,515.0,515.0,994.0,60.0
2011-01-03 13:00:00-07:00,2011,1,3,13,0,1.1,495.0,495.0,985.0,60.0
2011-01-03 13:30:00-07:00,2011,1,3,13,30,0.9,460.0,460.0,970.0,58.0
2011-01-03 14:00:00-07:00,2011,1,3,14,0,0.7000000000000001,410.0,410.0,947.0,55.0
2011-01-03 14:30:00-07:00,2011,1,3,14,30,0.0,348.0,348.0,912.0,51.0
2011-01-03 15:00:00-07:00,2011,1,3,15,0,-0.7000000000000001,274.0,274.0,859.0,46.0
2011-01-03 15:30:00-07:00,2011,1,3,15,30,-2.0,193.0,193.0,780.0,39.0
2011-01-03 16:00:00-07:00,2011,1,3,16,0,-3.3000000000000003,109.0,109.0,647.0,30.0
2011-01-03 16:30:00-07:00,2011,1,3,16,30,-3.3000000000000003,33.0,33.0,409.0,16.0
2011-01-03 17:00:00-07:00,2011,1,3,17,0,-5.5,0.0,0.0,0.0,0.0
2011-01-03 17:30:00-07:00,2011,1,3,17,30,-6.2,0.0,0.0,0.0,0.0
2011-01-03 18:00:00-07:00,2011,1,3,18,0,-6.9,0.0,0.0,0.0,0.0
2011-01-03 18:30:00-07:00,2011,1,3,18,30,-7.5,0.0,0.0,0.0,0.0
2011-01-03 19:00:00-07:00,2011,1,3,19,0,-8.0,0.0,0.0,0.0,0.0
2011-01-03 19:30:00-07:00,2011,1,3,19,30,-8.4,0.0,0.0,0.0,0.0
2011-01-03 20:00:00-07:00,2011,1,3,20,0,-8.8,0.0,0.0,0.0,0.0
2011-01-03 20:30:00-07:00,2011,1,3,20,30,-9.0,0.0,0.0,0.0,0.0
2011-01-03 21:00:00-07:00,2011,1,3,21,0,-9.2,0.0,0.0,0.0,0.0
2011-01-03 21:30:00-07:00,2011,1,3,21,30,-9.1,0.0,0.0,0.0,0.0
2011-01-03 22:00:00-07:00,2011,1,3,22,0,-9.1,0.0,0.0,0.0,0.0
2011-01-03 22:30:00-07:00,2011,1,3,22,30,-8.9,0.0,0.0,0.0,0.0
2011-01-03 23:00:00-07:00,2011,1,3,23,0,-8.8,0.0,0.0,0.0,0.0
2011-01-03 23:30:00-07:00,2011,1,3,23,30,-8.9,0.0,0.0,0.0,0.0
2011-01-04 00:00:00-07:00,2011,1,4,0,0,-8.9,0.0,0.0,0.0,0.0
2011-01-04 00:30:00-07:00,2011,1,4,0,30,-8.9,0.0,0.0,0.0,0.0
2011-01-04 01:00:00-07:00,2011,1,4,1,0,-9.0,0.0,0.0,0.0,0.0
2011-01-04 01:30:00-07:00,2011,1,4,1,30,-8.9,0.0,0.0,0.0,0.0
2011-01-04 02:00:00-07:00,2011,1,4,2,0,-8.9,0.0,0.0,0.0,0.0
2011-01-04 02:30:00-07:00,2011,1,4,2,30,-8.9,0.0,0.0,0.0,0.0
2011-01-04 03:00:00-07:00,2011,1,4,3,0,-8.9,0.0,0.0,0.0,0.0
2011-01-04 03:30:00-07:00,2011,1,4,3,30,-8.9,0.0,0.0,0.0,0.0
2011-01-04 04:00:00-07:00,2011,1,4,4,0,-8.9,0.0,0.0,0.0,0.0
2011-01-04 04:30:00-07:00,2011,1,4,4,30,-8.9,0.0,0.0,0.0,0.0
2011-01-04 05:00:00-07:00,2011,1,4,5,0,-9.0,0.0,0.0,0.0,0.0
2011-01-04 05:30:00-07:00,2011,1,4,5,30,-9.0,0.0,0.0,0.0,0.0
2011-01-04 06:00:00-07:00,2011,1,4,6,0,-9.0,0.0,0.0,0.0,0.0
2011-01-04 06:30:00-07:00,2011,1,4,6,30,-8.8,0.0,0.0,0.0,0.0
2011-01-04 07:00:00-07:00,2011,1,4,7,0,-8.6,0.0,0.0,0.0,0.0
2011-01-04 07:30:00-07:00,2011,1,4,7,30,-7.2,0.0,0.0,0.0,0.0
2011-01-04 08:00:00-07:00,2011,1,4,8,0,-5.800000000000001,84.0,84.0,634.0,24.0
2011-01-04 08:30:00-07:00,2011,1,4,8,30,-4.2,166.0,166.0,769.0,33.0
2011-01-04 09:00:00-07:00,2011,1,4,9,0,-2.5,250.0,250.0,860.0,41.0
2011-01-04 09:30:00-07:00,2011,1,4,9,30,-1.0,327.0,327.0,918.0,46.0
2011-01-04 10:00:00-07:00,2011,1,4,10,0,0.5,394.0,394.0,954.0,51.0
2011-01-04 10:30:00-07:00,2011,1,4,10,30,1.2000000000000002,449.0,449.0,981.0,55.0
2011-01-04 11:00:00-07:00,2011,1,4,11,0,2.0,492.0,492.0,993.0,60.0
2011-01-04 11:30:00-07:00,2011,1,4,11,30,2.2,518.0,518.0,1003.0,62.0
2011-01-04 12:00:00-07:00,2011,1,4,12,0,2.4000000000000004,529.0,529.0,1007.0,63.0
2011-01-04 12:30:00-07:00,2011,1,4,12,30,2.3000000000000003,524.0,524.0,1006.0,62.0
2011-01-04 13:00:00-07:00,2011,1,4,13,0,2.2,504.0,504.0,998.0,61.0
2011-01-04 13:30:00-07:00,2011,1,4,13,30,1.7000000000000002,468.0,468.0,984.0,59.0
2011-01-04 14:00:00-07:00,2011,1,4,14,0,1.3,419.0,419.0,959.0,57.0
2011-01-04 14:30:00-07:00,2011,1,4,14,30,0.5,356.0,356.0,925.0,52.0
2011-01-04 15:00:00-07:00,2011,1,4,15,0,-0.3,282.0,282.0,872.0,47.0
2011-01-04 15:30:00-07:00,2011,1,4,15,30,-1.7000000000000002,199.0,199.0,794.0,40.0
2011-01-04 16:00:00-07:00,2011,1,4,16,0,-3.0,114.0,114.0,666.0,30.0
2011-01-04 16:30:00-07:00,2011,1,4,16,30,-3.0,36.0,36.0,432.0,17.0
2011-01-04 17:00:00-07:00,2011,1,4,17,0,-4.5,0.0,0.0,0.0,0.0
2011-01-04 17:30:00-07:00,2011,1,4,17,30,-4.7,0.0,0.0,0.0,0.0
2011-01-04 18:00:00-07:00,2011,1,4,18,0,-4.9,0.0,0.0,0.0,0.0
2011-01-04 18:30:00-07:00,2011,1,4,18,30,-5.0,0.0,0.0,0.0,0.0
2011-01-04 19:00:00-07:00,2011,1,4,19,0,-5.1000000000000005,0.0,0.0,0.0,0.0
2011-01-04 19:30:00-07:00,2011,1,4,19,30,-5.1000000000000005,0.0,0.0,0.0,0.0
2011-01-04 20:00:00-07:00,2011,1,4,20,0,-5.1000000000000005,0.0,0.0,0.0,0.0
2011-01-04 20:30:00-07:00,2011,1,4,20,30,-5.1000000000000005,0.0,0.0,0.0,0.0
2011-01-04 21:00:00-07:00,2011,1,4,21,0,-5.1000000000000005,0.0,0.0,0.0,0.0
2011-01-04 21:30:00-07:00,2011,1,4,21,30,-5.2,0.0,0.0,0.0,0.0
2011-01-04 22:00:00-07:00,2011,1,4,22,0,-5.300000000000001,0.0,0.0,0.0,0.0
2011-01-04 22:30:00-07:00,2011,1,4,22,30,-5.6000000000000005,0.0,0.0,0.0,0.0
2011-01-04 23:00:00-07:00,2011,1,4,23,0,-5.800000000000001,0.0,0.0,0.0,0.0
2011-01-04 23:30:00-07:00,2011,1,4,23,30,-6.0,0.0,0.0,0.0,0.0
2011-01-05 00:00:00-07:00,2011,1,5,0,0,-6.2,0.0,0.0,0.0,0.0
2011-01-05 00:30:00-07:00,2011,1,5,0,30,-6.300000000000001,0.0,0.0,0.0,0.0
2011-01-05 01:00:00-07:00,2011,1,5,1,0,-6.4,0.0,0.0,0.0,0.0
2011-01-05 01:30:00-07:00,2011,1,5,1,30,-6.4,0.0,0.0,0.0,0.0
2011-01-05 02:00:00-07:00,2011,1,5,2,0,-6.4,0.0,0.0,0.0,0.0
2011-01-05 02:30:00-07:00,2011,1,5,2,30,-6.2,0.0,0.0,0.0,0.0
2011-01-05 03:00:00-07:00,2011,1,5,3,0,-5.9,0.0,0.0,0.0,0.0
2011-01-05 03:30:00-07:00,2011,1,5,3,30,-5.800000000000001,0.0,0.0,0.0,0.0
2011-01-05 04:00:00-07:00,2011,1,5,4,0,-5.6000000000000005,0.0,0.0,0.0,0.0
2011-01-05 04:30:00-07:00,2011,1,5,4,30,-5.4,0.0,0.0,0.0,0.0
2011-01-05 05:00:00-07:00,2011,1,5,5,0,-5.2,0.0,0.0,0.0,0.0
2011-01-05 05:30:00-07:00,2011,1,5,5,30,-5.0,0.0,0.0,0.0,0.0
2011-01-05 06:00:00-07:00,2011,1,5,6,0,-4.9,0.0,0.0,0.0,0.0
2011-01-05 06:30:00-07:00,2011,1,5,6,30,-4.800000000000001,0.0,0.0,0.0,0.0
2011-01-05 07:00:00-07:00,2011,1,5,7,0,-4.7,0.0,0.0,0.0,0.0
2011-01-05 07:30:00-07:00,2011,1,5,7,30,-4.0,0.0,0.0,0.0,0.0
2011-01-05 08:00:00-07:00,2011,1,5,8,0,-3.3000000000000003,32.0,75.0,470.0,30.0
2011-01-05 08:30:00-07:00,2011,1,5,8,30,-2.6,27.0,156.0,645.0,45.0
2011-01-05 09:00:00-07:00,2011,1,5,9,0,-1.8,77.0,240.0,762.0,54.0
2011-01-05 09:30:00-07:00,2011,1,5,9,30,-0.9,123.0,316.0,829.0,62.0
2011-01-05 10:00:00-07:00,2011,1,5,10,0,0.0,316.0,384.0,894.0,62.0
2011-01-05 10:30:00-07:00,2011,1,5,10,30,0.8,386.0,439.0,923.0,66.0
2011-01-05 11:00:00-07:00,2011,1,5,11,0,1.6,413.0,480.0,958.0,62.0
2011-01-05 11:30:00-07:00,2011,1,5,11,30,1.8,389.0,506.0,969.0,64.0
2011-01-05 12:00:00-07:00,2011,1,5,12,0,1.9,208.0,517.0,960.0,71.0
2011-01-05 12:30:00-07:00,2011,1,5,12,30,1.6,428.0,513.0,958.0,71.0
2011-01-05 13:00:00-07:00,2011,1,5,13,0,1.4,281.0,492.0,934.0,75.0
2011-01-05 13:30:00-07:00,2011,1,5,13,30,1.0,169.0,457.0,918.0,73.0
2011-01-05 14:00:00-07:00,2011,1,5,14,0,0.6000000000000001,189.0,409.0,914.0,62.0
2011-01-05 14:30:00-07:00,2011,1,5,14,30,0.4,85.0,350.0,887.0,58.0
2011-01-05 15:00:00-07:00,2011,1,5,15,0,0.2,278.0,278.0,843.0,49.0
2011-01-05 15:30:00-07:00,2011,1,5,15,30,-0.8,197.0,197.0,763.0,42.0
2011-01-05 16:00:00-07:00,2011,1,5,16,0,-1.7000000000000002,113.0,113.0,634.0,31.0
2011-01-05 16:30:00-07:00,2011,1,5,16,30,-1.7000000000000002,37.0,37.0,402.0,17.0
2011-01-05 17:00:00-07:00,2011,1,5,17,0,-2.9000000000000004,0.0,0.0,0.0,0.0
2011-01-05 17:30:00-07:00,2011,1,5,17,30,-3.1,0.0,0.0,0.0,0.0
2011-01-05 18:00:00-07:00,2011,1,5,18,0,-3.2,0.0,0.0,0.0,0.0
2011-01-05 18:30:00-07:00,2011,1,5,18,30,-3.3000000000000003,0.0,0.0,0.0,0.0
2011-01-05 19:00:00-07:00,2011,1,5,19,0,-3.4000000000000004,0.0,0.0,0.0,0.0
2011-01-05 19:30:00-07:00,2011,1,5,19,30,-3.6,0.0,0.0,0.0,0.0
2011-01-05 20:00:00-07:00,2011,1,5,20,0,-3.8,0.0,0.0,0.0,0.0
2011-01-05 20:30:00-07:00,2011,1,5,20,30,-3.9,0.0,0.0,0.0,0.0
2011-01-05 21:00:00-07:00,2011,1,5,21,0,-4.1000000000000005,0.0,0.0,0.0,0.0
2011-01-05 21:30:00-07:00,2011,1,5,21,30,-4.3,0.0,0.0,0.0,0.0
2011-01-05 22:00:00-07:00,2011,1,5,22,0,-4.5,0.0,0.0,0.0,0.0
2011-01-05 22:30:00-07:00,2011,1,5,22,30,-4.7,0.0,0.0,0.0,0.0
2011-01-05 23:00:00-07:00,2011,1,5,23,0,-4.9,0.0,0.0,0.0,0.0
2011-01-05 23:30:00-07:00,2011,1,5,23,30,-5.0,0.0,0.0,0.0,0.0
2011-01-06 00:00:00-07:00,2011,1,6,0,0,-5.1000000000000005,0.0,0.0,0.0,0.0
2011-01-06 00:30:00-07:00,2011,1,6,0,30,-5.0,0.0,0.0,0.0,0.0
2011-01-06 01:00:00-07:00,2011,1,6,1,0,-5.0,0.0,0.0,0.0,0.0
2011-01-06 01:30:00-07:00,2011,1,6,1,30,-4.800000000000001,0.0,0.0,0.0,0.0
2011-01-06 02:00:00-07:00,2011,1,6,2,0,-4.7,0.0,0.0,0.0,0.0
2011-01-06 02:30:00-07:00,2011,1,6,2,30,-4.5,0.0,0.0,0.0,0.0
2011-01-06 03:00:00-07:00,2011,1,6,3,0,-4.3,0.0,0.0,0.0,0.0
2011-01-06 03:30:00-07:00,2011,1,6,3,30,-4.1000000000000005,0.0,0.0,0.0,0.0
2011-01-06 04:00:00-07:00,2011,1,6,4,0,-3.9,0.0,0.0,0.0,0.0
2011-01-06 04:30:00-07:00,2011,1,6,4,30,-3.7,0.0,0.0,0.0,0.0
2011-01-06 05:00:00-07:00,2011,1,6,5,0,-3.5,0.0,0.0,0.0,0.0
2011-01-06 05:30:00-07:00,2011,1,6,5,30,-3.4000000000000004,0.0,0.0,0.0,0.0
2011-01-06 06:00:00-07:00,2011,1,6,6,0,-3.2,0.0,0.0,0.0,0.0
2011-01-06 06:30:00-07:00,2011,1,6,6,30,-3.1,0.0,0.0,0.0,0.0
2011-01-06 07:00:00-07:00,2011,1,6,7,0,-3.0,0.0,0.0,0.0,0.0
2011-01-06 07:30:00-07:00,2011,1,6,7,30,-1.9,0.0,0.0,0.0,0.0
2011-01-06 08:00:00-07:00,2011,1,6,8,0,-0.9,55.0,78.0,555.0,25.0
2011-01-06 08:30:00-07:00,2011,1,6,8,30,0.4,134.0,161.0,723.0,36.0
2011-01-06 09:00:00-07:00,2011,1,6,9,0,1.7000000000000002,100.0,243.0,822.0,42.0
2011-01-06 09:30:00-07:00,2011,1,6,9,30,2.8000000000000003,260.0,319.0,882.0,48.0
2011-01-06 10:00:00-07:00,2011,1,6,10,0,3.8,308.0,385.0,926.0,51.0
2011-01-06 10:30:00-07:00,2011,1,6,10,30,4.6000000000000005,245.0,439.0,953.0,54.0
2011-01-06 11:00:00-07:00,2011,1,6,11,0,5.300000000000001,360.0,480.0,971.0,56.0
2011-01-06 11:30:00-07:00,2011,1,6,11,30,5.6000000000000005,406.0,506.0,981.0,57.0
2011-01-06 12:00:00-07:00,2011,1,6,12,0,6.0,518.0,518.0,985.0,58.0
2011-01-06 12:30:00-07:00,2011,1,6,12,30,6.1000000000000005,444.0,513.0,984.0,58.0
2011-01-06 13:00:00-07:00,2011,1,6,13,0,6.2,423.0,493.0,980.0,54.0
2011-01-06 13:30:00-07:00,2011,1,6,13,30,6.0,394.0,458.0,966.0,52.0
2011-01-06 14:00:00-07:00,2011,1,6,14,0,5.9,410.0,410.0,944.0,49.0
2011-01-06 14:30:00-07:00,2011,1,6,14,30,5.0,349.0,349.0,911.0,46.0
2011-01-06 15:00:00-07:00,2011,1,6,15,0,4.2,224.0,277.0,862.0,41.0
2011-01-06 15:30:00-07:00,2011,1,6,15,30,2.6,197.0,197.0,788.0,35.0
2011-01-06 16:00:00-07:00,2011,1,6,16,0,1.1,90.0,114.0,667.0,27.0
2011-01-06 16:30:00-07:00,2011,1,6,16,30,1.1,27.0,39.0,449.0,16.0
2011-01-06 17:00:00-07:00,2011,1,6,17,0,-0.1,0.0,0.0,0.0,0.0
2011-01-06 17:30:00-07:00,2011,1,6,17,30,-0.1,0.0,0.0,0.0,0.0
2011-01-06 18:00:00-07:00,2011,1,6,18,0,-0.1,0.0,0.0,0.0,0.0
2011-01-06 18:30:00-07:00,2011,1,6,18,30,0.0,0.0,0.0,0.0,0.0
2011-01-06 19:00:00-07:00,2011,1,6,19,0,0.1,0.0,0.0,0.0,0.0
