,ac_meter_1_power_kw__1041,ac_meter_2_power_kw__1042,ac_power__1137,ac_power_metered_kw__1040,ambient_temp__1053,inv1_ac_power_kw__1043,inv1_dc_current__1045,inv1_dc_power__1134,inv1_dc_voltage__1044,inv1_temp__1046,inv2_ac_power_kw__1047,inv2_dc_current__1049,inv2_dc_power__1135,inv2_dc_voltage__1048,inv2_temp__1050,module_temp__1056,poa_irradiance__1055,poa_irradiance_refcell__1054,refcell_temp__1052,wind_speed__1051
2022-01-01 14:45:15,0.0,0.0,0.0,0.0,-10.22744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.6001,21.1001,-2.25236,111.2068,25.93994,-2.982015,3.769856
2022-01-01 14:50:15,0.0,0.0,0.0,0.0,-10.23686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0867,21.1001,-2.207376,111.6953,26.55029,-2.841634,3.785507
2022-01-01 14:55:15,0.0,0.0,0.0,0.0,-10.06284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.3,21.1001,-2.196751,115.1117,26.81484,-2.940308,3.765106
2022-01-01 15:00:15,0.0,0.0,0.0,0.0,-10.14698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.9001,21.1001,-2.160582,116.0883,28.22852,-2.997274,3.771357
2022-01-01 15:05:15,0.0,0.0,0.0,0.0,-10.06056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.2467,21.1001,-2.128031,126.5875,31.20931,-2.916911,3.768207
2022-01-01 15:10:15,0.0,0.0,0.0,0.0,-10.02678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.4001,21.1001,-2.078073,122.6797,30.59896,-2.730754,3.791857
2022-01-01 15:15:15,0.0,0.0,0.0,0.0,-9.601522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0067,21.1001,-2.051737,123.5957,31.12793,-2.455078,3.835708
2022-01-01 15:20:15,0.0,0.0,0.0,0.0,-9.09115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.4533,21.1001,-2.010256,134.582,34.67832,-1.779622,3.867958
2022-01-01 15:25:15,0.0,0.0,0.0,0.0,-8.806347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.1934,21.1001,-1.961881,140.5036,36.35667,-0.9637858,3.864008
2022-01-01 15:30:15,0.0,0.0,0.0,0.0,-8.930879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0467,21.15348,-1.927973,135.0706,35.97012,-0.6097818999999999,3.875458
2022-01-01 15:35:15,0.0,0.0,0.0,0.0,-8.463067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.3534,21.2002,-1.885588,122.4359,32.87761,-0.4073486,3.907009
2022-01-01 15:40:15,0.0,0.0,0.0,0.0,-8.543958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.1266,21.2002,-1.844559,130.4319,34.8917,-0.2049154,3.890709
2022-01-01 15:45:15,0.0,0.0,0.0,0.0,-8.485048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.1068,21.2002,-1.804547,157.8362,43.05006,-0.0981038399999999,3.932359
2022-01-01 15:50:15,0.0,0.0,0.0,0.0,-8.465014999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0002,21.2002,-1.763519,114.8674,30.42591,-0.05232747,3.913359
2022-01-01 15:55:15,0.0,0.0,0.0,0.0,-7.842018999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.1867,21.2002,-1.749164,90.57617,23.48861,0.02803548,3.93811
2022-01-01 16:00:15,0.0,0.0,0.0,0.0,-7.951717999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.1133,21.2002,-1.721134,94.84792,25.0651,0.0046386719999999,3.94511
2022-01-01 16:05:15,0.0,0.0,0.0,0.0,-8.735091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.4601,21.2002,-1.7113,72.32617,17.85254,-0.1632079999999999,3.93621
2022-01-01 16:10:15,0.0,0.0,0.0,0.0,-8.588357999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.2267,21.2002,-1.679878,96.67956,25.2582,-0.2740885,3.931609
2022-01-01 16:15:15,0.0,0.0,0.0,0.0,-9.118763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.6934,21.2002,-1.667446,77.33177,19.35807,-0.6972656,4.036612
2022-01-01 16:20:15,0.0,0.0,0.0,0.0,-9.266361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.9334,21.2002,-1.64484,110.3518,29.22578,-1.335083,3.899009
2022-01-01 16:25:15,0.0,0.0,0.0,0.0,-8.800931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.2333,21.2002,-1.609463,119.0195,30.51758,-1.383911,4.058612
2022-01-01 16:30:15,0.0,0.0,0.0,0.0,-9.012964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.3001,21.2002,-1.580416,117.3086,29.26647,-1.505981,3.929859
2022-01-01 16:35:15,0.0,0.0,0.0,0.0,-9.142046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.5268,21.2002,-1.555549,98.93763000000001,24.43441,-1.849813,3.895459
2022-01-01 16:40:15,0.0,0.0,0.0,0.0,-9.456088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.9467,21.2002,-1.54628,78.06406,18.39193,-2.673787,3.851858
2022-01-01 16:45:15,0.0,0.0,0.0,0.0,-9.565245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.7002,21.2002,-1.538031,69.39635,16.33708,-3.551677,3.859008
2022-01-01 16:50:15,0.0,0.0,0.0,0.0,-9.317801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.3733,21.2002,-1.535544,60.18151,13.42773,-4.035889,3.827607
2022-01-01 16:55:15,0.0,0.0,0.0,0.0,-9.604445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0333,21.2002,-1.534639,54.68737,11.52559,-4.565877,3.778857
2022-01-01 17:00:15,0.0,0.0,0.0,0.0,-9.669961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.4334,21.2002,-1.537804,65.24622,14.84154,-5.168091,3.793257
2022-01-01 17:05:15,0.0,0.0,0.0,0.0,-9.795037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0401,21.2002,-1.529552,83.00767999999998,20.04993,-5.4163,3.773707
2022-01-01 17:10:15,0.0,0.0,0.0,0.0,-9.625021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.9001,21.2002,-1.520172,72.0819,16.9375,-5.347127,3.775757
2022-01-01 17:15:15,0.0,0.0,0.0,0.0,-9.299607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.3933,21.2002,-1.521076,74.40246999999998,17.78158,-4.931071,3.751506
2022-01-01 17:20:15,0.0,0.0,0.0,0.0,-8.882367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.3134,21.2002,-1.526388,72.0819,17.16094,-4.355306,3.772357
2022-01-01 17:25:15,0.0,0.0,0.0,0.0,-8.862116999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.1468,21.2002,-1.520172,78.49062,18.31055,-3.839559,3.774107
2022-01-01 17:30:15,0.0,0.0,0.0,0.0,-8.748084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.7666,21.15348,-1.527292,79.16236999999998,18.11745,-3.43571,3.774107
2022-01-01 17:35:15,0.0,0.0,0.0,0.0,-8.690258999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.82,21.1001,-1.543116,55.11536,12.16641,-3.092896,3.751356
2022-01-01 17:40:15,0.0,0.0,0.0,0.0,-8.769852999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,21.2002,-1.554983,38.69688,7.975195,-3.188517,3.718006
2022-01-01 17:45:15,0.0,0.0,0.0,0.0,-9.398911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.44,21.1001,-1.553854,70.00755,14.83161,-3.879232,3.718356
2022-01-01 17:50:15,0.0,0.0,0.0,0.0,-9.619823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.2467,21.1001,-1.575668,67.26146,13.80423,-4.516032,3.698855
2022-01-01 17:55:15,0.0,0.0,0.0,0.0,-9.62643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.1801,21.1001,-1.596464,66.83398,13.38711,-4.797811,3.687205
2022-01-01 18:00:15,0.0,0.0,0.0,0.0,-9.707862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.5734,21.1001,-1.608107,58.34948,11.59668,-5.000244,3.868208
2022-01-01 18:05:15,0.0,0.0,0.0,0.0,-9.999165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.7735,21.1001,-1.621897,52.85729,9.877344,-5.359334,3.663505
2022-01-01 18:10:15,0.0,0.0,0.0,0.0,-10.26014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.2201,21.1001,-1.631277,45.34935,7.93457,-5.973755,3.685455
2022-01-01 18:15:15,0.0,0.0,0.0,0.0,-10.52351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.8668,21.1001,-1.670271,38.14635,6.286686,-6.675659,3.679255
2022-01-01 18:20:15,0.0,0.0,0.0,0.0,-10.67565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.2001,21.1001,-1.704406,0.0,0.5999349,-7.373495,3.624104
2022-01-01 18:25:15,0.0,0.0,0.0,0.0,-11.15982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.3868,21.0,-1.733002,0.0,-1.403874,-8.319539,3.598103
2022-01-01 18:30:15,0.0,0.0,0.0,0.0,-11.66738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.7134,21.0,-1.772222,0.0,-1.220703,-9.529053,3.565753
2022-01-01 18:35:15,0.0,0.0,0.0,0.0,-12.02582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.8668,21.0,-1.80839,0.0,-1.444499,-10.63175,3.547103
2022-01-01 18:40:15,0.0,0.0,0.0,0.0,-12.1915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.7735,21.0,-1.840942,0.0,-1.302083,-11.51575,3.536752
2022-01-01 18:45:15,0.0,0.0,0.0,0.0,-12.2254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.51338,21.0,-1.885588,0.0,-1.068359,-12.16475,3.532702
2022-01-01 18:50:15,0.0,0.0,0.0,0.0,-12.35751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.3201,21.0,-1.914975,0.0,-0.9155273,-12.77511,3.476951
2022-01-01 18:55:15,0.0,0.0,0.0,0.0,-12.59867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.68008,21.0,-1.944927,0.0,-1.403874,-13.33968,3.466751
2022-01-01 19:00:15,0.0,0.0,0.0,0.0,-13.19644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.53338,20.90015,-1.995563,0.0,-1.047591,-13.80151,3.453501
2022-01-01 19:05:15,0.0,0.0,0.0,0.0,-13.42796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.83343,20.90015,-2.038174,0.0,-0.9562826,-14.20536,3.43695
2022-01-01 19:10:15,0.0,0.0,0.0,0.0,-13.66663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25345,20.90015,-2.08508,0.0,-1.068359,-14.55632,3.4362
2022-01-01 19:15:15,0.0,0.0,0.0,0.0,-13.83264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.90015,-2.142724,0.0,-1.403874,-14.96423,3.40285
2022-01-01 19:20:15,0.0,0.0,0.0,0.0,-14.06439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.90015,-2.199238,0.0,-1.068359,-15.16667,3.4166
2022-01-01 19:25:15,0.0,0.0,0.0,0.0,-14.23765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.90015,-2.229754,0.0,-1.525879,-15.40267,3.41285
2022-01-01 19:30:15,0.0,0.0,0.0,0.0,-14.34518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.90015,-2.27067,0.0,-1.180078,-15.62443,3.386699
2022-01-01 19:35:15,0.0,0.0,0.0,0.0,-14.39326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.90015,-2.336226,0.0,-1.383464,-15.86857,3.3781
2022-01-01 19:40:15,0.0,0.0,0.0,0.0,-14.35698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.90015,-2.383471,0.0,-1.23112,-16.03235,3.380999
2022-01-01 19:45:15,0.0,0.0,0.0,0.0,-14.42575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.80005,-2.426421,0.0,-1.302083,-16.1239,3.359499
2022-01-01 19:50:15,0.0,0.0,0.0,0.0,-14.72679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.80005,-2.472537,0.0,-1.302083,-16.32633,3.362199
2022-01-01 19:55:15,0.0,0.0,0.0,0.0,-14.91154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.80005,-2.521138,0.0,-1.566634,-16.41382,3.365349
2022-01-01 20:00:15,0.0,0.0,0.0,0.0,-14.87006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.80005,-2.563523,16.11328,-1.444499,-16.40975,3.361599
2022-01-01 20:05:15,0.0,0.0,0.0,0.0,-14.90201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.80005,-2.629305,0.0,-1.678711,-16.36804,3.352849
2022-01-01 20:10:15,0.0,0.0,0.0,0.0,-14.96969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.80005,-2.679941,0.0,-1.190365,-16.49825,3.366699
2022-01-01 20:15:15,0.0,0.0,0.0,0.0,-14.92475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.80005,-2.726169,0.0,-1.678711,-16.61218,3.379699
2022-01-01 20:20:15,0.0,0.0,0.0,0.0,-14.91609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.80005,-2.790142,0.0,-1.139323,-16.63863,3.364849
2022-01-01 20:25:15,0.0,0.0,0.0,0.0,-15.11805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.80005,-2.849707,0.0,-1.220703,-16.70374,3.376249
2022-01-01 20:30:15,0.0,0.0,0.0,0.0,-15.25428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.80005,-2.896613,0.0,-1.190365,-16.78003,3.360349
2022-01-01 20:35:15,0.0,0.0,0.0,0.0,-15.22309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.80005,-2.944989,0.0,-1.302083,-16.65389,3.595703
2022-01-01 20:40:15,0.0,0.0,0.0,0.0,-15.03575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.7002,-3.00139,0.0,-1.220703,-16.37923,3.459101
2022-01-01 20:45:15,0.0,0.0,0.0,0.0,-14.89746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.7002,-3.059033,0.0,-1.220703,-16.10457,3.578003
2022-01-01 20:50:15,0.0,0.0,0.0,0.0,-14.64071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.7002,-3.109895,0.0,-1.180078,-15.80754,3.38785
2022-01-01 20:55:15,0.0,0.0,0.0,0.0,-14.4421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.7002,-3.162227,0.0,-1.444499,-15.61629,3.40685
2022-01-01 21:00:15,0.0,0.0,0.0,0.0,-14.29645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.7002,-3.213089,0.0,-1.515951,-15.47489,3.642354
2022-01-01 21:05:15,0.0,0.0,0.0,0.0,-13.90087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.7002,-3.277175,0.0,-1.444499,-15.2572,3.593753
2022-01-01 21:10:15,0.0,0.0,0.0,0.0,-13.40165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.6001,-3.32329,0.0,-1.302083,-14.80351,3.622604
2022-01-01 21:15:15,0.0,0.0,0.0,0.0,-13.5251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.6001,-3.369066,0.0,-1.942773,-14.52885,3.741456
2022-01-01 21:20:15,0.0,0.0,0.0,0.0,-13.03649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.6001,-3.420493,0.0,-1.180078,-14.24707,4.701273
2022-01-01 21:25:15,0.0,0.0,0.0,0.0,-12.58005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.6001,-3.46367,0.0,-1.637956,-13.82695,3.543002
2022-01-01 21:30:15,0.0,0.0,0.0,0.0,-12.0204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.6001,-3.530129,0.0,-1.637956,-13.39563,3.766757
2022-01-01 21:35:15,0.0,0.0,0.0,0.0,-12.09924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.6001,-3.580992,0.0,-1.607259,-13.23185,4.250865
2022-01-01 21:40:15,0.0,0.0,0.0,0.0,-11.86392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.6001,-3.608683,0.0,-1.190365,-13.01111,4.281466
2022-01-01 21:45:15,0.0,0.0,0.0,0.0,-10.8238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.6001,-3.688028,0.0,-1.515951,-12.44552,5.660391
2022-01-01 21:50:15,0.0,0.0,0.0,0.0,-10.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.6001,-3.754149,0.0,-1.302083,-11.6602,5.216383
2022-01-01 21:55:15,0.0,0.0,0.0,0.0,-9.662599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.5,-3.834172,0.0,-1.607259,-11.18005,5.299284
2022-01-01 22:00:15,0.0,0.0,0.0,0.0,-9.444717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.5,-3.902214,0.0,-1.556576,-10.92371,5.152132
2022-01-01 22:05:15,0.0,0.0,0.0,0.0,-9.337727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.5,-3.947764,0.0,-1.078288,-10.764,5.538789
2022-01-01 22:10:15,0.0,0.0,0.0,0.0,-9.329606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.5,-4.007103,0.0,-1.108984,-10.68669,6.791262
2022-01-01 22:15:15,0.0,0.0,0.0,0.0,-9.260299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.5,-4.046663,0.0,-1.403874,-10.47001,5.457387
2022-01-01 22:20:15,0.0,0.0,0.0,0.0,-9.218174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.5,-4.088821,0.0,-1.668294,-10.34794,5.312284
2022-01-01 22:25:15,0.0,0.0,0.0,0.0,-9.195434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.5,-4.111088,0.0,-0.986849,-10.26453,5.56214
2022-01-01 22:30:15,0.0,0.0,0.0,0.0,-9.047833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.5,-4.150987,0.0,-1.383464,-10.06209,4.674623
2022-01-01 22:35:15,0.0,0.0,0.0,0.0,-9.04545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.5,-4.175852,0.0,-1.627669,-10.00818,5.61304
2022-01-01 22:40:15,0.0,0.0,0.0,0.0,-8.849664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.210326,0.0,-1.403874,-9.840332,5.499537
2022-01-01 22:45:15,0.0,0.0,0.0,0.0,-8.824536999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.44675,-4.264805,0.0,-1.475195,-9.780314,4.563371
2022-01-01 22:50:15,0.0,0.0,0.0,0.0,-8.794974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.5,-4.276108,0.0,-0.9562826,-9.798625,5.270484
2022-01-01 22:55:15,0.0,0.0,0.0,0.0,-8.817933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.303799,0.0,-0.9969075,-9.734538,5.354985
2022-01-01 23:00:15,0.0,0.0,0.0,0.0,-8.720797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.333185,0.0,-1.403874,-9.684692,5.577139
2022-01-01 23:05:15,0.0,0.0,0.0,0.0,-8.626041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.5,-4.353869,0.0,-1.525879,-9.58907,5.551139
2022-01-01 23:10:15,0.0,0.0,0.0,0.0,-8.597886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.358391,0.0,-1.403874,-9.565674,5.431487
2022-01-01 23:15:15,0.0,0.0,0.0,0.0,-8.726751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.396142,0.0,-1.180078,-9.608398,4.970528
2022-01-01 23:20:15,0.0,0.0,0.0,0.0,-8.713216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.40688,0.0,-1.475195,-9.597209,5.901395
2022-01-01 23:25:15,0.0,0.0,0.0,0.0,-8.797359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.407784,0.0,-1.79043,-9.703003,5.278984
2022-01-01 23:30:15,0.0,0.0,0.0,0.0,-8.927955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.420217,0.0,-1.586914,-9.788452,7.024516
2022-01-01 23:35:15,0.0,0.0,0.0,0.0,-9.064294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.430954,0.0,-1.23112,-9.880005,5.875745
2022-01-01 23:40:15,0.0,0.0,0.0,0.0,-9.065161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.45695,0.0,-1.749674,-9.989868,6.1514
2022-01-01 23:45:15,0.0,0.0,0.0,0.0,-9.029964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.465653,0.0,-1.302083,-10.06616,7.064517
2022-01-01 23:50:15,0.0,0.0,0.0,0.0,-9.064618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.469948,0.0,-1.119043,-10.1272,6.229251
2022-01-01 23:55:15,0.0,0.0,0.0,0.0,-9.087575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.468592,0.0,-1.098568,-10.09668,6.045248
2022-01-02 00:00:15,0.0,0.0,0.0,0.0,-9.039494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.489728,0.0,-1.87168,-10.10075,7.332671999999999
2022-01-02 00:05:15,0.0,0.0,0.0,0.0,-9.092448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.502726,0.0,-1.342839,-10.18823,6.67451
2022-01-02 00:10:15,0.0,0.0,0.0,0.0,-8.976362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.35344,-4.510299,0.0,-1.068359,-10.23808,10.14322
2022-01-02 00:15:15,0.0,0.0,0.0,0.0,-8.953295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.511542,0.0,-1.444499,-10.31844,8.006534
2022-01-02 00:20:15,0.0,0.0,0.0,0.0,-8.908139999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.551101,0.0,-1.678711,-10.50053,7.137318
2022-01-02 00:25:15,0.0,0.0,0.0,0.0,-8.732165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.569412,0.0,-1.220703,-10.48527,6.461306
2022-01-02 00:30:15,0.0,0.0,0.0,0.0,-8.742995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.40015,-4.586366,0.0,-1.220703,-10.34794,7.527425
2022-01-02 00:35:15,0.0,0.0,0.0,0.0,-8.725666999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.30005,-4.595069,0.0,-1.566634,-9.726399,6.125649
2022-01-02 00:40:15,0.0,0.0,0.0,0.0,-8.588357999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.30005,-4.62276,0.0,-1.220703,-9.629761,5.088881
2022-01-02 00:45:15,0.0,0.0,0.0,0.0,-8.596479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.30005,-4.637794,0.0,-1.302083,-9.310344,8.808697999999998
2022-01-02 00:50:15,0.0,0.0,0.0,0.0,-8.535946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.30005,-4.645705,0.0,-1.068359,-9.149617,10.13072
2022-01-02 00:55:15,0.0,0.0,0.0,0.0,-8.485048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.30005,-4.680517,0.0,-1.444499,-9.039754,6.68056
2022-01-02 01:00:15,0.0,0.0,0.0,0.0,-8.334415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.30005,-4.688316,0.0,-0.9562826,-9.005167999999998,8.788197999999998
2022-01-02 01:05:15,0.0,0.0,0.0,0.0,-8.317629999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.30005,-4.726859,0.0,-1.159668,-8.826131,7.177019
2022-01-02 01:10:15,0.0,0.0,0.0,0.0,-8.095095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.30005,-4.721433,0.0,-1.119043,-8.746785,7.476174
2022-01-02 01:15:15,0.0,0.0,0.0,0.0,-8.094338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.30005,-4.762123,0.0,-1.302083,-8.665405,7.226669
2022-01-02 01:20:15,0.0,0.0,0.0,0.0,-8.052969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.30005,-4.788458,0.0,-1.637956,-8.532146,6.636159
2022-01-02 01:25:15,0.0,0.0,0.0,0.0,-7.928328999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.30005,-4.792414,0.0,-1.525879,-8.551472999999998,7.332572
2022-01-02 01:30:15,0.0,0.0,0.0,0.0,-7.836064999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.30005,-4.800778,0.0,-0.966211,-8.448729999999998,9.345708
2022-01-02 01:35:15,0.0,0.0,0.0,0.0,-7.898871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.600098,20.30005,-4.811855,0.0,-1.180078,-8.238158999999998,6.836512
