utc_measured_on,ac_energy_inv_16425,local_measured_on
2011-06-29 23:40:00,50633.0,2011-06-29 19:40:00
2011-06-29 23:45:00,50647.0,2011-06-29 19:45:00
2011-06-29 23:50:00,50660.0,2011-06-29 19:50:00
2011-06-29 23:55:00,50672.0,2011-06-29 19:55:00
2011-06-30 00:00:00,50682.0,2011-06-29 20:00:00
2011-06-30 00:05:00,50691.0,2011-06-29 20:05:00
2011-06-30 00:10:00,50698.0,2011-06-29 20:10:00
2011-06-30 00:15:00,50703.0,2011-06-29 20:15:00
2011-06-30 00:20:00,50705.0,2011-06-29 20:20:00
2011-06-30 00:25:00,50707.0,2011-06-29 20:25:00
2011-06-30 00:30:00,50707.0,2011-06-29 20:30:00
2011-06-30 09:45:00,0.0,2011-06-30 05:45:00
2011-06-30 09:50:00,1.0,2011-06-30 05:50:00
2011-06-30 09:55:00,4.0,2011-06-30 05:55:00
2011-06-30 10:00:00,9.0,2011-06-30 06:00:00
