utc_measured_on,ac_energy_inv_16425,local_measured_on
2011-06-23 10:00:00,6.0,2011-06-23 06:00:00
2011-06-23 10:10:00,17.0,2011-06-23 06:10:00
2011-06-23 10:20:00,40.0,2011-06-23 06:20:00
2011-06-23 10:30:00,91.0,2011-06-23 06:30:00
2011-06-23 10:40:00,143.0,2011-06-23 06:40:00
2011-06-23 10:50:00,209.0,2011-06-23 06:50:00
2011-06-23 11:00:00,282.0,2011-06-23 07:00:00
2011-06-23 11:10:00,395.0,2011-06-23 07:10:00
2011-06-23 11:20:00,513.0,2011-06-23 07:20:00
2011-06-23 11:30:00,611.0,2011-06-23 07:30:00
2011-06-23 11:40:00,708.0,2011-06-23 07:40:00
2011-06-23 11:50:00,794.0,2011-06-23 07:50:00
2011-06-23 12:00:00,859.0,2011-06-23 08:00:00
2011-06-23 12:10:00,932.0,2011-06-23 08:10:00
2011-06-23 12:20:00,1018.0,2011-06-23 08:20:00
2011-06-23 12:30:00,1133.0,2011-06-23 08:30:00
2011-06-23 12:40:00,1258.0,2011-06-23 08:40:00
2011-06-23 12:50:00,1416.0,2011-06-23 08:50:00
2011-06-23 13:00:00,1565.0,2011-06-23 09:00:00
2011-06-23 13:10:00,1764.0,2011-06-23 09:10:00
2011-06-23 13:20:00,2020.0,2011-06-23 09:20:00
2011-06-23 13:30:00,2334.0,2011-06-23 09:30:00
2011-06-23 13:40:00,2647.0,2011-06-23 09:40:00
2011-06-23 13:50:00,2901.0,2011-06-23 09:50:00
2011-06-23 14:00:00,3137.0,2011-06-23 10:00:00
2011-06-23 14:10:00,3402.0,2011-06-23 10:10:00
2011-06-23 14:20:00,3666.0,2011-06-23 10:20:00
2011-06-23 14:30:00,3912.0,2011-06-23 10:30:00
2011-06-23 14:40:00,4236.0,2011-06-23 10:40:00
2011-06-23 14:50:00,4551.0,2011-06-23 10:50:00
2011-06-23 15:00:00,5049.0,2011-06-23 11:00:00
2011-06-23 15:10:00,5465.0,2011-06-23 11:10:00
2011-06-23 15:20:00,5802.0,2011-06-23 11:20:00
2011-06-23 15:30:00,6141.0,2011-06-23 11:30:00
2011-06-23 15:40:00,6549.0,2011-06-23 11:40:00
2011-06-23 15:50:00,7046.0,2011-06-23 11:50:00
2011-06-23 16:00:00,7687.0,2011-06-23 12:00:00
2011-06-23 16:10:00,8363.0,2011-06-23 12:10:00
2011-06-23 16:20:00,8940.0,2011-06-23 12:20:00
2011-06-23 16:30:00,9604.0,2011-06-23 12:30:00
2011-06-23 16:40:00,10302.0,2011-06-23 12:40:00
2011-06-23 16:50:00,10901.0,2011-06-23 12:50:00
2011-06-23 17:00:00,11442.0,2011-06-23 13:00:00
2011-06-23 17:10:00,12060.0,2011-06-23 13:10:00
2011-06-23 17:20:00,12798.0,2011-06-23 13:20:00
2011-06-23 17:30:00,13780.0,2011-06-23 13:30:00
2011-06-23 17:40:00,14717.0,2011-06-23 13:40:00
2011-06-23 17:50:00,15556.0,2011-06-23 13:50:00
2011-06-23 18:00:00,16206.0,2011-06-23 14:00:00
2011-06-23 18:10:00,16852.0,2011-06-23 14:10:00
2011-06-23 18:20:00,17167.0,2011-06-23 14:20:00
2011-06-23 18:30:00,17713.0,2011-06-23 14:30:00
2011-06-23 18:40:00,18118.0,2011-06-23 14:40:00
2011-06-23 18:50:00,18481.0,2011-06-23 14:50:00
2011-06-23 19:00:00,18917.0,2011-06-23 15:00:00
2011-06-23 19:10:00,19254.0,2011-06-23 15:10:00
2011-06-23 19:20:00,19429.0,2011-06-23 15:20:00
2011-06-23 19:30:00,19559.0,2011-06-23 15:30:00
2011-06-23 19:40:00,19771.0,2011-06-23 15:40:00
2011-06-23 19:50:00,20164.0,2011-06-23 15:50:00
2011-06-23 20:00:00,20518.0,2011-06-23 16:00:00
2011-06-23 20:10:00,20829.0,2011-06-23 16:10:00
2011-06-23 20:20:00,21112.0,2011-06-23 16:20:00
2011-06-23 20:30:00,21418.0,2011-06-23 16:30:00
2011-06-23 20:40:00,21729.0,2011-06-23 16:40:00
2011-06-23 20:50:00,22027.0,2011-06-23 16:50:00
2011-06-23 21:00:00,22300.0,2011-06-23 17:00:00
2011-06-23 21:10:00,22562.0,2011-06-23 17:10:00
2011-06-23 21:20:00,22787.0,2011-06-23 17:20:00
2011-06-23 21:30:00,22999.0,2011-06-23 17:30:00
2011-06-23 21:40:00,23227.0,2011-06-23 17:40:00
2011-06-23 21:50:00,23435.0,2011-06-23 17:50:00
2011-06-23 22:00:00,23625.0,2011-06-23 18:00:00
2011-06-23 22:10:00,23814.0,2011-06-23 18:10:00
2011-06-23 22:20:00,24092.0,2011-06-23 18:20:00
2011-06-23 22:30:00,24189.0,2011-06-23 18:30:00
2011-06-23 22:40:00,24387.0,2011-06-23 18:40:00
2011-06-23 22:50:00,24535.0,2011-06-23 18:50:00
2011-06-23 23:00:00,24645.0,2011-06-23 19:00:00
2011-06-23 23:10:00,24779.0,2011-06-23 19:10:00
2011-06-23 23:20:00,24862.0,2011-06-23 19:20:00
2011-06-23 23:30:00,24928.0,2011-06-23 19:30:00
2011-06-23 23:40:00,24999.0,2011-06-23 19:40:00
2011-06-23 23:50:00,25050.0,2011-06-23 19:50:00
2011-06-24 00:00:00,25085.0,2011-06-23 20:00:00
2011-06-24 00:10:00,25115.0,2011-06-23 20:10:00
2011-06-24 00:20:00,25136.0,2011-06-23 20:20:00
2011-06-24 00:30:00,25143.0,2011-06-23 20:30:00
2011-06-24 10:10:00,0.0,2011-06-24 06:10:00
2011-06-24 10:15:00,2.0,2011-06-24 06:15:00
2011-06-24 10:20:00,6.0,2011-06-24 06:20:00
2011-06-24 10:25:00,10.0,2011-06-24 06:25:00
2011-06-24 10:30:00,15.0,2011-06-24 06:30:00
2011-06-24 10:35:00,23.0,2011-06-24 06:35:00
2011-06-24 10:40:00,30.0,2011-06-24 06:40:00
2011-06-24 10:45:00,42.0,2011-06-24 06:45:00
2011-06-24 10:50:00,62.0,2011-06-24 06:50:00
2011-06-24 10:55:00,85.0,2011-06-24 06:55:00
2011-06-24 11:00:00,108.0,2011-06-24 07:00:00
2011-06-24 11:05:00,137.0,2011-06-24 07:05:00
2011-06-24 11:10:00,167.0,2011-06-24 07:10:00
2011-06-24 11:15:00,200.0,2011-06-24 07:15:00
2011-06-24 11:20:00,234.0,2011-06-24 07:20:00
2011-06-24 11:25:00,276.0,2011-06-24 07:25:00
2011-06-24 11:30:00,325.0,2011-06-24 07:30:00
2011-06-24 11:35:00,404.0,2011-06-24 07:35:00
2011-06-24 11:40:00,461.0,2011-06-24 07:40:00
2011-06-24 11:45:00,514.0,2011-06-24 07:45:00
2011-06-24 11:50:00,652.0,2011-06-24 07:50:00
2011-06-24 11:55:00,799.0,2011-06-24 07:55:00
2011-06-24 12:00:00,933.0,2011-06-24 08:00:00
2011-06-24 12:05:00,1126.0,2011-06-24 08:05:00
2011-06-24 12:10:00,1331.0,2011-06-24 08:10:00
2011-06-24 12:15:00,1503.0,2011-06-24 08:15:00
2011-06-24 12:20:00,1685.0,2011-06-24 08:20:00
2011-06-24 12:25:00,1915.0,2011-06-24 08:25:00
2011-06-24 12:30:00,2086.0,2011-06-24 08:30:00
2011-06-24 12:35:00,2197.0,2011-06-24 08:35:00
2011-06-24 12:40:00,2296.0,2011-06-24 08:40:00
2011-06-24 12:45:00,2410.0,2011-06-24 08:45:00
2011-06-24 12:50:00,2518.0,2011-06-24 08:50:00
2011-06-24 12:55:00,2642.0,2011-06-24 08:55:00
2011-06-24 13:00:00,2790.0,2011-06-24 09:00:00
2011-06-24 13:05:00,2954.0,2011-06-24 09:05:00
2011-06-24 13:10:00,3143.0,2011-06-24 09:10:00
2011-06-24 13:15:00,3315.0,2011-06-24 09:15:00
2011-06-24 13:20:00,3642.0,2011-06-24 09:20:00
2011-06-24 13:25:00,4043.0,2011-06-24 09:25:00
2011-06-24 13:30:00,4464.0,2011-06-24 09:30:00
2011-06-24 13:35:00,4786.0,2011-06-24 09:35:00
2011-06-24 13:40:00,5024.0,2011-06-24 09:40:00
2011-06-24 13:45:00,5390.0,2011-06-24 09:45:00
2011-06-24 13:50:00,5786.0,2011-06-24 09:50:00
2011-06-24 13:55:00,6148.0,2011-06-24 09:55:00
2011-06-24 14:00:00,6463.0,2011-06-24 10:00:00
2011-06-24 14:05:00,6770.0,2011-06-24 10:05:00
2011-06-24 14:10:00,7121.0,2011-06-24 10:10:00
2011-06-24 14:15:00,7487.0,2011-06-24 10:15:00
2011-06-24 14:20:00,7966.0,2011-06-24 10:20:00
2011-06-24 14:25:00,8350.0,2011-06-24 10:25:00
2011-06-24 14:30:00,8621.0,2011-06-24 10:30:00
2011-06-24 14:35:00,8958.0,2011-06-24 10:35:00
2011-06-24 14:40:00,9423.0,2011-06-24 10:40:00
2011-06-24 14:45:00,9855.0,2011-06-24 10:45:00
2011-06-24 14:50:00,10247.0,2011-06-24 10:50:00
2011-06-24 14:55:00,10616.0,2011-06-24 10:55:00
2011-06-24 15:00:00,10989.0,2011-06-24 11:00:00
2011-06-24 15:05:00,11377.0,2011-06-24 11:05:00
2011-06-24 15:10:00,11736.0,2011-06-24 11:10:00
2011-06-24 15:15:00,12042.0,2011-06-24 11:15:00
2011-06-24 15:20:00,12316.0,2011-06-24 11:20:00
2011-06-24 15:25:00,12563.0,2011-06-24 11:25:00
2011-06-24 15:30:00,12888.0,2011-06-24 11:30:00
2011-06-24 15:35:00,13208.0,2011-06-24 11:35:00
2011-06-24 15:40:00,13513.0,2011-06-24 11:40:00
2011-06-24 15:45:00,13750.0,2011-06-24 11:45:00
2011-06-24 15:50:00,14215.0,2011-06-24 11:50:00
2011-06-24 15:55:00,14764.0,2011-06-24 11:55:00
2011-06-24 16:00:00,15151.0,2011-06-24 12:00:00
2011-06-24 16:05:00,15522.0,2011-06-24 12:05:00
2011-06-24 16:10:00,15921.0,2011-06-24 12:10:00
2011-06-24 16:15:00,16357.0,2011-06-24 12:15:00
2011-06-24 16:20:00,16836.0,2011-06-24 12:20:00
2011-06-24 16:25:00,17310.0,2011-06-24 12:25:00
2011-06-24 16:30:00,17720.0,2011-06-24 12:30:00
2011-06-24 16:35:00,18214.0,2011-06-24 12:35:00
2011-06-24 16:40:00,18721.0,2011-06-24 12:40:00
2011-06-24 16:45:00,19131.0,2011-06-24 12:45:00
2011-06-24 16:50:00,19590.0,2011-06-24 12:50:00
2011-06-24 16:55:00,20121.0,2011-06-24 12:55:00
2011-06-24 17:00:00,20667.0,2011-06-24 13:00:00
2011-06-24 17:05:00,21201.0,2011-06-24 13:05:00
2011-06-24 17:10:00,21730.0,2011-06-24 13:10:00
2011-06-24 17:15:00,22251.0,2011-06-24 13:15:00
2011-06-24 17:20:00,22775.0,2011-06-24 13:20:00
2011-06-24 17:25:00,23297.0,2011-06-24 13:25:00
2011-06-24 17:30:00,23821.0,2011-06-24 13:30:00
2011-06-24 17:35:00,24343.0,2011-06-24 13:35:00
2011-06-24 17:40:00,24860.0,2011-06-24 13:40:00
2011-06-24 17:45:00,25311.0,2011-06-24 13:45:00
2011-06-24 17:50:00,25570.0,2011-06-24 13:50:00
2011-06-24 17:55:00,25869.0,2011-06-24 13:55:00
2011-06-24 18:00:00,26360.0,2011-06-24 14:00:00
2011-06-24 18:05:00,26730.0,2011-06-24 14:05:00
2011-06-24 18:10:00,27070.0,2011-06-24 14:10:00
2011-06-24 18:15:00,27490.0,2011-06-24 14:15:00
2011-06-24 18:20:00,27768.0,2011-06-24 14:20:00
2011-06-24 18:25:00,28045.0,2011-06-24 14:25:00
2011-06-24 18:30:00,28449.0,2011-06-24 14:30:00
2011-06-24 18:35:00,28842.0,2011-06-24 14:35:00
2011-06-24 18:40:00,29226.0,2011-06-24 14:40:00
2011-06-24 18:45:00,29660.0,2011-06-24 14:45:00
2011-06-24 18:50:00,30090.0,2011-06-24 14:50:00
2011-06-24 18:55:00,30513.0,2011-06-24 14:55:00
2011-06-24 19:00:00,30796.0,2011-06-24 15:00:00
2011-06-24 19:05:00,31049.0,2011-06-24 15:05:00
2011-06-24 19:10:00,31303.0,2011-06-24 15:10:00
2011-06-24 19:15:00,31457.0,2011-06-24 15:15:00
2011-06-24 19:20:00,31655.0,2011-06-24 15:20:00
2011-06-24 19:25:00,31905.0,2011-06-24 15:25:00
2011-06-24 19:30:00,32244.0,2011-06-24 15:30:00
2011-06-24 19:35:00,32675.0,2011-06-24 15:35:00
2011-06-24 19:40:00,33120.0,2011-06-24 15:40:00
2011-06-24 19:45:00,33564.0,2011-06-24 15:45:00
2011-06-24 19:50:00,33950.0,2011-06-24 15:50:00
2011-06-24 19:55:00,34187.0,2011-06-24 15:55:00
2011-06-24 20:00:00,34295.0,2011-06-24 16:00:00
2011-06-24 20:05:00,34348.0,2011-06-24 16:05:00
2011-06-24 20:10:00,34431.0,2011-06-24 16:10:00
2011-06-24 20:15:00,34592.0,2011-06-24 16:15:00
2011-06-24 20:20:00,34888.0,2011-06-24 16:20:00
2011-06-24 20:25:00,35230.0,2011-06-24 16:25:00
2011-06-24 20:30:00,35493.0,2011-06-24 16:30:00
2011-06-24 20:35:00,35773.0,2011-06-24 16:35:00
2011-06-24 20:40:00,36052.0,2011-06-24 16:40:00
2011-06-24 20:45:00,36295.0,2011-06-24 16:45:00
2011-06-24 20:50:00,36554.0,2011-06-24 16:50:00
2011-06-24 20:55:00,36823.0,2011-06-24 16:55:00
2011-06-24 21:00:00,37091.0,2011-06-24 17:00:00
2011-06-24 21:05:00,37329.0,2011-06-24 17:05:00
2011-06-24 21:10:00,37540.0,2011-06-24 17:10:00
2011-06-24 21:15:00,37727.0,2011-06-24 17:15:00
2011-06-24 21:20:00,37901.0,2011-06-24 17:20:00
2011-06-24 21:25:00,38077.0,2011-06-24 17:25:00
2011-06-24 21:30:00,38247.0,2011-06-24 17:30:00
2011-06-24 21:35:00,38383.0,2011-06-24 17:35:00
2011-06-24 21:40:00,38468.0,2011-06-24 17:40:00
2011-06-24 21:45:00,38545.0,2011-06-24 17:45:00
2011-06-24 21:50:00,38647.0,2011-06-24 17:50:00
2011-06-24 21:55:00,38768.0,2011-06-24 17:55:00
2011-06-24 22:00:00,38891.0,2011-06-24 18:00:00
2011-06-24 22:05:00,38994.0,2011-06-24 18:05:00
2011-06-24 22:10:00,39098.0,2011-06-24 18:10:00
2011-06-24 22:15:00,39195.0,2011-06-24 18:15:00
2011-06-24 22:20:00,39270.0,2011-06-24 18:20:00
2011-06-24 22:25:00,39339.0,2011-06-24 18:25:00
2011-06-24 22:30:00,39399.0,2011-06-24 18:30:00
2011-06-24 22:35:00,39452.0,2011-06-24 18:35:00
2011-06-24 22:40:00,39509.0,2011-06-24 18:40:00
2011-06-24 22:45:00,39567.0,2011-06-24 18:45:00
2011-06-24 22:50:00,39619.0,2011-06-24 18:50:00
2011-06-24 22:55:00,39662.0,2011-06-24 18:55:00
2011-06-24 23:00:00,39694.0,2011-06-24 19:00:00
2011-06-24 23:05:00,39720.0,2011-06-24 19:05:00
2011-06-24 23:10:00,39742.0,2011-06-24 19:10:00
2011-06-24 23:15:00,39763.0,2011-06-24 19:15:00
2011-06-24 23:20:00,39787.0,2011-06-24 19:20:00
2011-06-24 23:25:00,39815.0,2011-06-24 19:25:00
2011-06-24 23:30:00,39840.0,2011-06-24 19:30:00
2011-06-24 23:35:00,39859.0,2011-06-24 19:35:00
2011-06-24 23:40:00,39875.0,2011-06-24 19:40:00
2011-06-24 23:45:00,39888.0,2011-06-24 19:45:00
2011-06-24 23:50:00,39899.0,2011-06-24 19:50:00
2011-06-24 23:55:00,39908.0,2011-06-24 19:55:00
2011-06-25 00:00:00,39916.0,2011-06-24 20:00:00
2011-06-25 00:05:00,39922.0,2011-06-24 20:05:00
2011-06-25 00:10:00,39927.0,2011-06-24 20:10:00
2011-06-25 00:15:00,39931.0,2011-06-24 20:15:00
2011-06-25 00:20:00,39934.0,2011-06-24 20:20:00
2011-06-25 00:25:00,39935.0,2011-06-24 20:25:00
2011-06-25 09:45:00,0.0,2011-06-25 05:45:00
2011-06-25 09:50:00,2.0,2011-06-25 05:50:00
2011-06-25 09:55:00,6.0,2011-06-25 05:55:00
2011-06-25 10:00:00,12.0,2011-06-25 06:00:00
2011-06-25 10:05:00,21.0,2011-06-25 06:05:00
2011-06-25 10:10:00,31.0,2011-06-25 06:10:00
2011-06-25 10:15:00,43.0,2011-06-25 06:15:00
2011-06-25 10:20:00,58.0,2011-06-25 06:20:00
2011-06-25 10:25:00,77.0,2011-06-25 06:25:00
2011-06-25 10:30:00,97.0,2011-06-25 06:30:00
2011-06-25 10:35:00,124.0,2011-06-25 06:35:00
2011-06-25 10:40:00,160.0,2011-06-25 06:40:00
2011-06-25 10:45:00,204.0,2011-06-25 06:45:00
2011-06-25 10:50:00,261.0,2011-06-25 06:50:00
2011-06-25 10:55:00,328.0,2011-06-25 06:55:00
2011-06-25 11:00:00,404.0,2011-06-25 07:00:00
2011-06-25 11:05:00,489.0,2011-06-25 07:05:00
2011-06-25 11:10:00,582.0,2011-06-25 07:10:00
2011-06-25 11:15:00,680.0,2011-06-25 07:15:00
2011-06-25 11:20:00,780.0,2011-06-25 07:20:00
2011-06-25 11:25:00,900.0,2011-06-25 07:25:00
2011-06-25 11:30:00,1031.0,2011-06-25 07:30:00
2011-06-25 11:35:00,1173.0,2011-06-25 07:35:00
2011-06-25 11:40:00,1325.0,2011-06-25 07:40:00
2011-06-25 11:45:00,1488.0,2011-06-25 07:45:00
2011-06-25 11:50:00,1664.0,2011-06-25 07:50:00
2011-06-25 11:55:00,1853.0,2011-06-25 07:55:00
2011-06-25 12:00:00,2054.0,2011-06-25 08:00:00
2011-06-25 12:05:00,2268.0,2011-06-25 08:05:00
2011-06-25 12:10:00,2492.0,2011-06-25 08:10:00
2011-06-25 12:15:00,2726.0,2011-06-25 08:15:00
2011-06-25 12:20:00,2973.0,2011-06-25 08:20:00
2011-06-25 12:25:00,3232.0,2011-06-25 08:25:00
2011-06-25 12:30:00,3502.0,2011-06-25 08:30:00
2011-06-25 12:35:00,3784.0,2011-06-25 08:35:00
2011-06-25 12:40:00,4077.0,2011-06-25 08:40:00
2011-06-25 12:45:00,4379.0,2011-06-25 08:45:00
2011-06-25 12:50:00,4690.0,2011-06-25 08:50:00
2011-06-25 12:55:00,5011.0,2011-06-25 08:55:00
2011-06-25 13:00:00,5339.0,2011-06-25 09:00:00
2011-06-25 13:05:00,5677.0,2011-06-25 09:05:00
2011-06-25 13:10:00,6027.0,2011-06-25 09:10:00
2011-06-25 13:15:00,6385.0,2011-06-25 09:15:00
2011-06-25 13:20:00,6750.0,2011-06-25 09:20:00
2011-06-25 13:25:00,7129.0,2011-06-25 09:25:00
2011-06-25 13:30:00,7522.0,2011-06-25 09:30:00
2011-06-25 13:35:00,7914.0,2011-06-25 09:35:00
2011-06-25 13:40:00,8316.0,2011-06-25 09:40:00
2011-06-25 13:45:00,8717.0,2011-06-25 09:45:00
2011-06-25 13:50:00,9128.0,2011-06-25 09:50:00
2011-06-25 13:55:00,9548.0,2011-06-25 09:55:00
2011-06-25 14:00:00,9887.0,2011-06-25 10:00:00
2011-06-25 14:05:00,10251.0,2011-06-25 10:05:00
2011-06-25 14:10:00,10697.0,2011-06-25 10:10:00
2011-06-25 14:15:00,11148.0,2011-06-25 10:15:00
2011-06-25 14:20:00,11611.0,2011-06-25 10:20:00
2011-06-25 14:25:00,11998.0,2011-06-25 10:25:00
2011-06-25 14:30:00,12475.0,2011-06-25 10:30:00
2011-06-25 14:35:00,12947.0,2011-06-25 10:35:00
2011-06-25 14:40:00,13454.0,2011-06-25 10:40:00
2011-06-25 14:45:00,13849.0,2011-06-25 10:45:00
2011-06-25 14:50:00,14082.0,2011-06-25 10:50:00
2011-06-25 14:55:00,14241.0,2011-06-25 10:55:00
2011-06-25 15:00:00,14644.0,2011-06-25 11:00:00
2011-06-25 15:05:00,15179.0,2011-06-25 11:05:00
2011-06-25 15:10:00,15567.0,2011-06-25 11:10:00
2011-06-25 15:15:00,16041.0,2011-06-25 11:15:00
2011-06-25 15:20:00,16520.0,2011-06-25 11:20:00
2011-06-25 15:25:00,17047.0,2011-06-25 11:25:00
2011-06-25 15:30:00,17280.0,2011-06-25 11:30:00
2011-06-25 15:35:00,17498.0,2011-06-25 11:35:00
2011-06-25 15:40:00,17694.0,2011-06-25 11:40:00
2011-06-25 15:45:00,17903.0,2011-06-25 11:45:00
2011-06-25 15:50:00,18369.0,2011-06-25 11:50:00
2011-06-25 15:55:00,18927.0,2011-06-25 11:55:00
2011-06-25 16:00:00,19312.0,2011-06-25 12:00:00
2011-06-25 16:05:00,19622.0,2011-06-25 12:05:00
2011-06-25 16:10:00,19855.0,2011-06-25 12:10:00
2011-06-25 16:15:00,20074.0,2011-06-25 12:15:00
2011-06-25 16:20:00,20334.0,2011-06-25 12:20:00
2011-06-25 16:25:00,20502.0,2011-06-25 12:25:00
2011-06-25 16:30:00,20657.0,2011-06-25 12:30:00
2011-06-25 16:35:00,20806.0,2011-06-25 12:35:00
2011-06-25 16:40:00,20988.0,2011-06-25 12:40:00
2011-06-25 16:45:00,21170.0,2011-06-25 12:45:00
2011-06-25 16:50:00,21498.0,2011-06-25 12:50:00
2011-06-25 16:55:00,21846.0,2011-06-25 12:55:00
2011-06-25 17:00:00,22138.0,2011-06-25 13:00:00
2011-06-25 17:05:00,22653.0,2011-06-25 13:05:00
2011-06-25 17:10:00,22902.0,2011-06-25 13:10:00
2011-06-25 17:15:00,23073.0,2011-06-25 13:15:00
2011-06-25 17:20:00,23236.0,2011-06-25 13:20:00
2011-06-25 17:25:00,23411.0,2011-06-25 13:25:00
2011-06-25 17:30:00,23746.0,2011-06-25 13:30:00
2011-06-25 17:35:00,24110.0,2011-06-25 13:35:00
2011-06-25 17:40:00,24334.0,2011-06-25 13:40:00
2011-06-25 17:45:00,24642.0,2011-06-25 13:45:00
2011-06-25 17:50:00,25094.0,2011-06-25 13:50:00
2011-06-25 17:55:00,25616.0,2011-06-25 13:55:00
2011-06-25 18:00:00,26004.0,2011-06-25 14:00:00
2011-06-25 18:05:00,26309.0,2011-06-25 14:05:00
2011-06-25 18:10:00,26642.0,2011-06-25 14:10:00
2011-06-25 18:15:00,27133.0,2011-06-25 14:15:00
2011-06-25 18:20:00,27510.0,2011-06-25 14:20:00
2011-06-25 18:25:00,27712.0,2011-06-25 14:25:00
2011-06-25 18:30:00,27898.0,2011-06-25 14:30:00
2011-06-25 18:35:00,28061.0,2011-06-25 14:35:00
2011-06-25 18:40:00,28246.0,2011-06-25 14:40:00
2011-06-25 18:45:00,28455.0,2011-06-25 14:45:00
2011-06-25 18:50:00,28689.0,2011-06-25 14:50:00
2011-06-25 18:55:00,28970.0,2011-06-25 14:55:00
2011-06-25 19:00:00,29404.0,2011-06-25 15:00:00
2011-06-25 19:05:00,29824.0,2011-06-25 15:05:00
2011-06-25 19:10:00,30172.0,2011-06-25 15:10:00
2011-06-25 19:15:00,30395.0,2011-06-25 15:15:00
2011-06-25 19:20:00,30554.0,2011-06-25 15:20:00
2011-06-25 19:25:00,30730.0,2011-06-25 15:25:00
2011-06-25 19:30:00,31129.0,2011-06-25 15:30:00
2011-06-25 19:35:00,31567.0,2011-06-25 15:35:00
2011-06-25 19:40:00,31970.0,2011-06-25 15:40:00
2011-06-25 19:45:00,32246.0,2011-06-25 15:45:00
2011-06-25 19:50:00,32607.0,2011-06-25 15:50:00
2011-06-25 19:55:00,32866.0,2011-06-25 15:55:00
2011-06-25 20:00:00,33116.0,2011-06-25 16:00:00
2011-06-25 20:05:00,33334.0,2011-06-25 16:05:00
2011-06-25 20:10:00,33695.0,2011-06-25 16:10:00
2011-06-25 20:15:00,33964.0,2011-06-25 16:15:00
2011-06-25 20:20:00,34181.0,2011-06-25 16:20:00
2011-06-25 20:25:00,34335.0,2011-06-25 16:25:00
2011-06-25 20:30:00,34487.0,2011-06-25 16:30:00
2011-06-25 20:35:00,34672.0,2011-06-25 16:35:00
2011-06-25 20:40:00,34886.0,2011-06-25 16:40:00
2011-06-25 20:45:00,35047.0,2011-06-25 16:45:00
2011-06-25 20:50:00,35194.0,2011-06-25 16:50:00
2011-06-25 20:55:00,35343.0,2011-06-25 16:55:00
2011-06-25 21:00:00,35547.0,2011-06-25 17:00:00
2011-06-25 21:05:00,35806.0,2011-06-25 17:05:00
2011-06-25 21:10:00,35950.0,2011-06-25 17:10:00
2011-06-25 21:15:00,36045.0,2011-06-25 17:15:00
2011-06-25 21:20:00,36172.0,2011-06-25 17:20:00
2011-06-25 21:25:00,36328.0,2011-06-25 17:25:00
2011-06-25 21:30:00,36473.0,2011-06-25 17:30:00
2011-06-25 21:35:00,36582.0,2011-06-25 17:35:00
2011-06-25 21:40:00,36662.0,2011-06-25 17:40:00
2011-06-25 21:45:00,36742.0,2011-06-25 17:45:00
2011-06-25 21:50:00,36829.0,2011-06-25 17:50:00
2011-06-25 21:55:00,36911.0,2011-06-25 17:55:00
2011-06-25 22:00:00,36977.0,2011-06-25 18:00:00
2011-06-25 22:05:00,37038.0,2011-06-25 18:05:00
2011-06-25 22:10:00,37103.0,2011-06-25 18:10:00
2011-06-25 22:15:00,37168.0,2011-06-25 18:15:00
2011-06-25 22:20:00,37234.0,2011-06-25 18:20:00
2011-06-25 22:25:00,37303.0,2011-06-25 18:25:00
2011-06-25 22:30:00,37378.0,2011-06-25 18:30:00
2011-06-25 22:35:00,37453.0,2011-06-25 18:35:00
2011-06-25 22:40:00,37523.0,2011-06-25 18:40:00
2011-06-25 22:45:00,37588.0,2011-06-25 18:45:00
2011-06-25 22:50:00,37647.0,2011-06-25 18:50:00
2011-06-25 22:55:00,37694.0,2011-06-25 18:55:00
2011-06-25 23:00:00,37733.0,2011-06-25 19:00:00
2011-06-25 23:05:00,37769.0,2011-06-25 19:05:00
2011-06-25 23:10:00,37800.0,2011-06-25 19:10:00
2011-06-25 23:15:00,37835.0,2011-06-25 19:15:00
2011-06-25 23:20:00,37876.0,2011-06-25 19:20:00
2011-06-25 23:25:00,37920.0,2011-06-25 19:25:00
2011-06-25 23:30:00,37960.0,2011-06-25 19:30:00
2011-06-25 23:35:00,37989.0,2011-06-25 19:35:00
2011-06-25 23:40:00,38011.0,2011-06-25 19:40:00
2011-06-25 23:45:00,38029.0,2011-06-25 19:45:00
2011-06-25 23:50:00,38042.0,2011-06-25 19:50:00
2011-06-25 23:55:00,38051.0,2011-06-25 19:55:00
2011-06-26 00:00:00,38059.0,2011-06-25 20:00:00
2011-06-26 00:05:00,38066.0,2011-06-25 20:05:00
2011-06-26 00:10:00,38073.0,2011-06-25 20:10:00
2011-06-26 00:15:00,38078.0,2011-06-25 20:15:00
2011-06-26 00:20:00,38082.0,2011-06-25 20:20:00
2011-06-26 00:25:00,38084.0,2011-06-25 20:25:00
2011-06-26 00:30:00,38084.0,2011-06-25 20:30:00
2011-06-26 09:45:00,0.0,2011-06-26 05:45:00
2011-06-26 09:50:00,1.0,2011-06-26 05:50:00
2011-06-26 09:55:00,5.0,2011-06-26 05:55:00
2011-06-26 10:00:00,11.0,2011-06-26 06:00:00
2011-06-26 10:05:00,20.0,2011-06-26 06:05:00
2011-06-26 10:10:00,31.0,2011-06-26 06:10:00
2011-06-26 10:15:00,45.0,2011-06-26 06:15:00
2011-06-26 10:20:00,61.0,2011-06-26 06:20:00
2011-06-26 10:25:00,81.0,2011-06-26 06:25:00
2011-06-26 10:30:00,105.0,2011-06-26 06:30:00
2011-06-26 10:35:00,136.0,2011-06-26 06:35:00
2011-06-26 10:40:00,174.0,2011-06-26 06:40:00
2011-06-26 10:45:00,219.0,2011-06-26 06:45:00
2011-06-26 10:50:00,272.0,2011-06-26 06:50:00
2011-06-26 10:55:00,332.0,2011-06-26 06:55:00
